0.000000000000000000e+00,4.360000000000000000e+02,4.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.270000000000000000e+02,4.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,4.230000000000000000e+02,4.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.190000000000000000e+02,4.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.100000000000000000e+02,4.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.080000000000000000e+02,4.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,3.990000000000000000e+02,4.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,3.920000000000000000e+02,4.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,3.850000000000000000e+02,4.660000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,3.810000000000000000e+02,4.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,3.770000000000000000e+02,4.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,3.710000000000000000e+02,4.640000000000000000e+02,nan,5.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,3.630000000000000000e+02,4.670000000000000000e+02,nan,5.550000000000000000e+02,2.370000000000000000e+02,3.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,3.580000000000000000e+02,4.710000000000000000e+02,nan,5.560000000000000000e+02,2.390000000000000000e+02,3.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,3.550000000000000000e+02,4.770000000000000000e+02,nan,5.560000000000000000e+02,2.350000000000000000e+02,3.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,3.460000000000000000e+02,4.750000000000000000e+02,nan,5.560000000000000000e+02,2.290000000000000000e+02,3.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,3.360000000000000000e+02,4.730000000000000000e+02,nan,5.570000000000000000e+02,2.270000000000000000e+02,3.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,3.340000000000000000e+02,4.760000000000000000e+02,nan,5.560000000000000000e+02,2.240000000000000000e+02,3.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,3.310000000000000000e+02,4.760000000000000000e+02,nan,5.560000000000000000e+02,2.220000000000000000e+02,3.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,3.250000000000000000e+02,4.790000000000000000e+02,nan,5.540000000000000000e+02,2.190000000000000000e+02,3.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,3.180000000000000000e+02,4.700000000000000000e+02,nan,5.540000000000000000e+02,2.160000000000000000e+02,3.610000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,3.120000000000000000e+02,4.840000000000000000e+02,nan,5.540000000000000000e+02,2.100000000000000000e+02,3.610000000000000000e+02,3.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,3.080000000000000000e+02,4.860000000000000000e+02,nan,5.530000000000000000e+02,2.080000000000000000e+02,3.670000000000000000e+02,3.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,3.010000000000000000e+02,4.820000000000000000e+02,nan,5.550000000000000000e+02,2.060000000000000000e+02,3.650000000000000000e+02,3.030000000000000000e+02,2.000000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,2.940000000000000000e+02,4.810000000000000000e+02,nan,5.520000000000000000e+02,2.040000000000000000e+02,3.680000000000000000e+02,2.990000000000000000e+02,1.970000000000000000e+02,4.380000000000000000e+02,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,2.870000000000000000e+02,4.790000000000000000e+02,nan,5.540000000000000000e+02,2.050000000000000000e+02,3.690000000000000000e+02,2.990000000000000000e+02,1.970000000000000000e+02,4.340000000000000000e+02,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,2.830000000000000000e+02,4.850000000000000000e+02,nan,5.550000000000000000e+02,2.030000000000000000e+02,3.680000000000000000e+02,2.990000000000000000e+02,2.000000000000000000e+02,4.320000000000000000e+02,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,2.760000000000000000e+02,4.840000000000000000e+02,nan,5.550000000000000000e+02,1.990000000000000000e+02,3.700000000000000000e+02,3.000000000000000000e+02,1.970000000000000000e+02,4.280000000000000000e+02,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,2.710000000000000000e+02,4.880000000000000000e+02,nan,5.520000000000000000e+02,1.990000000000000000e+02,3.710000000000000000e+02,2.980000000000000000e+02,1.940000000000000000e+02,4.270000000000000000e+02,3.630000000000000000e+02,nan,nan,nan,nan,nan
2.900000000000000000e+01,2.660000000000000000e+02,4.870000000000000000e+02,nan,5.520000000000000000e+02,1.920000000000000000e+02,3.760000000000000000e+02,2.940000000000000000e+02,1.970000000000000000e+02,4.270000000000000000e+02,3.690000000000000000e+02,2.540000000000000000e+02,nan,nan,nan,nan
3.000000000000000000e+01,2.580000000000000000e+02,4.890000000000000000e+02,nan,5.470000000000000000e+02,1.940000000000000000e+02,3.710000000000000000e+02,3.010000000000000000e+02,1.930000000000000000e+02,4.190000000000000000e+02,3.680000000000000000e+02,2.500000000000000000e+02,nan,nan,nan,nan
3.100000000000000000e+01,2.520000000000000000e+02,4.860000000000000000e+02,nan,5.470000000000000000e+02,1.900000000000000000e+02,3.750000000000000000e+02,2.910000000000000000e+02,1.980000000000000000e+02,4.200000000000000000e+02,3.640000000000000000e+02,2.500000000000000000e+02,nan,nan,nan,nan
3.200000000000000000e+01,2.420000000000000000e+02,4.920000000000000000e+02,nan,5.470000000000000000e+02,1.870000000000000000e+02,3.790000000000000000e+02,2.950000000000000000e+02,1.960000000000000000e+02,4.120000000000000000e+02,3.670000000000000000e+02,2.460000000000000000e+02,nan,nan,nan,nan
3.300000000000000000e+01,2.360000000000000000e+02,4.920000000000000000e+02,nan,5.500000000000000000e+02,1.820000000000000000e+02,3.790000000000000000e+02,2.920000000000000000e+02,1.990000000000000000e+02,4.160000000000000000e+02,3.640000000000000000e+02,2.460000000000000000e+02,nan,nan,nan,nan
3.400000000000000000e+01,2.300000000000000000e+02,4.920000000000000000e+02,nan,5.410000000000000000e+02,1.810000000000000000e+02,3.810000000000000000e+02,2.930000000000000000e+02,1.980000000000000000e+02,4.100000000000000000e+02,3.520000000000000000e+02,2.450000000000000000e+02,nan,nan,nan,nan
3.500000000000000000e+01,2.270000000000000000e+02,4.940000000000000000e+02,nan,5.440000000000000000e+02,1.800000000000000000e+02,3.850000000000000000e+02,2.920000000000000000e+02,1.980000000000000000e+02,4.100000000000000000e+02,3.490000000000000000e+02,2.410000000000000000e+02,nan,nan,nan,nan
3.600000000000000000e+01,2.210000000000000000e+02,5.000000000000000000e+02,nan,5.450000000000000000e+02,1.770000000000000000e+02,3.820000000000000000e+02,2.910000000000000000e+02,1.960000000000000000e+02,4.040000000000000000e+02,3.530000000000000000e+02,2.400000000000000000e+02,nan,nan,nan,nan
3.700000000000000000e+01,2.120000000000000000e+02,5.030000000000000000e+02,nan,5.390000000000000000e+02,1.740000000000000000e+02,3.860000000000000000e+02,2.900000000000000000e+02,2.010000000000000000e+02,4.050000000000000000e+02,3.520000000000000000e+02,2.390000000000000000e+02,3.680000000000000000e+02,nan,nan,nan
3.800000000000000000e+01,2.070000000000000000e+02,5.020000000000000000e+02,nan,5.380000000000000000e+02,1.710000000000000000e+02,3.880000000000000000e+02,2.890000000000000000e+02,1.980000000000000000e+02,4.000000000000000000e+02,3.540000000000000000e+02,nan,nan,nan,nan,nan
