0.000000000000000000e+00,2.720000000000000000e+02,5.030000000000000000e+02,4.600000000000000000e+02,5.480000000000000000e+02,3.920000000000000000e+02,5.110000000000000000e+02,3.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.690000000000000000e+02,5.000000000000000000e+02,4.550000000000000000e+02,5.470000000000000000e+02,3.970000000000000000e+02,5.140000000000000000e+02,3.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.700000000000000000e+02,5.000000000000000000e+02,4.560000000000000000e+02,5.470000000000000000e+02,3.960000000000000000e+02,5.140000000000000000e+02,3.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.680000000000000000e+02,5.080000000000000000e+02,4.550000000000000000e+02,5.450000000000000000e+02,3.980000000000000000e+02,5.130000000000000000e+02,4.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.690000000000000000e+02,4.950000000000000000e+02,4.600000000000000000e+02,5.470000000000000000e+02,3.900000000000000000e+02,5.150000000000000000e+02,4.000000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.610000000000000000e+02,4.970000000000000000e+02,4.530000000000000000e+02,5.470000000000000000e+02,3.910000000000000000e+02,5.130000000000000000e+02,3.980000000000000000e+02,4.900000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.680000000000000000e+02,4.990000000000000000e+02,4.530000000000000000e+02,5.430000000000000000e+02,3.900000000000000000e+02,5.140000000000000000e+02,4.030000000000000000e+02,4.790000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.630000000000000000e+02,4.960000000000000000e+02,4.520000000000000000e+02,5.430000000000000000e+02,3.900000000000000000e+02,5.170000000000000000e+02,4.020000000000000000e+02,4.820000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.620000000000000000e+02,4.950000000000000000e+02,4.550000000000000000e+02,5.460000000000000000e+02,3.940000000000000000e+02,5.140000000000000000e+02,4.070000000000000000e+02,4.880000000000000000e+02,3.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,2.630000000000000000e+02,4.950000000000000000e+02,4.520000000000000000e+02,5.500000000000000000e+02,4.010000000000000000e+02,5.130000000000000000e+02,4.020000000000000000e+02,4.860000000000000000e+02,3.700000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,2.650000000000000000e+02,4.930000000000000000e+02,4.540000000000000000e+02,5.460000000000000000e+02,3.970000000000000000e+02,5.140000000000000000e+02,4.020000000000000000e+02,4.970000000000000000e+02,3.710000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,2.590000000000000000e+02,4.930000000000000000e+02,4.550000000000000000e+02,5.470000000000000000e+02,3.970000000000000000e+02,5.180000000000000000e+02,4.070000000000000000e+02,nan,3.750000000000000000e+02,4.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,2.610000000000000000e+02,4.930000000000000000e+02,4.530000000000000000e+02,5.430000000000000000e+02,3.970000000000000000e+02,5.170000000000000000e+02,4.070000000000000000e+02,nan,3.760000000000000000e+02,nan,2.130000000000000000e+02,4.450000000000000000e+02,nan,nan,nan,nan,nan
1.300000000000000000e+01,2.570000000000000000e+02,4.940000000000000000e+02,4.540000000000000000e+02,5.460000000000000000e+02,4.000000000000000000e+02,5.160000000000000000e+02,nan,nan,3.750000000000000000e+02,nan,2.090000000000000000e+02,4.470000000000000000e+02,nan,nan,nan,nan,nan
1.400000000000000000e+01,2.580000000000000000e+02,4.910000000000000000e+02,4.510000000000000000e+02,5.450000000000000000e+02,4.000000000000000000e+02,5.140000000000000000e+02,nan,nan,3.770000000000000000e+02,nan,2.140000000000000000e+02,4.440000000000000000e+02,nan,nan,nan,nan,nan
1.500000000000000000e+01,2.570000000000000000e+02,4.890000000000000000e+02,4.530000000000000000e+02,nan,4.030000000000000000e+02,5.150000000000000000e+02,nan,nan,3.790000000000000000e+02,nan,2.110000000000000000e+02,4.420000000000000000e+02,nan,nan,nan,nan,nan
1.600000000000000000e+01,2.570000000000000000e+02,4.930000000000000000e+02,4.510000000000000000e+02,nan,4.010000000000000000e+02,5.210000000000000000e+02,nan,nan,3.830000000000000000e+02,nan,2.100000000000000000e+02,4.420000000000000000e+02,nan,nan,nan,nan,nan
1.700000000000000000e+01,2.510000000000000000e+02,4.950000000000000000e+02,4.520000000000000000e+02,nan,4.010000000000000000e+02,5.190000000000000000e+02,nan,nan,3.810000000000000000e+02,nan,2.100000000000000000e+02,4.430000000000000000e+02,1.870000000000000000e+02,nan,nan,nan,nan
1.800000000000000000e+01,2.500000000000000000e+02,4.880000000000000000e+02,4.520000000000000000e+02,nan,4.060000000000000000e+02,5.210000000000000000e+02,nan,nan,nan,nan,2.090000000000000000e+02,4.370000000000000000e+02,1.870000000000000000e+02,nan,nan,nan,nan
1.900000000000000000e+01,2.510000000000000000e+02,4.890000000000000000e+02,4.520000000000000000e+02,nan,4.010000000000000000e+02,5.060000000000000000e+02,nan,nan,nan,nan,2.070000000000000000e+02,4.400000000000000000e+02,1.880000000000000000e+02,3.640000000000000000e+02,nan,nan,nan
2.000000000000000000e+01,2.470000000000000000e+02,4.910000000000000000e+02,4.510000000000000000e+02,nan,4.070000000000000000e+02,4.860000000000000000e+02,nan,nan,nan,nan,2.050000000000000000e+02,4.390000000000000000e+02,1.850000000000000000e+02,3.570000000000000000e+02,2.400000000000000000e+02,nan,nan
2.100000000000000000e+01,2.480000000000000000e+02,4.890000000000000000e+02,4.480000000000000000e+02,nan,4.060000000000000000e+02,nan,nan,nan,nan,nan,2.020000000000000000e+02,4.360000000000000000e+02,1.880000000000000000e+02,3.560000000000000000e+02,2.420000000000000000e+02,4.630000000000000000e+02,nan
