0.000000000000000000e+00,4.320000000000000000e+02,4.410000000000000000e+02,4.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.360000000000000000e+02,4.390000000000000000e+02,4.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,4.410000000000000000e+02,4.410000000000000000e+02,4.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.410000000000000000e+02,4.410000000000000000e+02,5.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.400000000000000000e+02,4.410000000000000000e+02,5.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.440000000000000000e+02,4.430000000000000000e+02,5.050000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.480000000000000000e+02,4.460000000000000000e+02,5.090000000000000000e+02,4.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,4.540000000000000000e+02,4.500000000000000000e+02,5.130000000000000000e+02,4.980000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,4.560000000000000000e+02,4.470000000000000000e+02,5.150000000000000000e+02,4.940000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.590000000000000000e+02,4.480000000000000000e+02,5.170000000000000000e+02,4.920000000000000000e+02,4.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,4.560000000000000000e+02,4.510000000000000000e+02,5.190000000000000000e+02,4.940000000000000000e+02,4.980000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,4.600000000000000000e+02,4.540000000000000000e+02,5.230000000000000000e+02,4.870000000000000000e+02,4.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,4.610000000000000000e+02,4.520000000000000000e+02,5.270000000000000000e+02,4.900000000000000000e+02,4.970000000000000000e+02,2.400000000000000000e+02,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,4.640000000000000000e+02,4.530000000000000000e+02,5.300000000000000000e+02,4.850000000000000000e+02,5.010000000000000000e+02,2.380000000000000000e+02,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,4.680000000000000000e+02,4.570000000000000000e+02,5.320000000000000000e+02,4.950000000000000000e+02,5.040000000000000000e+02,2.400000000000000000e+02,nan,nan,nan,nan,nan,nan
