0.000000000000000000e+00,2.240000000000000000e+02,5.190000000000000000e+02,2.780000000000000000e+02,nan,nan,3.280000000000000000e+02,4.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.260000000000000000e+02,5.120000000000000000e+02,2.840000000000000000e+02,nan,nan,3.270000000000000000e+02,nan,4.530000000000000000e+02,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.220000000000000000e+02,5.160000000000000000e+02,2.840000000000000000e+02,nan,nan,3.280000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.180000000000000000e+02,5.160000000000000000e+02,2.820000000000000000e+02,nan,nan,3.280000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.180000000000000000e+02,5.150000000000000000e+02,2.850000000000000000e+02,nan,nan,3.270000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.190000000000000000e+02,5.110000000000000000e+02,2.860000000000000000e+02,nan,nan,3.230000000000000000e+02,nan,nan,4.700000000000000000e+02,4.960000000000000000e+02,nan,nan,nan,nan
6.000000000000000000e+00,2.210000000000000000e+02,5.110000000000000000e+02,2.800000000000000000e+02,nan,nan,3.250000000000000000e+02,nan,nan,4.680000000000000000e+02,4.990000000000000000e+02,nan,nan,nan,nan
7.000000000000000000e+00,2.200000000000000000e+02,5.100000000000000000e+02,2.790000000000000000e+02,nan,nan,3.280000000000000000e+02,nan,nan,4.630000000000000000e+02,4.960000000000000000e+02,nan,nan,nan,nan
8.000000000000000000e+00,2.200000000000000000e+02,5.080000000000000000e+02,2.790000000000000000e+02,nan,nan,3.240000000000000000e+02,nan,nan,4.640000000000000000e+02,4.990000000000000000e+02,nan,nan,nan,nan
9.000000000000000000e+00,2.160000000000000000e+02,5.120000000000000000e+02,2.780000000000000000e+02,nan,nan,3.230000000000000000e+02,nan,nan,4.620000000000000000e+02,4.990000000000000000e+02,nan,nan,nan,nan
1.000000000000000000e+01,2.160000000000000000e+02,5.030000000000000000e+02,2.780000000000000000e+02,nan,nan,3.230000000000000000e+02,nan,nan,4.570000000000000000e+02,4.980000000000000000e+02,nan,nan,nan,nan
1.100000000000000000e+01,2.150000000000000000e+02,5.080000000000000000e+02,2.760000000000000000e+02,nan,nan,3.220000000000000000e+02,nan,nan,4.540000000000000000e+02,4.980000000000000000e+02,4.510000000000000000e+02,nan,nan,nan
1.200000000000000000e+01,2.130000000000000000e+02,5.080000000000000000e+02,2.770000000000000000e+02,nan,nan,3.210000000000000000e+02,nan,nan,4.510000000000000000e+02,4.990000000000000000e+02,4.500000000000000000e+02,nan,nan,nan
1.300000000000000000e+01,2.160000000000000000e+02,5.000000000000000000e+02,2.760000000000000000e+02,nan,nan,3.210000000000000000e+02,nan,nan,4.490000000000000000e+02,5.000000000000000000e+02,4.520000000000000000e+02,5.710000000000000000e+02,nan,nan
1.400000000000000000e+01,2.170000000000000000e+02,5.020000000000000000e+02,2.790000000000000000e+02,nan,nan,3.210000000000000000e+02,nan,nan,4.450000000000000000e+02,4.960000000000000000e+02,4.690000000000000000e+02,5.690000000000000000e+02,nan,nan
1.500000000000000000e+01,2.120000000000000000e+02,4.980000000000000000e+02,2.760000000000000000e+02,nan,nan,3.240000000000000000e+02,nan,nan,4.410000000000000000e+02,4.930000000000000000e+02,4.700000000000000000e+02,5.640000000000000000e+02,nan,nan
1.600000000000000000e+01,2.110000000000000000e+02,4.980000000000000000e+02,2.780000000000000000e+02,nan,nan,3.210000000000000000e+02,nan,nan,4.450000000000000000e+02,4.940000000000000000e+02,4.700000000000000000e+02,5.620000000000000000e+02,nan,nan
1.700000000000000000e+01,2.090000000000000000e+02,5.010000000000000000e+02,2.730000000000000000e+02,nan,nan,3.230000000000000000e+02,nan,nan,4.400000000000000000e+02,4.950000000000000000e+02,4.610000000000000000e+02,5.610000000000000000e+02,nan,nan
1.800000000000000000e+01,2.080000000000000000e+02,5.040000000000000000e+02,2.760000000000000000e+02,nan,nan,3.210000000000000000e+02,nan,nan,4.380000000000000000e+02,4.910000000000000000e+02,4.710000000000000000e+02,5.570000000000000000e+02,nan,nan
1.900000000000000000e+01,2.100000000000000000e+02,4.980000000000000000e+02,2.780000000000000000e+02,nan,nan,3.210000000000000000e+02,nan,nan,4.360000000000000000e+02,4.900000000000000000e+02,4.760000000000000000e+02,5.540000000000000000e+02,nan,nan
2.000000000000000000e+01,2.100000000000000000e+02,4.970000000000000000e+02,2.750000000000000000e+02,nan,nan,3.220000000000000000e+02,nan,nan,4.320000000000000000e+02,4.920000000000000000e+02,4.740000000000000000e+02,5.500000000000000000e+02,nan,nan
2.100000000000000000e+01,2.120000000000000000e+02,5.000000000000000000e+02,2.740000000000000000e+02,nan,nan,3.230000000000000000e+02,nan,nan,4.270000000000000000e+02,4.970000000000000000e+02,4.770000000000000000e+02,5.500000000000000000e+02,nan,nan
2.200000000000000000e+01,2.100000000000000000e+02,5.010000000000000000e+02,2.710000000000000000e+02,nan,nan,3.250000000000000000e+02,nan,nan,4.250000000000000000e+02,4.960000000000000000e+02,4.770000000000000000e+02,5.480000000000000000e+02,nan,nan
