0.000000000000000000e+00,2.600000000000000000e+02,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.650000000000000000e+02,4.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.700000000000000000e+02,4.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.770000000000000000e+02,4.670000000000000000e+02,nan,1.820000000000000000e+02,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.800000000000000000e+02,4.740000000000000000e+02,nan,1.840000000000000000e+02,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.910000000000000000e+02,4.840000000000000000e+02,nan,1.870000000000000000e+02,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.950000000000000000e+02,4.860000000000000000e+02,nan,1.870000000000000000e+02,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,3.000000000000000000e+02,5.050000000000000000e+02,nan,1.900000000000000000e+02,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,3.060000000000000000e+02,5.050000000000000000e+02,nan,1.900000000000000000e+02,2.930000000000000000e+02,nan,nan,nan,nan,nan
9.000000000000000000e+00,3.120000000000000000e+02,5.150000000000000000e+02,nan,1.920000000000000000e+02,2.920000000000000000e+02,nan,nan,nan,nan,nan
1.000000000000000000e+01,3.150000000000000000e+02,5.270000000000000000e+02,nan,1.900000000000000000e+02,2.960000000000000000e+02,3.610000000000000000e+02,nan,nan,nan,nan
1.100000000000000000e+01,3.210000000000000000e+02,5.370000000000000000e+02,nan,1.950000000000000000e+02,2.950000000000000000e+02,3.580000000000000000e+02,nan,nan,nan,nan
1.200000000000000000e+01,3.280000000000000000e+02,5.440000000000000000e+02,nan,1.960000000000000000e+02,2.940000000000000000e+02,3.600000000000000000e+02,nan,nan,nan,nan
1.300000000000000000e+01,3.350000000000000000e+02,5.510000000000000000e+02,nan,1.960000000000000000e+02,2.960000000000000000e+02,3.600000000000000000e+02,nan,nan,nan,nan
1.400000000000000000e+01,3.400000000000000000e+02,nan,nan,1.970000000000000000e+02,2.980000000000000000e+02,3.620000000000000000e+02,nan,nan,nan,nan
1.500000000000000000e+01,3.470000000000000000e+02,nan,nan,2.020000000000000000e+02,2.990000000000000000e+02,3.640000000000000000e+02,nan,nan,nan,nan
1.600000000000000000e+01,3.510000000000000000e+02,nan,nan,2.010000000000000000e+02,2.990000000000000000e+02,3.640000000000000000e+02,nan,nan,nan,nan
