0.000000000000000000e+00,3.510000000000000000e+02,2.840000000000000000e+02,3.360000000000000000e+02,2.510000000000000000e+02,5.690000000000000000e+02,5.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,3.360000000000000000e+02,2.790000000000000000e+02,3.340000000000000000e+02,2.500000000000000000e+02,5.590000000000000000e+02,5.200000000000000000e+02,3.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,3.270000000000000000e+02,2.700000000000000000e+02,3.290000000000000000e+02,nan,5.500000000000000000e+02,5.080000000000000000e+02,3.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.230000000000000000e+02,2.690000000000000000e+02,3.250000000000000000e+02,nan,5.410000000000000000e+02,4.990000000000000000e+02,3.410000000000000000e+02,1.630000000000000000e+02,3.840000000000000000e+02,5.610000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,3.140000000000000000e+02,2.610000000000000000e+02,3.210000000000000000e+02,nan,5.300000000000000000e+02,4.930000000000000000e+02,3.360000000000000000e+02,1.510000000000000000e+02,3.710000000000000000e+02,5.550000000000000000e+02,3.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.980000000000000000e+02,2.520000000000000000e+02,3.110000000000000000e+02,nan,nan,nan,3.300000000000000000e+02,1.440000000000000000e+02,3.630000000000000000e+02,5.500000000000000000e+02,3.890000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.930000000000000000e+02,2.460000000000000000e+02,3.040000000000000000e+02,nan,nan,nan,3.250000000000000000e+02,1.380000000000000000e+02,3.540000000000000000e+02,5.420000000000000000e+02,3.760000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.900000000000000000e+02,2.380000000000000000e+02,3.040000000000000000e+02,nan,nan,nan,3.160000000000000000e+02,1.300000000000000000e+02,3.450000000000000000e+02,5.280000000000000000e+02,3.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.740000000000000000e+02,2.330000000000000000e+02,2.940000000000000000e+02,nan,nan,nan,3.080000000000000000e+02,1.240000000000000000e+02,3.340000000000000000e+02,5.260000000000000000e+02,3.550000000000000000e+02,4.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,2.660000000000000000e+02,2.230000000000000000e+02,2.870000000000000000e+02,nan,nan,nan,3.020000000000000000e+02,1.110000000000000000e+02,3.240000000000000000e+02,5.170000000000000000e+02,3.490000000000000000e+02,4.850000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,2.540000000000000000e+02,2.190000000000000000e+02,2.800000000000000000e+02,nan,nan,nan,2.900000000000000000e+02,nan,3.140000000000000000e+02,5.100000000000000000e+02,3.420000000000000000e+02,4.780000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,2.390000000000000000e+02,2.120000000000000000e+02,2.770000000000000000e+02,nan,nan,nan,2.880000000000000000e+02,nan,3.080000000000000000e+02,5.000000000000000000e+02,3.290000000000000000e+02,4.660000000000000000e+02,5.260000000000000000e+02,5.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
