0.000000000000000000e+00,3.940000000000000000e+02,4.630000000000000000e+02,3.380000000000000000e+02,2.480000000000000000e+02,4.170000000000000000e+02,3.070000000000000000e+02,4.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,3.930000000000000000e+02,4.610000000000000000e+02,3.360000000000000000e+02,2.450000000000000000e+02,4.190000000000000000e+02,3.130000000000000000e+02,4.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,3.970000000000000000e+02,4.600000000000000000e+02,3.410000000000000000e+02,2.470000000000000000e+02,4.200000000000000000e+02,3.110000000000000000e+02,5.000000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.880000000000000000e+02,4.620000000000000000e+02,3.380000000000000000e+02,2.520000000000000000e+02,4.170000000000000000e+02,3.090000000000000000e+02,4.980000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,3.870000000000000000e+02,4.640000000000000000e+02,nan,2.500000000000000000e+02,4.180000000000000000e+02,nan,5.010000000000000000e+02,5.610000000000000000e+02,3.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,3.840000000000000000e+02,4.630000000000000000e+02,nan,2.500000000000000000e+02,4.230000000000000000e+02,nan,nan,5.590000000000000000e+02,3.140000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,3.790000000000000000e+02,4.610000000000000000e+02,nan,2.520000000000000000e+02,4.210000000000000000e+02,nan,nan,5.550000000000000000e+02,nan,3.170000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,3.840000000000000000e+02,4.670000000000000000e+02,nan,2.530000000000000000e+02,4.210000000000000000e+02,nan,nan,5.510000000000000000e+02,nan,nan,3.170000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,3.810000000000000000e+02,4.670000000000000000e+02,nan,2.510000000000000000e+02,4.230000000000000000e+02,nan,nan,5.510000000000000000e+02,nan,nan,3.190000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,3.780000000000000000e+02,4.640000000000000000e+02,nan,2.520000000000000000e+02,4.270000000000000000e+02,nan,nan,5.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
