0.000000000000000000e+00,2.690000000000000000e+02,3.140000000000000000e+02,4.950000000000000000e+02,nan,nan
1.000000000000000000e+00,2.650000000000000000e+02,3.190000000000000000e+02,4.920000000000000000e+02,nan,nan
2.000000000000000000e+00,2.600000000000000000e+02,3.180000000000000000e+02,4.970000000000000000e+02,nan,nan
3.000000000000000000e+00,2.540000000000000000e+02,3.210000000000000000e+02,5.020000000000000000e+02,nan,nan
4.000000000000000000e+00,2.620000000000000000e+02,3.190000000000000000e+02,5.110000000000000000e+02,nan,nan
5.000000000000000000e+00,2.690000000000000000e+02,3.230000000000000000e+02,5.130000000000000000e+02,nan,nan
6.000000000000000000e+00,2.790000000000000000e+02,3.230000000000000000e+02,5.120000000000000000e+02,nan,nan
7.000000000000000000e+00,2.900000000000000000e+02,3.240000000000000000e+02,5.130000000000000000e+02,nan,nan
8.000000000000000000e+00,3.020000000000000000e+02,3.270000000000000000e+02,5.220000000000000000e+02,nan,nan
9.000000000000000000e+00,3.170000000000000000e+02,3.280000000000000000e+02,5.220000000000000000e+02,nan,nan
1.000000000000000000e+01,3.240000000000000000e+02,3.330000000000000000e+02,5.230000000000000000e+02,nan,nan
1.100000000000000000e+01,3.390000000000000000e+02,3.300000000000000000e+02,5.260000000000000000e+02,nan,nan
1.200000000000000000e+01,3.470000000000000000e+02,3.380000000000000000e+02,5.280000000000000000e+02,nan,nan
1.300000000000000000e+01,3.570000000000000000e+02,3.370000000000000000e+02,5.310000000000000000e+02,nan,nan
1.400000000000000000e+01,3.660000000000000000e+02,3.360000000000000000e+02,5.340000000000000000e+02,nan,nan
1.500000000000000000e+01,3.800000000000000000e+02,3.390000000000000000e+02,5.340000000000000000e+02,nan,nan
1.600000000000000000e+01,3.860000000000000000e+02,3.380000000000000000e+02,5.390000000000000000e+02,nan,nan
1.700000000000000000e+01,3.970000000000000000e+02,3.390000000000000000e+02,5.410000000000000000e+02,nan,nan
1.800000000000000000e+01,4.000000000000000000e+02,3.420000000000000000e+02,5.410000000000000000e+02,nan,nan
1.900000000000000000e+01,3.960000000000000000e+02,3.450000000000000000e+02,5.450000000000000000e+02,nan,nan
2.000000000000000000e+01,3.870000000000000000e+02,3.460000000000000000e+02,5.480000000000000000e+02,nan,nan
2.100000000000000000e+01,3.880000000000000000e+02,3.490000000000000000e+02,5.500000000000000000e+02,nan,nan
2.200000000000000000e+01,3.790000000000000000e+02,3.530000000000000000e+02,5.550000000000000000e+02,nan,nan
2.300000000000000000e+01,3.760000000000000000e+02,3.520000000000000000e+02,5.550000000000000000e+02,nan,nan
2.400000000000000000e+01,3.690000000000000000e+02,3.550000000000000000e+02,5.530000000000000000e+02,nan,nan
2.500000000000000000e+01,3.650000000000000000e+02,3.530000000000000000e+02,5.550000000000000000e+02,nan,nan
2.600000000000000000e+01,3.570000000000000000e+02,3.730000000000000000e+02,5.590000000000000000e+02,nan,nan
2.700000000000000000e+01,3.530000000000000000e+02,3.630000000000000000e+02,5.610000000000000000e+02,nan,nan
2.800000000000000000e+01,3.500000000000000000e+02,3.630000000000000000e+02,nan,nan,nan
2.900000000000000000e+01,3.410000000000000000e+02,3.640000000000000000e+02,nan,nan,nan
3.000000000000000000e+01,3.320000000000000000e+02,3.660000000000000000e+02,nan,3.520000000000000000e+02,nan
3.100000000000000000e+01,3.310000000000000000e+02,3.670000000000000000e+02,nan,3.490000000000000000e+02,nan
3.200000000000000000e+01,3.290000000000000000e+02,3.690000000000000000e+02,nan,3.480000000000000000e+02,nan
3.300000000000000000e+01,3.250000000000000000e+02,3.720000000000000000e+02,nan,3.450000000000000000e+02,nan
3.400000000000000000e+01,3.170000000000000000e+02,nan,nan,3.400000000000000000e+02,nan
3.500000000000000000e+01,nan,nan,nan,3.380000000000000000e+02,nan
3.600000000000000000e+01,nan,nan,nan,3.340000000000000000e+02,nan
3.700000000000000000e+01,nan,nan,nan,3.340000000000000000e+02,nan
3.800000000000000000e+01,nan,nan,nan,3.280000000000000000e+02,nan
3.900000000000000000e+01,nan,nan,nan,3.210000000000000000e+02,nan
4.000000000000000000e+01,nan,nan,nan,3.220000000000000000e+02,nan
4.100000000000000000e+01,nan,nan,nan,3.150000000000000000e+02,nan
4.200000000000000000e+01,nan,nan,nan,3.090000000000000000e+02,nan
4.300000000000000000e+01,nan,nan,nan,3.050000000000000000e+02,nan
4.400000000000000000e+01,nan,nan,nan,3.070000000000000000e+02,nan
4.500000000000000000e+01,nan,nan,nan,2.980000000000000000e+02,nan
4.600000000000000000e+01,nan,nan,nan,2.970000000000000000e+02,nan
4.700000000000000000e+01,nan,nan,nan,2.890000000000000000e+02,nan
4.800000000000000000e+01,nan,nan,nan,2.910000000000000000e+02,nan
4.900000000000000000e+01,nan,nan,nan,2.820000000000000000e+02,nan
5.000000000000000000e+01,nan,nan,nan,2.780000000000000000e+02,nan
5.100000000000000000e+01,nan,nan,nan,2.750000000000000000e+02,nan
5.200000000000000000e+01,nan,nan,nan,2.720000000000000000e+02,nan
5.300000000000000000e+01,nan,nan,nan,2.670000000000000000e+02,nan
5.400000000000000000e+01,nan,nan,nan,2.630000000000000000e+02,nan
5.500000000000000000e+01,nan,nan,nan,nan,1.980000000000000000e+02
5.600000000000000000e+01,nan,nan,nan,nan,2.030000000000000000e+02
5.700000000000000000e+01,nan,nan,nan,nan,2.040000000000000000e+02
5.800000000000000000e+01,nan,nan,nan,nan,2.030000000000000000e+02
