0.000000000000000000e+00,1.230000000000000000e+02,2.160000000000000000e+02,2.510000000000000000e+02,3.050000000000000000e+02,3.110000000000000000e+02,3.540000000000000000e+02,3.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,1.220000000000000000e+02,2.180000000000000000e+02,2.570000000000000000e+02,3.080000000000000000e+02,3.050000000000000000e+02,3.550000000000000000e+02,3.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.260000000000000000e+02,2.160000000000000000e+02,2.550000000000000000e+02,3.080000000000000000e+02,3.010000000000000000e+02,3.540000000000000000e+02,3.560000000000000000e+02,3.030000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.250000000000000000e+02,2.180000000000000000e+02,2.620000000000000000e+02,3.110000000000000000e+02,3.010000000000000000e+02,3.570000000000000000e+02,3.600000000000000000e+02,nan,4.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.240000000000000000e+02,2.240000000000000000e+02,2.630000000000000000e+02,3.130000000000000000e+02,2.990000000000000000e+02,3.510000000000000000e+02,3.590000000000000000e+02,nan,4.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.300000000000000000e+02,2.220000000000000000e+02,2.650000000000000000e+02,3.150000000000000000e+02,2.930000000000000000e+02,3.530000000000000000e+02,3.610000000000000000e+02,nan,4.490000000000000000e+02,3.660000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.260000000000000000e+02,2.200000000000000000e+02,2.620000000000000000e+02,3.170000000000000000e+02,2.920000000000000000e+02,3.540000000000000000e+02,3.620000000000000000e+02,nan,4.500000000000000000e+02,3.680000000000000000e+02,2.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.310000000000000000e+02,2.240000000000000000e+02,2.620000000000000000e+02,3.190000000000000000e+02,2.910000000000000000e+02,3.520000000000000000e+02,3.600000000000000000e+02,nan,4.510000000000000000e+02,3.710000000000000000e+02,2.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,1.240000000000000000e+02,2.250000000000000000e+02,2.650000000000000000e+02,3.200000000000000000e+02,2.860000000000000000e+02,3.520000000000000000e+02,3.600000000000000000e+02,nan,4.470000000000000000e+02,3.740000000000000000e+02,2.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.270000000000000000e+02,2.300000000000000000e+02,2.620000000000000000e+02,3.200000000000000000e+02,2.870000000000000000e+02,3.560000000000000000e+02,3.650000000000000000e+02,nan,4.500000000000000000e+02,3.760000000000000000e+02,2.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,1.310000000000000000e+02,2.330000000000000000e+02,2.650000000000000000e+02,3.220000000000000000e+02,2.980000000000000000e+02,3.570000000000000000e+02,3.610000000000000000e+02,nan,4.490000000000000000e+02,3.790000000000000000e+02,2.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
