0.000000000000000000e+00,1.470000000000000000e+02,1.870000000000000000e+02,3.570000000000000000e+02,3.940000000000000000e+02,nan,4.380000000000000000e+02,nan,4.990000000000000000e+02,4.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,1.450000000000000000e+02,1.900000000000000000e+02,3.630000000000000000e+02,3.920000000000000000e+02,nan,4.410000000000000000e+02,nan,4.990000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.500000000000000000e+02,1.890000000000000000e+02,3.670000000000000000e+02,3.880000000000000000e+02,nan,4.490000000000000000e+02,nan,5.010000000000000000e+02,nan,4.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.540000000000000000e+02,1.880000000000000000e+02,3.680000000000000000e+02,3.870000000000000000e+02,nan,4.480000000000000000e+02,nan,5.010000000000000000e+02,nan,nan,4.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.530000000000000000e+02,1.910000000000000000e+02,3.730000000000000000e+02,3.850000000000000000e+02,nan,4.490000000000000000e+02,nan,5.040000000000000000e+02,nan,nan,4.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.570000000000000000e+02,1.930000000000000000e+02,3.670000000000000000e+02,3.800000000000000000e+02,nan,4.560000000000000000e+02,nan,5.050000000000000000e+02,nan,nan,4.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.540000000000000000e+02,1.960000000000000000e+02,3.710000000000000000e+02,3.810000000000000000e+02,nan,4.520000000000000000e+02,nan,5.090000000000000000e+02,nan,nan,4.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.550000000000000000e+02,1.980000000000000000e+02,3.750000000000000000e+02,3.730000000000000000e+02,nan,4.580000000000000000e+02,nan,5.100000000000000000e+02,nan,nan,4.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,1.610000000000000000e+02,1.980000000000000000e+02,3.780000000000000000e+02,3.730000000000000000e+02,nan,4.590000000000000000e+02,nan,5.100000000000000000e+02,nan,nan,4.600000000000000000e+02,3.160000000000000000e+02,4.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.610000000000000000e+02,1.960000000000000000e+02,3.810000000000000000e+02,3.750000000000000000e+02,nan,4.630000000000000000e+02,nan,5.150000000000000000e+02,nan,nan,4.610000000000000000e+02,3.160000000000000000e+02,nan,4.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,1.630000000000000000e+02,2.000000000000000000e+02,3.840000000000000000e+02,3.700000000000000000e+02,nan,4.680000000000000000e+02,nan,5.170000000000000000e+02,nan,nan,4.660000000000000000e+02,3.190000000000000000e+02,nan,4.460000000000000000e+02,3.990000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,1.630000000000000000e+02,2.110000000000000000e+02,3.860000000000000000e+02,3.650000000000000000e+02,nan,4.640000000000000000e+02,nan,5.170000000000000000e+02,nan,nan,4.670000000000000000e+02,3.130000000000000000e+02,nan,4.470000000000000000e+02,4.050000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,1.640000000000000000e+02,2.110000000000000000e+02,3.850000000000000000e+02,3.600000000000000000e+02,nan,4.690000000000000000e+02,nan,5.210000000000000000e+02,nan,nan,4.710000000000000000e+02,3.140000000000000000e+02,nan,4.430000000000000000e+02,4.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,1.640000000000000000e+02,2.150000000000000000e+02,3.840000000000000000e+02,3.600000000000000000e+02,nan,4.720000000000000000e+02,nan,5.220000000000000000e+02,nan,nan,4.720000000000000000e+02,3.120000000000000000e+02,nan,4.410000000000000000e+02,4.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,1.640000000000000000e+02,2.110000000000000000e+02,3.890000000000000000e+02,3.570000000000000000e+02,nan,4.710000000000000000e+02,nan,5.230000000000000000e+02,nan,nan,4.740000000000000000e+02,3.130000000000000000e+02,nan,4.400000000000000000e+02,4.030000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,1.670000000000000000e+02,2.350000000000000000e+02,3.890000000000000000e+02,3.570000000000000000e+02,nan,4.730000000000000000e+02,nan,5.330000000000000000e+02,nan,nan,4.780000000000000000e+02,3.110000000000000000e+02,nan,4.430000000000000000e+02,4.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,1.690000000000000000e+02,2.340000000000000000e+02,3.940000000000000000e+02,3.550000000000000000e+02,nan,4.750000000000000000e+02,nan,5.260000000000000000e+02,nan,nan,4.780000000000000000e+02,3.120000000000000000e+02,nan,4.390000000000000000e+02,4.080000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,1.730000000000000000e+02,2.340000000000000000e+02,3.940000000000000000e+02,3.550000000000000000e+02,nan,4.770000000000000000e+02,nan,nan,nan,nan,4.860000000000000000e+02,3.140000000000000000e+02,nan,4.380000000000000000e+02,4.090000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,1.690000000000000000e+02,2.300000000000000000e+02,4.020000000000000000e+02,3.490000000000000000e+02,nan,4.780000000000000000e+02,nan,nan,nan,nan,4.880000000000000000e+02,3.100000000000000000e+02,nan,4.360000000000000000e+02,4.110000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,1.810000000000000000e+02,2.280000000000000000e+02,4.040000000000000000e+02,3.450000000000000000e+02,nan,4.820000000000000000e+02,nan,nan,nan,nan,4.880000000000000000e+02,3.120000000000000000e+02,nan,4.380000000000000000e+02,4.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,1.970000000000000000e+02,2.270000000000000000e+02,3.970000000000000000e+02,3.410000000000000000e+02,nan,4.820000000000000000e+02,nan,nan,nan,nan,4.920000000000000000e+02,3.130000000000000000e+02,nan,4.380000000000000000e+02,4.130000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,2.030000000000000000e+02,2.210000000000000000e+02,4.010000000000000000e+02,3.380000000000000000e+02,nan,4.850000000000000000e+02,nan,nan,nan,nan,4.950000000000000000e+02,3.100000000000000000e+02,nan,4.290000000000000000e+02,4.150000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,2.010000000000000000e+02,2.160000000000000000e+02,4.060000000000000000e+02,3.370000000000000000e+02,nan,4.900000000000000000e+02,nan,nan,nan,nan,4.980000000000000000e+02,3.110000000000000000e+02,nan,4.320000000000000000e+02,4.160000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,2.010000000000000000e+02,2.140000000000000000e+02,4.300000000000000000e+02,3.330000000000000000e+02,nan,4.930000000000000000e+02,nan,nan,nan,nan,4.980000000000000000e+02,3.060000000000000000e+02,nan,nan,4.190000000000000000e+02,4.090000000000000000e+02,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,2.000000000000000000e+02,2.100000000000000000e+02,4.110000000000000000e+02,3.290000000000000000e+02,nan,4.950000000000000000e+02,nan,nan,nan,nan,5.060000000000000000e+02,3.080000000000000000e+02,nan,nan,4.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,2.030000000000000000e+02,2.070000000000000000e+02,4.260000000000000000e+02,3.250000000000000000e+02,nan,4.980000000000000000e+02,nan,nan,nan,nan,5.050000000000000000e+02,3.090000000000000000e+02,nan,nan,4.230000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,2.010000000000000000e+02,2.000000000000000000e+02,4.250000000000000000e+02,3.280000000000000000e+02,nan,4.980000000000000000e+02,nan,nan,nan,nan,5.060000000000000000e+02,3.110000000000000000e+02,nan,nan,4.280000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,2.010000000000000000e+02,1.970000000000000000e+02,4.230000000000000000e+02,3.200000000000000000e+02,nan,5.000000000000000000e+02,nan,nan,nan,nan,5.100000000000000000e+02,3.060000000000000000e+02,nan,nan,4.310000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,2.020000000000000000e+02,1.940000000000000000e+02,4.220000000000000000e+02,3.170000000000000000e+02,nan,5.040000000000000000e+02,nan,nan,nan,nan,5.130000000000000000e+02,3.040000000000000000e+02,nan,nan,4.320000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
