#Vystupni charakteristika tranzistoru
#napeti Ud (V) proud Id (mA) napeti Ug (V)
0.0 0.008914397000000001 3.4
0.1 0.905083062 3.4
0.2 0.9639497309999999 3.4
0.30000000000000004 0.9980753359999999 3.4
0.4 1.0003068 3.4
0.5 1.02223159 3.4
0.6 1.0301346 3.4
0.7 1.04664011 3.4
0.7999999999999999 1.02820357 3.4
0.8999999999999999 1.04024614 3.4
0.9999999999999999 1.0225824700000001 3.4
1.0999999999999999 1.052713 3.4
1.2 1.0085928100000001 3.4
1.3 1.04922246 3.4
1.4000000000000001 1.04093645 3.4
1.5000000000000002 1.04772029 3.4
1.6000000000000003 1.0535455 3.4
1.7000000000000004 1.04930732 3.4
1.8000000000000005 1.06409508 3.4
1.9000000000000006 1.0421014899999999 3.4
2.0000000000000004 1.07739214 3.4
2.1000000000000005 1.03566625 3.4
2.2000000000000006 1.0796373700000002 3.4
2.3000000000000007 1.0259996200000001 3.4
2.400000000000001 1.086146 3.4
2.500000000000001 1.0403975099999998 3.4
2.600000000000001 1.08659092 3.4
2.700000000000001 1.06340248 3.4
2.800000000000001 1.09547321 3.4
2.9000000000000012 1.0725232800000002 3.4
3.0000000000000013 1.09517965 3.4
3.1000000000000014 1.0774242500000002 3.4
3.2000000000000015 1.1021515499999999 3.4
3.3000000000000016 1.0839053600000002 3.4
3.4000000000000017 1.10252079 3.4
3.5000000000000018 1.08327009 3.4
3.600000000000002 1.1085546899999998 3.4
3.700000000000002 1.09758083 3.4
3.800000000000002 1.1218563400000001 3.4
3.900000000000002 1.1007319500000001 3.4
4.000000000000002 1.11719388 3.4
4.100000000000001 1.1009200000000001 3.4
4.200000000000001 1.10186717 3.4
4.300000000000001 1.1034198000000002 3.4
4.4 1.09950269 3.4
4.5 1.1082726 3.4
4.6 1.09749827 3.4
4.699999999999999 1.11562291 3.4
4.799999999999999 1.0965809100000001 3.4
4.899999999999999 1.12828929 3.4
4.999999999999998 1.09004247 3.4
5.099999999999998 1.1325756299999998 3.4
5.1999999999999975 1.10037188 3.4
5.299999999999997 1.12421165 3.4
5.399999999999997 1.0950558099999999 3.4
5.4999999999999964 1.11709756 3.4
5.599999999999996 1.09981459 3.4
5.699999999999996 1.11110035 3.4
5.799999999999995 1.09487693 3.4
5.899999999999995 1.11187781 3.4
5.999999999999995 1.08800135 3.4
6.099999999999994 1.10680484 3.4
6.199999999999994 1.06670266 3.4
6.299999999999994 1.10347713 3.4
6.399999999999993 1.06634489 3.4
6.499999999999993 1.1109788 3.4
6.5999999999999925 1.07641974 3.4
6.699999999999992 1.11196037 3.4
6.799999999999992 1.10347713 3.4
6.8999999999999915 1.10446099 3.4
6.999999999999991 1.10677731 3.4
7.099999999999991 1.1089331 3.4
7.19999999999999 1.1265876000000001 3.4
7.29999999999999 1.09150106 3.4
7.39999999999999 1.12605782 3.4
7.499999999999989 1.07532121 3.4
7.599999999999989 1.12649357 3.4
7.699999999999989 1.07690136 3.4
7.799999999999988 1.1370936 3.4
7.899999999999988 1.10228457 3.4
7.999999999999988 1.1422904200000001 3.4
8.099999999999987 1.11657008 3.4
8.199999999999987 1.13721057 3.4
8.299999999999986 1.12029454 3.4
8.399999999999986 1.14068275 3.4
8.499999999999986 1.1272870799999999 3.4
8.599999999999985 1.1484023 3.4
8.699999999999985 1.13325447 3.4
8.799999999999985 1.16062376 3.4
8.899999999999984 1.14714323 3.4
8.999999999999984 1.16900609 3.4
9.099999999999984 1.14536356 3.4
9.199999999999983 1.1535945300000001 3.4
9.299999999999983 1.14883575 3.4
9.399999999999983 1.15385139 3.4
9.499999999999982 1.14637494 3.4
9.599999999999982 1.14040525 3.4
9.699999999999982 1.14986777 3.4
9.799999999999981 1.1419395300000001 3.4
9.89999999999998 1.15971558 3.4
9.99999999999998 1.1384398199999999 3.4
10.09999999999998 1.17398962 3.4
10.19999999999998 1.13783437 3.4
10.29999999999998 1.1735561700000001 3.4
10.399999999999979 1.14354032 3.4
10.499999999999979 1.175939 3.4
10.599999999999978 1.14388891 3.4
10.699999999999978 1.16156863 3.4
10.799999999999978 1.13787335 3.4
10.899999999999977 1.14573509 3.4
10.999999999999977 1.13585976 3.4
11.099999999999977 1.14616854 3.4
11.199999999999976 1.1293969899999998 3.4
11.299999999999976 1.14880823 3.4
11.399999999999975 1.12046654 3.4
11.499999999999975 1.15130573 3.4
11.599999999999975 1.11530184 3.4
11.699999999999974 1.15913764 3.4
11.799999999999974 1.1258491199999998 3.4
11.899999999999974 1.1524593 3.4
11.999999999999973 1.14884721 3.4
12.099999999999973 1.15270469 3.4
12.199999999999973 1.15728459 3.4
12.299999999999972 1.13889391 3.4
12.399999999999972 1.1575964900000002 3.4
12.499999999999972 1.13776786 3.4
12.599999999999971 1.16451105 3.4
12.69999999999997 1.11810206 3.4
12.79999999999997 1.1728933799999999 3.4
12.89999999999997 1.12982127 3.4
12.99999999999997 1.1787873899999999 3.4
13.09999999999997 1.14033187 3.4
13.199999999999969 1.1790052599999998 3.4
13.299999999999969 1.15851384 3.4
13.399999999999968 1.18216555 3.4
13.499999999999968 1.1708408000000001 3.4
13.599999999999968 1.18016801 3.4
13.699999999999967 1.16607055 3.4
13.799999999999967 1.19081162 3.4
13.899999999999967 1.17310208 3.4
13.999999999999966 1.2028427300000002 3.4
14.099999999999966 1.18070695 3.4
14.199999999999966 1.20979628 3.4
14.299999999999965 1.18658949 3.4
14.399999999999965 1.2029184099999999 3.4
14.499999999999964 1.1861927300000001 3.4
14.599999999999964 1.18408511 3.4
14.699999999999964 1.19700606 3.4
14.799999999999963 1.1789204000000002 3.4
14.899999999999963 1.18899525 3.4
14.999999999999963 1.16889142 3.4
15.099999999999962 1.19861601 3.4
15.199999999999962 1.1841011700000001 3.4
15.299999999999962 1.22236863 3.4
15.399999999999961 1.18028956 3.4
15.499999999999961 1.22193288 3.4
15.59999999999996 1.17896398 3.4
15.69999999999996 1.1992489899999998 3.4
15.79999999999996 1.1706504500000001 3.4
15.89999999999996 1.19630657 3.4
15.99999999999996 1.17962677 3.4
16.09999999999996 1.19045156 3.4
16.19999999999996 1.17958778 3.4
16.29999999999996 1.18590835 3.4
16.399999999999963 1.16309374 3.4
16.499999999999964 1.19168081 3.4
16.599999999999966 1.16310979 3.4
16.699999999999967 1.19401777 3.4
16.79999999999997 1.15103052 3.4
16.89999999999997 1.18458736 3.4
16.99999999999997 1.17341169 3.4
17.099999999999973 1.19010984 3.4
17.199999999999974 1.1944122400000001 3.4
17.299999999999976 1.18277788 3.4
17.399999999999977 1.19789818 3.4
17.49999999999998 1.1907061200000002 3.4
17.59999999999998 1.20342983 3.4
17.69999999999998 1.18275036 3.4
17.799999999999983 1.2042416900000001 3.4
17.899999999999984 1.18070695 3.4
17.999999999999986 1.20689973 3.4
18.099999999999987 1.16718055 3.4
18.19999999999999 1.21414683 3.4
18.29999999999999 1.16746264 3.4
18.39999999999999 1.2263797600000002 3.4
18.499999999999993 1.1799501300000002 3.4
18.599999999999994 1.2196440800000001 3.4
18.699999999999996 1.2006846500000001 3.4
18.799999999999997 1.22618941 3.4
18.9 1.21572927 3.4
19.0 1.23293426 3.4
19.1 1.21432801 3.4
19.200000000000003 1.24791926 3.4
19.300000000000004 1.2272306099999999 3.4
19.400000000000006 1.2434265100000002 3.4
19.500000000000007 1.2262398700000001 3.4
19.60000000000001 1.23374154 3.4
19.70000000000001 1.23306728 3.4
19.80000000000001 1.2312692699999999 3.4
19.900000000000013 1.23870672 3.4
