#Prevodni charakteristika tranzistoru
#napeti Ug (V) proud Id (mA) napeti Ud (V)
0.0 -0.00012417455400000002 3.0
0.02 -8.20106343e-05 3.0
0.04 -0.00010841294500000001 3.0
0.06 1.27826747e-05 3.0
0.08 -0.00010770971299999999 3.0
0.1 -1.15283863e-05 3.0
0.12000000000000001 -0.00010831841200000001 3.0
0.14 3.84125831e-06 3.0
0.16 -8.5863421e-05 3.0
0.18 -2.07810691e-05 3.0
0.19999999999999998 -7.94997518e-05 3.0
0.21999999999999997 -8.058342009999999e-05 3.0
0.23999999999999996 -5.0443607000000005e-05 3.0
0.25999999999999995 -0.000124163026 3.0
0.27999999999999997 -1.89180819e-05 3.0
0.3 -0.000112454797 3.0
0.32 -9.40716321e-06 3.0
0.34 -0.000108876386 3.0
0.36000000000000004 4.62057722e-06 3.0
0.38000000000000006 -9.19296579e-05 3.0
0.4000000000000001 3.5463621900000006e-05 3.0
0.4200000000000001 -7.63133058e-05 3.0
0.4400000000000001 7.48007816e-05 3.0
0.46000000000000013 -3.91665396e-05 3.0
0.48000000000000015 9.42191954e-05 3.0
0.5000000000000001 -2.4548545699999998e-05 3.0
0.5200000000000001 9.980354569999999e-05 3.0
0.5400000000000001 5.20160789e-06 3.0
0.5600000000000002 9.333612099999999e-05 3.0
0.5800000000000002 7.00695318e-06 3.0
0.6000000000000002 8.65551242e-05 3.0
0.6200000000000002 2.3462571799999998e-05 3.0
0.6400000000000002 9.75785672e-05 3.0
0.6600000000000003 6.75171471e-05 3.0
0.6800000000000003 8.870401540000001e-05 3.0
0.7000000000000003 6.82849376e-05 3.0
0.7200000000000003 6.31801682e-05 3.0
0.7400000000000003 0.00010393301400000001 3.0
0.7600000000000003 8.338712370000001e-05 3.0
0.7800000000000004 9.52383048e-05 3.0
0.8000000000000004 6.819271050000001e-05 3.0
0.8200000000000004 0.000101136227 3.0
0.8400000000000004 3.7861526200000004e-05 3.0
0.8600000000000004 0.00010590897900000001 3.0
0.8800000000000004 7.03231563e-07 3.0
0.9000000000000005 9.40393526e-05 3.0
0.9200000000000005 -3.22794816e-05 3.0
0.9400000000000005 9.14339373e-05 3.0
0.9600000000000005 -4.80779821e-05 3.0
0.9800000000000005 9.52682786e-05 3.0
1.0000000000000004 -0.000117543427 3.0
1.0200000000000005 8.1648643e-05 3.0
1.0400000000000005 -0.000122924877 3.0
1.0600000000000005 7.841608350000001e-05 3.0
1.0800000000000005 -0.000130399883 3.0
1.1000000000000005 4.4158330799999995e-05 3.0
1.1200000000000006 -8.54184253e-05 3.0
1.1400000000000006 -1.54941512e-05 3.0
1.1600000000000006 -9.73249427e-05 3.0
1.1800000000000006 -2.3008353299999998e-05 3.0
1.2000000000000006 -8.184923689999999e-05 3.0
1.2200000000000006 -6.05055826e-05 3.0
1.2400000000000007 -7.28132878e-05 3.0
1.2600000000000007 -5.50111537e-05 3.0
1.2800000000000007 -5.84074163e-05 3.0
