#Prevodni charakteristika tranzistoru
#napeti Ug (V) proud Id (mA) napeti Ud (V)
0.0 -1.334526e-05 6.0
0.02 5.92028749e-05 6.0
0.04 3.76217358e-05 6.0
0.06 -8.413185740000001e-05 6.0
0.08 6.905503380000001e-05 6.0
0.1 -6.25414956e-05 6.0
0.12000000000000001 8.18377085e-05 6.0
0.14 -2.89039701e-05 6.0
0.16 0.000103663249 6.0
0.18 -1.64717583e-05 6.0
0.19999999999999998 0.000104693887 6.0
0.21999999999999997 -7.96150357e-06 6.0
0.23999999999999996 0.00010635628 6.0
0.25999999999999995 -9.190429540000001e-06 6.0
0.27999999999999997 0.000103808507 6.0
0.3 1.89365273e-05 6.0
0.32 9.589311710000001e-05 6.0
0.34 5.7787189099999996e-05 6.0
0.36000000000000004 9.48278942e-05 6.0
0.38000000000000006 7.409755e-05 6.0
0.4000000000000001 7.34588774e-05 6.0
0.4200000000000001 9.77676327e-05 6.0
0.4400000000000001 7.02170952e-05 6.0
0.46000000000000013 9.34490992e-05 6.0
0.48000000000000015 3.94201641e-05 6.0
0.5000000000000001 9.76431261e-05 6.0
0.5200000000000001 -5.50826297e-06 6.0
0.5400000000000001 9.78068292e-05 6.0
0.5600000000000002 -3.41539972e-05 6.0
0.5800000000000002 8.93519107e-05 6.0
0.6000000000000002 -9.45373789e-05 6.0
0.6200000000000002 9.411774559999999e-05 6.0
0.6400000000000002 -5.12459827e-05 6.0
0.6600000000000003 9.7901362e-05 6.0
0.6800000000000003 -7.35464931e-05 6.0
0.7000000000000003 9.692144920000001e-05 6.0
0.7200000000000003 -0.000120547724 6.0
0.7400000000000003 7.27464231e-05 6.0
0.7600000000000003 -0.000127842887 6.0
0.7800000000000004 4.46333003e-05 6.0
0.8000000000000004 -0.000120766763 6.0
0.8200000000000004 1.94576104e-05 6.0
0.8400000000000004 -9.53166978e-05 6.0
0.8600000000000004 -1.46179938e-05 6.0
0.8800000000000004 -8.36568879e-05 6.0
0.9000000000000005 -6.16007793e-05 6.0
0.9200000000000005 -8.21351409e-05 6.0
0.9400000000000005 -6.68600291e-05 6.0
0.9600000000000005 -5.98231021e-05 6.0
0.9800000000000005 -0.000112016718 6.0
1.0000000000000004 -3.0425717099999997e-05 6.0
1.0200000000000005 -0.000125532598 6.0
1.0400000000000005 -1.90425885e-05 6.0
1.0600000000000005 -0.000123305314 6.0
1.0800000000000005 -9.72073531e-06 6.0
1.1000000000000005 -0.000101147756 6.0
1.1200000000000006 9.22270903e-06 6.0
1.1400000000000006 -9.02188454e-05 6.0
1.1600000000000006 2.60195678e-05 6.0
1.1800000000000006 -8.4634495e-05 6.0
1.2000000000000006 6.97029291e-05 6.0
1.2200000000000006 -5.18546815e-05 6.0
1.2400000000000007 8.80768712e-05 6.0
1.2600000000000007 -4.66784361e-05 6.0
1.2800000000000007 9.588620009999999e-05 6.0
1.3000000000000007 -1.6093627199999998e-05 6.0
1.3200000000000007 0.000102740979 6.0
1.3400000000000007 -1.8735933399999998e-05 6.0
1.3600000000000008 9.87682966e-05 6.0
1.3800000000000008 1.6681575e-05 6.0
1.4000000000000008 9.68845583e-05 6.0
1.4200000000000008 2.93097693e-05 6.0
1.4400000000000008 9.82149341e-05 6.0
1.4600000000000009 6.221870079999999e-05 6.0
1.4800000000000009 9.59622874e-05 6.0
1.5000000000000009 8.40995779e-05 6.0
1.520000000000001 7.92599614e-05 6.0
1.540000000000001 8.97623213e-05 6.0
1.560000000000001 6.680930419999999e-05 6.0
1.580000000000001 0.000106870447 6.0
1.600000000000001 6.01781764e-06 6.0
1.620000000000001 0.000100375354 6.0
1.640000000000001 1.14499933e-05 6.0
1.660000000000001 0.00010454863 6.0
1.680000000000001 -3.50462943e-05 6.0
1.700000000000001 9.45627413e-05 6.0
1.720000000000001 -9.51368549e-05 6.0
1.740000000000001 8.30551061e-05 6.0
1.7600000000000011 -0.000100167843 6.0
1.7800000000000011 8.27507567e-05 6.0
1.8000000000000012 -0.000127084319 6.0
1.8200000000000012 4.99017729e-05 6.0
1.8400000000000012 -0.00012552106999999998 6.0
1.8600000000000012 1.27527009e-05 6.0
1.8800000000000012 -0.00010889022 6.0
1.9000000000000012 5.15318867e-06 6.0
1.9200000000000013 -8.6006373e-05 6.0
1.9400000000000013 -3.61507137e-05 6.0
1.9600000000000013 -8.45122942e-05 6.0
1.9800000000000013 -4.72294929e-05 6.0
2.0000000000000013 -7.8169376e-05 6.0
2.0200000000000014 -6.82687979e-05 6.0
2.0400000000000014 -7.25850257e-05 6.0
2.0600000000000014 -9.83717201e-05 6.0
2.0800000000000014 -3.16915339e-05 6.0
2.1000000000000014 -0.000118751601 6.0
2.1200000000000014 -2.83898041e-05 6.0
2.1400000000000015 -0.00012121406499999999 6.0
2.1600000000000015 -1.02072332e-05 6.0
2.1800000000000015 -0.000104892175 6.0
2.2000000000000015 3.04626079e-05 6.0
2.2200000000000015 -5.63415294e-05 6.0
2.2400000000000015 8.04220227e-05 6.0
2.2600000000000016 -3.6263691899999996e-05 6.0
2.2800000000000016 0.000116980841 6.0
2.3000000000000016 1.39032339e-05 6.0
2.3200000000000016 0.000142979658 6.0
2.3400000000000016 4.78266633e-05 6.0
2.3600000000000017 0.00017332006499999998 6.0
2.3800000000000017 0.00010237207 6.0
2.4000000000000017 0.000202463826 6.0
2.4200000000000017 0.000172978825 6.0
2.4400000000000017 0.00023853384100000003 6.0
2.4600000000000017 0.000250050699 6.0
2.4800000000000018 0.000293791702 6.0
2.5000000000000018 0.000343571274 6.0
2.520000000000002 0.000360907661 6.0
2.540000000000002 0.000453962489 6.0
2.560000000000002 0.00042600845800000003 6.0
2.580000000000002 0.00060391221 6.0
2.600000000000002 0.000565852395 6.0
2.620000000000002 0.000829688738 6.0
2.640000000000002 0.0007665454610000001 6.0
2.660000000000002 0.00113437938 6.0
2.680000000000002 0.00112747618 6.0
2.700000000000002 0.0015741504200000001 6.0
2.720000000000002 0.00171099929 6.0
2.740000000000002 0.00221032598 6.0
2.760000000000002 0.00253490539 6.0
2.780000000000002 0.00316430917 6.0
2.800000000000002 0.0037477100799999997 6.0
2.820000000000002 0.00451502794 6.0
2.840000000000002 0.00556251788 6.0
2.860000000000002 0.0065872992 6.0
2.880000000000002 0.00806092441 6.0
2.900000000000002 0.0095962703 6.0
2.920000000000002 0.0118243823 6.0
2.940000000000002 0.014147419 6.0
2.960000000000002 0.0171821677 6.0
2.980000000000002 0.0205707086 6.0
3.000000000000002 0.0252485406 6.0
3.0200000000000022 0.030298276 6.0
3.0400000000000023 0.0367367532 6.0
3.0600000000000023 0.0446081767 6.0
3.0800000000000023 0.0539948338 6.0
3.1000000000000023 0.06497710050000001 6.0
3.1200000000000023 0.078603855 6.0
3.1400000000000023 0.0958781616 6.0
3.1600000000000024 0.115879663 6.0
3.1800000000000024 0.139672675 6.0
3.2000000000000024 0.17087244000000001 6.0
3.2200000000000024 0.206141603 6.0
3.2400000000000024 0.24928680400000003 6.0
3.2600000000000025 0.300612174 6.0
3.2800000000000025 0.36756011299999997 6.0
3.3000000000000025 0.443613377 6.0
3.3200000000000025 0.536150713 6.0
3.3400000000000025 0.6465715439999999 6.0
3.3600000000000025 0.789956939 6.0
3.3800000000000026 0.95244666 6.0
3.4000000000000026 1.14958406 6.0
3.4200000000000026 1.401885 6.0
3.4400000000000026 1.68805073 6.0
3.4600000000000026 2.0337174 6.0
3.4800000000000026 2.44706748 6.0
3.5000000000000027 2.97811492 6.0
3.5200000000000027 3.5761098700000002 6.0
3.5400000000000027 4.29961428 6.0
3.5600000000000027 5.21359598 6.0
3.5800000000000027 6.2524000299999996 6.0
3.6000000000000028 7.48492932 6.0
3.6200000000000028 8.9524462 6.0
3.640000000000003 10.802301400000001 6.0
3.660000000000003 12.8983184 6.0
3.680000000000003 15.3435794 6.0
3.700000000000003 18.2579944 6.0
3.720000000000003 21.9287646 6.0
3.740000000000003 25.972597399999998 6.0
3.760000000000003 30.7635082 6.0
3.780000000000003 36.6383222 6.0
3.800000000000003 43.2558207 6.0
3.820000000000003 50.8543643 6.0
3.840000000000003 59.8127937 6.0
3.860000000000003 70.65316200000001 6.0
3.880000000000003 82.8263149 6.0
3.900000000000003 96.5591709 6.0
3.920000000000003 104.548124 6.0
