#Vystupni charakteristika tranzistoru
#napeti Ud (V) proud Id (mA) napeti Ug (V)
0.0 -0.0467484097 3.9
0.1 58.936353499999996 3.9
0.2 74.9083468 3.9
0.30000000000000004 79.93677579999999 3.9
0.4 82.4599977 3.9
0.5 84.0726781 3.9
0.6 85.18650079999999 3.9
0.7 85.933049 3.9
0.7999999999999999 86.55114449999999 3.9
0.8999999999999999 87.08065330000001 3.9
0.9999999999999999 87.5109181 3.9
1.0999999999999999 87.90661 3.9
1.2 88.25476459999999 3.9
1.3 88.5664796 3.9
1.4000000000000001 88.8941244 3.9
1.5000000000000002 89.0973713 3.9
1.6000000000000003 89.4323825 3.9
1.7000000000000004 89.6485435 3.9
1.8000000000000005 89.90180690000001 3.9
1.9000000000000006 90.1257034 3.9
2.0000000000000004 90.3881381 3.9
2.1000000000000005 90.5380041 3.9
2.2000000000000006 90.8236753 3.9
2.3000000000000007 90.9799238 3.9
2.400000000000001 91.1910325 3.9
2.500000000000001 91.38137909999999 3.9
2.600000000000001 91.58167209999999 3.9
2.700000000000001 91.8154096 3.9
2.800000000000001 91.95861330000001 3.9
2.9000000000000012 92.1252394 3.9
3.0000000000000013 92.3566766 3.9
3.1000000000000014 92.51046659999999 3.9
3.2000000000000015 92.66272690000001 3.9
3.3000000000000016 92.8556421 3.9
3.4000000000000017 93.0390695 3.9
3.5000000000000018 93.186266 3.9
3.600000000000002 93.35015150000001 3.9
3.700000000000002 93.515663 3.9
3.800000000000002 93.65811910000001 3.9
3.900000000000002 93.8359644 3.9
4.000000000000002 94.1051485 3.9
4.100000000000001 94.20619980000001 3.9
4.200000000000001 94.3631592 3.9
4.300000000000001 94.5080945 3.9
4.4 94.6757801 3.9
4.5 94.7571678 3.9
4.6 94.9998128 3.9
4.699999999999999 95.1322032 3.9
4.799999999999999 95.3574529 3.9
4.899999999999999 95.4812844 3.9
4.999999999999998 95.68032290000001 3.9
5.099999999999998 95.74422589999999 3.9
5.1999999999999975 95.9640723 3.9
5.299999999999997 96.0918025 3.9
5.399999999999997 96.2496587 3.9
5.4999999999999964 96.36760530000001 3.9
5.599999999999996 96.6335718 3.9
5.699999999999996 96.7299973 3.9
5.799999999999995 96.96491590000001 3.9
5.899999999999995 97.05360350000001 3.9
5.999999999999995 97.25503169999999 3.9
6.099999999999994 97.3634998 3.9
6.199999999999994 97.53445119999999 3.9
6.299999999999994 97.68283799999999 3.9
6.399999999999993 97.8905111 3.9
6.499999999999993 97.9945438 3.9
6.5999999999999925 98.1841313 3.9
6.699999999999992 98.28168280000001 3.9
6.799999999999992 98.5022127 3.9
6.8999999999999915 98.61457949999999 3.9
6.999999999999991 98.8003324 3.9
7.099999999999991 98.92357679999999 3.9
7.19999999999999 99.1598645 3.9
7.29999999999999 99.2808981 3.9
7.39999999999999 99.4162103 3.9
