#Prevodni charakteristika tranzistoru
#napeti Ug (V) proud Id (mA) napeti Ud (V)
0.0 -1.3478989199999999e-05 12.0
0.02 2.04559686e-05 12.0
0.04 2.42511134e-05 12.0
0.06 -8.321880919999999e-05 12.0
0.08 6.01067004e-05 12.0
0.1 -7.55939345e-05 12.0
0.12000000000000001 8.948564e-05 12.0
0.14 -2.3024493100000002e-05 12.0
0.16 0.000102153031 12.0
0.18 -9.28265663e-06 12.0
0.19999999999999998 9.962370290000001e-05 12.0
0.21999999999999997 2.49820131e-05 12.0
0.23999999999999996 8.99513868e-05 12.0
0.25999999999999995 6.43768147e-05 12.0
0.27999999999999997 9.31286101e-05 12.0
0.3 8.387592720000001e-05 12.0
0.32 4.9064812000000004e-05 12.0
0.34 0.00010239973800000001 12.0
0.36000000000000004 3.78246354e-05 12.0
0.38000000000000006 9.0142758e-05 12.0
0.4000000000000001 -1.27181157e-05 12.0
0.4200000000000001 9.36197193e-05 12.0
0.4400000000000001 -9.53535886e-05 12.0
0.46000000000000013 9.47356671e-05 12.0
0.48000000000000015 -0.000130132424 12.0
0.5000000000000001 6.88475229e-05 12.0
0.5200000000000001 -0.000115754221 12.0
0.5400000000000001 1.91255928e-05 12.0
0.5600000000000002 -8.98960505e-05 12.0
0.5800000000000002 -2.54984848e-05 12.0
0.6000000000000002 -7.696120110000001e-05 12.0
0.6200000000000002 -7.66291836e-05 12.0
0.6400000000000002 -4.81517638e-05 12.0
0.6600000000000003 -0.00011985371500000001 12.0
0.6800000000000003 -2.7790328e-05 12.0
0.7000000000000003 -0.000125770083 12.0
0.7200000000000003 5.14396596e-06 12.0
0.7400000000000003 -0.00010307760699999999 12.0
0.7600000000000003 2.8873996300000002e-05 12.0
0.7800000000000004 -8.21835601e-05 12.0
0.8000000000000004 7.31153315e-05 12.0
0.8200000000000004 -5.76742109e-05 12.0
0.8400000000000004 9.77007681e-05 12.0
0.8600000000000004 -2.4232668e-05 12.0
0.8800000000000004 0.000107137905 12.0
0.9000000000000005 -8.11367827e-06 12.0
0.9200000000000005 9.910953689999999e-05 12.0
0.9400000000000005 1.54641774e-05 12.0
0.9600000000000005 9.25083829e-05 12.0
0.9800000000000005 6.78376362e-05 12.0
1.0000000000000004 9.99257466e-05 12.0
1.0200000000000005 0.000100403022 12.0
1.0400000000000005 4.1084863e-05 12.0
1.0600000000000005 0.00010466391300000001 12.0
1.0800000000000005 1.51782734e-05 12.0
1.1000000000000005 8.79546703e-05 12.0
1.1200000000000006 -3.34761281e-05 12.0
1.1400000000000006 9.3622025e-05 12.0
1.1600000000000006 -9.380417350000001e-05 12.0
1.1800000000000006 8.50333772e-05 12.0
1.2000000000000006 -0.00012421836199999999 12.0
1.2200000000000006 6.62006054e-05 12.0
1.2400000000000007 -0.000109106953 12.0
1.2600000000000007 8.805381440000001e-06 12.0
1.2800000000000007 -8.688944740000001e-05 12.0
1.3000000000000007 -4.0706732e-05 12.0
1.3200000000000007 -7.533569870000001e-05 12.0
1.3400000000000007 -0.000100423773 12.0
1.3600000000000008 -4.4234418200000004e-05 12.0
1.3800000000000008 -0.000115316142 12.0
1.4000000000000008 -2.3026798800000002e-05 12.0
1.4200000000000008 -0.000124801699 12.0
1.4400000000000008 4.58368639e-06 12.0
1.4600000000000009 -9.5286724e-05 12.0
1.4800000000000009 5.55414594e-05 12.0
1.5000000000000009 -6.74133916e-05 12.0
1.520000000000001 7.20132178e-05 12.0
1.540000000000001 -3.48180322e-05 12.0
1.560000000000001 0.00010239973800000001 12.0
1.580000000000001 -2.0391409700000002e-05 12.0
1.600000000000001 0.000104693887 12.0
1.620000000000001 -4.0257124900000005e-06 12.0
1.640000000000001 9.6379615e-05 12.0
1.660000000000001 5.5921896199999996e-05 12.0
1.680000000000001 9.36888896e-05 12.0
1.700000000000001 8.11460054e-05 12.0
1.720000000000001 7.971648549999999e-05 12.0
1.740000000000001 9.85953708e-05 12.0
1.7600000000000011 4.36649159e-05 12.0
1.7800000000000011 0.00010354104900000001 12.0
1.8000000000000012 3.9081229499999995e-06 12.0
1.8200000000000012 9.20426361e-05 12.0
1.8400000000000012 -6.91449552e-05 12.0
1.8600000000000012 9.888127479999999e-05 12.0
1.8800000000000012 -0.000118521034 12.0
1.9000000000000012 6.41485526e-05 12.0
1.9200000000000013 -0.000125493402 12.0
1.9400000000000013 4.6221912e-05 12.0
1.9600000000000013 -9.7407947e-05 12.0
1.9800000000000013 4.71510999e-06 12.0
2.0000000000000013 -7.679058100000001e-05 12.0
2.0200000000000014 -4.22215619e-05 12.0
2.0400000000000014 -5.95003073e-05 12.0
2.0600000000000014 -0.00010388459400000001 12.0
2.0800000000000014 -3.0036057599999997e-05 12.0
2.1000000000000014 -0.000116173854 12.0
2.1200000000000014 -6.40286574e-06 12.0
2.1400000000000015 -8.21835601e-05 12.0
2.1600000000000015 4.4716304699999996e-05 12.0
2.1800000000000015 -6.41969718e-05 12.0
2.2000000000000015 7.939369069999999e-05 12.0
2.2200000000000015 -5.11099477e-05 12.0
2.2400000000000015 0.000115334588 12.0
2.2600000000000016 1.2088665899999999e-05 12.0
2.2800000000000016 0.00013989927300000002 12.0
2.3000000000000016 3.50163205e-05 12.0
2.3200000000000016 0.000146073877 12.0
2.3400000000000016 8.258935930000001e-05 12.0
2.3600000000000017 0.000175547349 12.0
2.3800000000000017 0.000144969458 12.0
2.4000000000000017 0.000199358078 12.0
2.4200000000000017 0.00021532028199999998 12.0
2.4400000000000017 0.00020647339800000002 12.0
2.4600000000000017 0.000279256712 12.0
2.4800000000000018 0.00021364635999999998 12.0
2.5000000000000018 0.000351691869 12.0
2.520000000000002 0.000266402562 12.0
2.540000000000002 0.00045938083100000005 12.0
2.560000000000002 0.000351931659 12.0
2.580000000000002 0.000618749243 12.0
2.600000000000002 0.0004998777460000001 12.0
2.620000000000002 0.000814468963 12.0
