lambda_nm,intensity,lambda_ref,intensity_ref,delta_lambda,lambda_nm_corr,delta2,lambda_nm_corr2,intensity_corr,N,S
305.02072,6678.666656494,,,,308.97627249999994,-3.941426969242257,308.9621469692422,6421.415685676117,,
305.02664,11961.0,,,,308.9821925,-3.941312271263543,308.9679522712635,11703.749029182118,,
305.03253,24273.666656494,,,,308.9880825,-3.941198154524586,308.9737281545246,24016.415685676115,,
305.03845,44425.0,,,,308.99400249999997,-3.941083456545872,308.9795334565459,44167.749029182116,,
305.04437,49638.333312988,308.98490000000004,50000.0,-3.940530000000024,308.9999225,-3.9409687585671582,308.9853387585672,49381.08234217011,,
305.05029,27909.666656494,,,,309.00584249999997,-3.9408540605884443,308.99114406058845,27652.415685676115,,
305.05621,11133.0,,,,309.01176250000003,-3.9407393626097313,308.99694936260977,10875.749029182118,,
305.06213,4512.666656494,,,,309.0176825,-3.9406246646310175,309.002754664631,4255.415685676117,,
305.06805,3257.333312988,,,,309.02360250000004,-3.9405099666523036,309.00855996665234,3000.082342170118,,
305.07394,4070.666656494,,,,309.02949249999995,-3.9403958499133473,309.0143358499133,3813.415685676118,,
305.07986,6541.0,,,,309.0354125,-3.9402811519346335,309.02014115193464,6283.749029182118,,
305.08578,11432.333312988,,,,309.04133249999995,-3.9401664539559196,309.0259464539559,11175.082342170117,,
305.09171,19943.333312988,,,,309.0472625,-3.9400515622306207,309.0317615622306,19686.082342170117,,
305.09763,25738.0,,,,309.05318249999993,-3.939936864251907,309.0375668642519,25480.749029182116,,
305.10355,26975.666656494,,,,309.0591025,-3.939822166273194,309.0433721662732,26718.415685676115,,
305.10947,20930.333312988,,,,309.06502249999994,-3.93970746829448,309.0491774682945,20673.082342170117,,
305.11536,9846.333312988,,,,309.07091249999996,-3.939593351555523,309.0549533515555,9589.082342170117,,
305.12128,3823.666656494,,,,309.0768325,-3.939478653576809,309.06075865357684,3566.415685676118,,
305.1272,1625.0,,,,309.08275249999997,-3.939363955598095,309.0665639555981,1367.7490291821177,,
305.13312,1112.666656494,,,,309.08867250000003,-3.939249257619381,309.0723692576194,855.4156856761177,,
305.13904,1213.333312988,,,,309.0945925,-3.9391345596406673,309.0781745596407,956.0823421701176,,
305.14493,1734.333312988,,,,309.1004825,-3.939020442901711,309.0839504429017,1477.0823421701175,,
305.15085,2645.666656494,,,,309.10640249999994,-3.938905744922998,309.08975574492297,2388.415685676118,,
305.15677,3509.666656494,,,,309.1123225,-3.938791046944284,309.0955610469443,3252.415685676118,,
305.16269,5145.0,,,,309.11824249999995,-3.9386763489655703,309.10136634896554,4887.749029182118,,
305.16861,10858.333312988,,,,309.1241625,-3.9385616509868564,309.10717165098686,10601.082342170117,,
305.1745,24955.333312988,,,,309.13005250000003,-3.9384475342478993,309.11294753424795,24698.082342170117,,
305.18042,32738.0,,,,309.1359725,-3.9383328362691854,309.1187528362692,32480.749029182116,,
305.18634,21869.666656494,,,,309.1418924999999,-3.9382181382904733,309.12455813829047,21612.415685676115,,
305.19226,15287.0,,,,309.1478125,-3.9381034403117594,309.1303634403117,15029.749029182118,,
305.19818,11808.0,,,,309.15373249999993,-3.9379887423330455,309.13616874233304,11550.749029182118,,
305.20407,6130.0,,,,309.15962249999995,-3.9378746255940884,309.1419446255941,5872.749029182118,,
305.20999,2636.666656494,,,,309.1655425,-3.9377599276153745,309.1477499276154,2379.415685676118,,
305.21591,1178.0,,,,309.17146249999996,-3.9376452296366606,309.15355522963665,920.7490291821176,,
305.22183,782.0,,,,309.1773825,-3.9375305316579468,309.15936053165797,524.7490291821176,,
305.22772,621.333312988,,,,309.18327249999993,-3.9374164149189905,309.16513641491895,364.0823421701176,,
305.23364,583.0,,,,309.1891925,-3.9373017169402775,309.17094171694026,325.7490291821176,,
305.23956,533.0,,,,309.19511249999994,-3.9371870189615636,309.1767470189615,275.7490291821176,,
305.24548,532.0,,,,309.2010325,-3.9370723209828498,309.18255232098284,274.7490291821176,,
305.25137,502.333312988,,,,309.2069225,-3.9369582042438926,309.1883282042439,245.0823421701176,,
305.25729,487.333312988,,,,309.21284249999997,-3.9368435062651788,309.1941335062652,230.0823421701176,,
305.26321,500.666656494,,,,309.2187625,-3.936728808286465,309.1999388082865,243.41568567611762,,
305.26913,505.0,,,,309.2246825,-3.936614110307751,309.20574411030776,247.74902918211762,,
305.27502,519.0,,,,309.2305725,-3.9364999935687957,309.2115199935688,261.7490291821176,,
305.28094,594.0,,,,309.23649249999994,-3.9363852955900818,309.21732529559006,336.7490291821176,,
305.28687,644.333312988,,,,309.2424225,-3.936270403864781,309.2231404038648,387.0823421701176,,
305.29276,901.333312988,,,,309.2483125,-3.9361562871258258,309.2289162871258,644.0823421701176,,
305.29868,1376.0,,,,309.25423249999994,-3.936041589147112,309.2347215891471,1118.7490291821177,,
305.3046,1487.0,,,,309.2601525,-3.935926891168398,309.2405268911684,1229.7490291821177,,
305.31049,1180.666656494,,,,309.2660425,-3.935812774429441,309.24630277442947,923.4156856761177,,
305.31641,1112.0,,,,309.2719625,-3.935698076450727,309.2521080764507,854.7490291821176,,
305.32233,1332.666656494,,,,309.27788250000003,-3.935583378472013,309.25791337847204,1075.4156856761178,,
305.32825,1787.666656494,,,,309.2838025,-3.9354686804932992,309.2637186804933,1530.4156856761178,,
305.33414,3117.333312988,,,,309.2896925,-3.935354563754343,309.26949456375434,2860.082342170118,,
305.34006,5066.0,,,,309.29561249999995,-3.93523986577563,309.27529986577565,4808.749029182118,,
305.34598,4235.333312988,,,,309.3015325,-3.935125167796916,309.2811051677969,3978.082342170118,,
305.35187,2132.333312988,,,,309.30742250000003,-3.935011051057959,309.286881051058,1875.082342170118,,
305.35779,1001.0,,,,309.3133425,-3.934896353079245,309.29268635307926,743.7490291821176,,
305.36371,580.333312988,,,,309.31926250000004,-3.9347816551005312,309.2984916551006,323.0823421701176,,
305.3696,507.333312988,,,,309.32515249999994,-3.934667538361575,309.30426753836156,250.0823421701176,,
305.37552,476.333312988,,,,309.3310725,-3.934552840382861,309.3100728403829,219.0823421701176,,
305.38144,455.333312988,,,,309.33699249999995,-3.934438142404148,309.31587814240413,198.0823421701176,,
305.38733,498.666656494,,,,309.3428825,-3.934324025665191,309.3216540256652,241.41568567611762,,
305.39325,579.0,,,,309.34880250000003,-3.934209327686477,309.3274593276865,321.7490291821176,,
305.39914,762.0,,,,309.35469249999994,-3.934095210947521,309.3332352109475,504.7490291821176,,
305.40506,1172.666656494,,,,309.3606125,-3.933980512968807,309.3390405129688,915.4156856761177,,
305.41098,1683.0,,,,309.36653249999995,-3.933865814990093,309.3448458149901,1425.7490291821177,,
305.41687,2136.0,,,,309.37242249999997,-3.933751698251136,309.35062169825113,1878.7490291821177,,
305.42279,3485.666656494,,,,309.37834250000003,-3.933637000272422,309.35642700027245,3228.415685676118,,
305.42871,8147.666656494,,,,309.3842625,-3.9335223022937083,309.3622323022937,7890.415685676117,,
305.4346,15405.0,,,,309.3901525,-3.933408185554753,309.36800818555474,15147.749029182118,,
305.44052,13831.666656494,,,,309.39607249999995,-3.933293487576039,309.37381348757606,13574.415685676118,,
305.44641,6528.333312988,,,,309.40196249999997,-3.933179370837082,309.3795893708371,6271.082342170118,,
305.45233,2538.666656494,,,,309.4078825,-3.933064672858368,309.3853946728584,2281.415685676118,,
305.45825,1014.666656494,,,,309.4138025,-3.932949974879654,309.39119997487967,757.4156856761176,,
305.46414,638.0,,,,309.4196925,-3.932835858140698,309.3969758581407,380.7490291821176,,
305.47006,506.0,,,,309.42561249999994,-3.932721160161984,309.40278116016196,248.74902918211762,,
305.47595,486.666656494,,,,309.43150249999997,-3.932607043423027,309.40855704342306,229.41568567611762,,
305.48187,497.0,,,,309.4374225,-3.932492345444314,309.4143623454443,239.74902918211762,,
305.48776,465.333312988,,,,309.44331249999993,-3.9323782287053577,309.42013822870535,208.0823421701176,,
305.49368,510.666656494,,,,309.4492325,-3.932263530726644,309.4259435307266,253.41568567611762,,
305.4996,587.0,,,,309.45515249999994,-3.93214883274793,309.4317488327479,329.7490291821176,,
305.50549,708.0,,,,309.46104249999996,-3.932034716008973,309.43752471600897,450.7490291821176,,
305.51141,851.666656494,,,,309.4669625,-3.931920018030259,309.4433300180303,594.4156856761176,,
305.5173,1140.0,,,,309.47285249999993,-3.9318059012913027,309.44910590129126,882.7490291821176,,
305.52322,1986.0,,,,309.4787725,-3.9316912033125897,309.4549112033126,1728.7490291821177,,
305.52911,2419.666656494,,,,309.4846625,-3.9315770865736326,309.4606870865736,2162.415685676118,,
305.53503,1621.0,,,,309.49058249999996,-3.9314623885949187,309.46649238859493,1363.7490291821177,,
305.54092,894.666656494,,,,309.4964725,-3.9313482718559616,309.47226827185597,637.4156856761176,,
305.54684,539.666656494,,,,309.5023924999999,-3.9312335738772486,309.4780735738772,282.4156856761176,,
305.55276,475.666656494,,,,309.5083125,-3.9311188758985347,309.48387887589854,218.41568567611762,,
305.55865,431.666656494,,,,309.5142025,-3.9310047591595776,309.4896547591596,174.41568567611762,,
305.56458,440.666656494,,,,309.52013249999993,-3.9308898674342787,309.4954698674343,183.41568567611762,,
305.57047,477.666656494,,,,309.52602249999995,-3.9307757506953216,309.5012457506953,220.41568567611762,,
305.57639,455.0,,,,309.5319425,-3.9306610527166077,309.50705105271663,197.74902918211762,,
305.58228,486.666656494,,,,309.53783250000004,-3.9305469359776506,309.51282693597767,229.41568567611762,,
305.5882,540.333312988,,,,309.5437525,-3.9304322379989385,309.51863223799893,283.0823421701176,,
305.59409,781.333312988,,,,309.5496425,-3.9303181212599814,309.52440812125997,524.0823421701176,,
305.60001,1070.333312988,,,,309.55556249999995,-3.9302034232812675,309.5302134232813,813.0823421701176,,
305.6059,963.333312988,,,,309.5614525,-3.9300893065423104,309.5359893065423,706.0823421701176,,
305.61182,674.333312988,,,,309.56737250000003,-3.9299746085635965,309.54179460856363,417.0823421701176,,
305.61771,550.0,,,,309.57326249999994,-3.9298604918246403,309.5475704918246,292.7490291821176,,
305.62363,502.666656494,,,,309.5791825,-3.9297457938459264,309.55337579384593,245.41568567611762,,
305.62952,525.0,,,,309.5850725,-3.9296316771069693,309.55915167710697,267.7490291821176,,
305.63544,583.0,,,,309.59099249999997,-3.9295169791282554,309.5649569791283,325.7490291821176,,
305.64133,754.333312988,,,,309.5968825,-3.9294028623893,309.57073286238926,497.0823421701176,,
305.64722,1256.0,,,,309.6027725,-3.929288745650343,309.57650874565036,998.7490291821176,,
305.65314,2011.666656494,,,,309.60869249999996,-3.929174047671629,309.5823140476716,1754.4156856761178,,
305.65903,2811.333312988,,,,309.6145825,-3.929059930932673,309.58808993093265,2554.082342170118,,
305.66495,4215.0,,,,309.62050249999993,-3.928945232953959,309.5938952329539,3957.7490291821177,,
305.67084,9191.666656494,,,,309.62639249999995,-3.928831116215002,309.599671116215,8934.415685676118,,
305.67676,20753.666656494,,,,309.6323125,-3.928716418236288,309.60547641823626,20496.415685676115,,
305.68265,25952.0,,,,309.63820250000003,-3.928602301497331,309.61125230149736,25694.749029182116,,
305.68857,17497.666656494,,,,309.6441225,-3.928487603518617,309.6170576035186,17240.415685676115,,
305.69446,15352.0,,,,309.6500125,-3.9283734867796607,309.62283348677965,15094.749029182118,,
305.70035,23683.666656494,,,,309.6559025,-3.9282593700407036,309.6286093700407,23426.415685676115,,
305.70627,25344.666656494,,,,309.66182249999997,-3.9281446720619906,309.634414672062,25087.415685676115,,
305.71216,14222.0,,,,309.6677125,-3.9280305553230344,309.64019055532304,13964.749029182118,,
305.71808,5742.333312988,,,,309.67363249999994,-3.9279158573443205,309.6459958573443,5485.082342170118,,
305.72397,2111.333312988,,,,309.67952249999996,-3.9278017406053634,309.6517717406054,1854.082342170118,,
305.72989,1049.666656494,,,,309.6854425,-3.9276870426266495,309.65757704262666,792.4156856761177,,
305.73578,844.666656494,,,,309.69133249999993,-3.9275729258876932,309.6633529258877,587.4156856761176,,
305.74167,810.333312988,,,,309.69722249999995,-3.927458809148736,309.66912880914873,553.0823421701176,,
305.74759,1145.666656494,,,,309.7031425,-3.9273441111700222,309.67493411117005,888.4156856761177,,
305.75348,1374.333312988,,,,309.70903250000003,-3.927229994431065,309.6807099944311,1117.0823421701175,,
305.7594,1041.333312988,,,,309.7149525,-3.927115296452352,309.6865152964524,784.0823421701176,,
305.76529,682.0,,,,309.7208425,-3.927001179713396,309.6922911797134,424.7490291821176,,
305.77118,530.333312988,,,,309.7267325,-3.926887062974439,309.6980670629745,273.0823421701176,,
305.7771,441.333312988,,,,309.7326525,-3.926772364995725,309.70387236499573,184.0823421701176,,
305.78299,408.0,,,,309.7385425,-3.9266582482567687,309.70964824825677,150.74902918211762,,
305.78888,411.333312988,,,,309.7444325,-3.9265441315178116,309.7154241315178,154.0823421701176,,
305.7948,391.666656494,,,,309.75035249999996,-3.9264294335390977,309.7212294335391,134.41568567611762,,
305.80069,406.333312988,,,,309.7562425,-3.9263153168001415,309.7270053168001,149.0823421701176,,
305.80661,401.0,,,,309.76216249999993,-3.9262006188214285,309.7328106188214,143.74902918211762,,
305.8125,362.333312988,,,,309.76805249999995,-3.9260865020824713,309.73858650208246,105.08234217011761,,
305.81839,390.0,,,,309.7739425,-3.9259723853435142,309.74436238534355,132.74902918211762,,
305.82431,368.666656494,,,,309.77986250000004,-3.9258576873648003,309.7501676873648,111.41568567611762,,
305.8302,352.666656494,,,,309.78575249999994,-3.925743570625844,309.75594357062585,95.41568567611762,,
305.83609,346.0,,,,309.79164249999997,-3.925629453886887,309.7617194538869,88.74902918211762,,
305.84201,384.333312988,,,,309.7975625,-3.925514755908173,309.7675247559082,127.08234217011761,,
305.8479,366.0,,,,309.80345249999993,-3.925400639169217,309.7733006391692,108.74902918211762,,
305.85379,376.0,,,,309.80934249999996,-3.9252865224302598,309.7790765224303,118.74902918211762,,
305.85971,375.0,,,,309.8152625,-3.925171824451546,309.78488182445153,117.74902918211762,,
305.8656,365.666656494,,,,309.8211524999999,-3.9250577077125905,309.79065770771257,108.41568567611762,,
305.87149,358.333312988,,,,309.82704249999995,-3.9249435909736334,309.7964335909736,101.08234217011761,,
305.87738,371.666656494,,,,309.83293249999997,-3.9248294742346763,309.8022094742347,114.41568567611762,,
305.8833,360.0,,,,309.83885250000003,-3.9247147762559624,309.80801477625596,102.74902918211762,,
305.88919,360.333312988,,,,309.84474249999994,-3.924600659517006,309.813790659517,103.08234217011761,,
305.89508,390.333312988,,,,309.85063249999996,-3.924486542778049,309.81956654277803,133.0823421701176,,
305.901,374.333312988,,,,309.8565525,-3.924371844799335,309.82537184479935,117.08234217011761,,
305.90689,413.333312988,,,,309.86244249999993,-3.924257728060379,309.83114772806033,156.0823421701176,,
305.91278,445.333312988,,,,309.86833249999995,-3.924143611321422,309.8369236113214,188.0823421701176,,
305.9187,455.666656494,,,,309.8742525,-3.924028913342708,309.8427289133427,198.41568567611762,,
305.92459,794.0,,,,309.88014250000003,-3.923914796603751,309.8485047966038,536.7490291821176,,
305.93048,1129.666656494,,,,309.88603249999994,-3.9238006798647955,309.85428067986476,872.4156856761177,,
305.93637,959.333312988,,,,309.89192249999996,-3.9236865631258384,309.86005656312585,702.0823421701176,,
305.94229,714.0,,,,309.8978425,-3.9235718651471245,309.86586186514717,456.7490291821176,,
305.94818,493.0,,,,309.90373249999993,-3.9234577484081683,309.87163774840815,235.74902918211762,,
305.95407,427.333312988,,,,309.90962249999995,-3.923343631669211,309.8774136316692,170.0823421701176,,
305.95996,393.0,,,,309.9155125,-3.923229514930254,309.8831895149303,135.74902918211762,,
305.96588,410.333312988,,,,309.92143250000004,-3.92311481695154,309.8889948169516,153.0823421701176,,
305.97177,352.0,,,,309.92732249999995,-3.923000700212584,309.8947707002126,94.74902918211762,,
305.97766,463.333312988,,,,309.93321249999997,-3.922886583473627,309.90054658347367,206.0823421701176,,
305.98355,516.0,,,,309.9391025,-3.9227724667346715,309.90632246673465,258.7490291821176,,
305.98947,719.666656494,,,,309.94502249999994,-3.9226577687559576,309.91212776875597,462.4156856761176,,
305.99536,1170.333312988,,,,309.95091249999996,-3.9225436520170005,309.917903652017,913.0823421701176,,
306.00125,2037.666656494,,,,309.9568025,-3.9224295352780434,309.9236795352781,1780.4156856761178,,
306.00714,3146.0,,,,309.9626925,-3.922315418539087,309.9294554185391,2888.7490291821177,,
306.01303,4590.666656494,,,,309.9685825,-3.92220130180013,309.9352313018002,4333.415685676117,,
306.01895,8199.0,,,,309.97450249999997,-3.922086603821416,309.94103660382143,7941.749029182118,,
306.02484,17663.666656494,,,,309.9803925,-3.92197248708246,309.94681248708247,17406.415685676115,,
306.03073,28760.0,,,,309.9862825,-3.921858370343503,309.9525883703435,28502.749029182116,,
306.03662,25288.666656494,,,,309.99217250000004,-3.9217442536045457,309.9583642536046,25031.415685676115,,
306.04251,12552.333312988,,,,309.99806249999995,-3.9216301368655895,309.9641401368656,12295.082342170117,,
306.04843,4638.0,,,,310.0039825,-3.9215154388868765,309.9699454388869,4380.749029182118,,
306.05432,1620.666656494,,,,310.00987250000003,-3.9214013221479194,309.97572132214793,1363.4156856761178,,
306.06021,812.666656494,,,,310.01576249999994,-3.921287205408963,309.98149720540897,555.4156856761176,,
306.0661,588.666656494,,,,310.02165249999996,-3.921173088670006,309.98727308867,331.4156856761176,,
306.07199,517.666656494,,,,310.0275425,-3.921058971931049,309.9930489719311,260.4156856761176,,
306.07791,453.0,,,,310.0334624999999,-3.920944273952336,309.9988542739523,195.74902918211762,,
306.0838,424.0,,,,310.03935249999995,-3.920830157213379,310.0046301572134,166.74902918211762,,
306.08969,423.333312988,,,,310.0452425,-3.9207160404744217,310.01040604047444,166.0823421701176,,
306.09558,410.333312988,,,,310.0511325,-3.9206019237354655,310.0161819237355,153.0823421701176,,
306.10147,409.333312988,,,,310.0570225,-3.9204878069965083,310.0219578069965,152.0823421701176,,
306.10736,403.0,,,,310.06291250000004,-3.9203736902575512,310.0277336902576,145.74902918211762,,
306.11325,387.0,,,,310.06880249999995,-3.920259573518595,310.0335095735186,129.74902918211762,,
306.11917,392.666656494,,,,310.0747225,-3.920144875539882,310.0393148755399,135.41568567611762,,
306.12506,387.666656494,,,,310.08061250000003,-3.920030758800925,310.04509075880094,130.41568567611762,,
306.13095,402.666656494,,,,310.08650249999994,-3.9199166420619687,310.050866642062,145.41568567611762,,
306.13684,367.666656494,,,,310.09239249999996,-3.9198025253230115,310.056642525323,110.41568567611762,,
306.14273,390.666656494,,,,310.0982825,-3.9196884085840553,310.06241840858405,133.41568567611762,,
306.14862,445.0,,,,310.1041725,-3.919574291845098,310.0681942918451,187.74902918211762,,
306.15451,450.666656494,,,,310.1100625,-3.919460175106141,310.0739701751062,193.41568567611762,,
306.1604,549.0,,,,310.11595249999993,-3.919346058367185,310.07974605836716,291.7490291821176,,
306.16632,825.666656494,,,,310.1218725,-3.919231360388471,310.0855513603885,568.4156856761176,,
306.17221,1241.666656494,,,,310.1277625,-3.919117243649514,310.0913272436495,984.4156856761177,,
306.1781,1680.666656494,,,,310.1336524999999,-3.9190031269105585,310.09710312691055,1423.4156856761178,,
306.18399,2318.0,,,,310.13954249999995,-3.9188890101716014,310.1028790101716,2060.7490291821177,,
306.18988,4621.333312988,,,,310.14543249999997,-3.9187748934326443,310.1086548934327,4364.082342170118,,
306.19577,11042.0,,,,310.1513225,-3.918660776693688,310.11443077669367,10784.749029182118,,
306.20166,15009.666656494,,,,310.1572125,-3.918546659954731,310.12020665995476,14752.415685676118,,
306.20755,9635.333312988,,,,310.16310250000004,-3.918432543215774,310.1259825432158,9378.082342170117,,
306.21344,4031.0,,,,310.16899249999994,-3.9183184264768176,310.13175842647684,3773.7490291821177,,
306.21933,1476.0,,,,310.17488249999997,-3.9182043097378605,310.1375343097379,1218.7490291821177,,
306.22522,705.666656494,,,,310.1807725,-3.9180901929989043,310.1433101929989,448.4156856761176,,
306.23111,498.333312988,,,,310.1866625,-3.917976076259947,310.14908607625995,241.0823421701176,,
306.23703,441.666656494,,,,310.19258249999996,-3.9178613782812333,310.15489137828126,184.41568567611762,,
306.24292,426.0,,,,310.1984725,-3.917747261542276,310.1606672615423,168.74902918211762,,
306.24881,390.333312988,,,,310.2043625,-3.91763314480332,310.16644314480334,133.0823421701176,,
306.2547,409.666656494,,,,310.2102525,-3.917519028064363,310.1722190280644,152.41568567611762,,
306.26059,356.333312988,,,,310.21614249999993,-3.9174049113254075,310.1779949113254,99.08234217011761,,
306.26648,439.0,,,,310.22203249999995,-3.9172907945864504,310.18377079458645,181.74902918211762,,
306.27237,448.666656494,,,,310.2279225,-3.9171766778474932,310.1895466778475,191.41568567611762,,
306.27826,514.666656494,,,,310.2338125,-3.917062561108537,310.1953225611085,257.4156856761176,,
306.28415,739.666656494,,,,310.2397025,-3.91694844436958,310.20109844436956,482.4156856761176,,
306.29004,1208.333312988,,,,310.24559249999993,-3.9168343276306237,310.2068743276306,951.0823421701176,,
306.29593,1357.666656494,,,,310.25148249999995,-3.9167202108916666,310.21265021089164,1100.4156856761178,,
306.30182,973.0,,,,310.2573725,-3.9166060941527094,310.21842609415273,715.7490291821176,,
306.30771,905.333312988,,,,310.2632625,-3.916491977413753,310.2242019774137,648.0823421701176,,
306.3136,1084.0,,,,310.2691525,-3.916377860674796,310.2299778606748,826.7490291821176,,
306.31949,1045.0,,,,310.2750424999999,-3.91626374393584,310.2357537439358,787.7490291821176,,
306.32538,682.666656494,,,,310.28093249999995,-3.9161496271968828,310.2415296271969,425.4156856761176,,
306.33127,469.0,,,,310.28682249999997,-3.9160355104579256,310.2473055104579,211.74902918211762,,
306.33716,367.0,,,,310.2927125,-3.9159213937189703,310.25308139371896,109.74902918211762,,
306.34305,389.0,,,,310.2986025,-3.915807276980013,310.25885727698,131.74902918211762,,
306.34894,339.666656494,,,,310.30449250000004,-3.915693160241056,310.2646331602411,82.41568567611762,,
306.35483,393.333312988,,,,310.31038249999995,-3.9155790435021,310.27040904350207,136.0823421701176,,
306.36072,420.333312988,,,,310.31627249999997,-3.9154649267631427,310.27618492676316,163.0823421701176,,
306.36661,466.333312988,,,,310.3221625,-3.9153508100241865,310.28196081002415,209.0823421701176,,
306.3725,644.0,,,,310.3280525,-3.9152366932852294,310.28773669328524,386.7490291821176,,
306.37839,979.333312988,,,,310.33394250000003,-3.9151225765462723,310.2935125765463,722.0823421701176,,
306.38428,1617.666656494,,,,310.33983249999994,-3.915008459807316,310.2992884598073,1360.4156856761178,,
306.39017,2317.666656494,,,,310.34572249999997,-3.914894343068359,310.30506434306835,2060.415685676118,,
306.39606,3601.333312988,,,,310.3516125,-3.9147802263294027,310.3108402263294,3344.082342170118,,
306.40195,7463.333312988,,,,310.3575025,-3.9146661095904456,310.3166161095904,7206.082342170118,,
306.40781,14250.666656494,,,,310.3633625,-3.914552574091246,310.32236257409124,13993.415685676118,,
306.4137,19287.0,,,,310.3692525,-3.914438457352289,310.3281384573523,19029.749029182116,,
306.41959,15811.666656494,,,,310.37514250000004,-3.914324340613332,310.3339143406134,15554.415685676118,,
306.42548,7465.0,,,,310.38103249999995,-3.9142102238743766,310.33969022387436,7207.749029182118,,
306.43137,2791.0,,,,310.38692249999997,-3.9140961071354194,310.34546610713545,2533.7490291821177,,
306.43726,1055.666656494,,,,310.3928125,-3.913981990396463,310.35124199039643,798.4156856761177,,
306.44315,625.333312988,,,,310.3987025,-3.913867873657506,310.3570178736575,368.0823421701176,,
306.44904,495.0,,,,310.40459250000004,-3.913753756918549,310.36279375691856,237.74902918211762,,
306.45493,416.666656494,,,,310.41048249999994,-3.9136396401795928,310.3685696401796,159.41568567611762,,
306.46082,387.666656494,,,,310.41637249999997,-3.9135255234406356,310.37434552344064,130.41568567611762,,
306.46671,389.666656494,,,,310.4222625,-3.9134114067016794,310.3801214067017,132.41568567611762,,
306.4726,376.0,,,,310.4281525,-3.9132972899627223,310.3858972899627,118.74902918211762,,
306.47845,373.333312988,,,,310.4340025,-3.913183948210108,310.39163394821014,116.08234217011761,,
306.48434,344.333312988,,,,310.4398924999999,-3.9130698314711525,310.3974098314711,87.08234217011761,,
306.49023,361.333312988,,,,310.44578249999995,-3.9129557147321954,310.4031857147322,104.08234217011761,,
306.49612,363.333312988,,,,310.4516725,-3.9128415979932383,310.40896159799325,106.08234217011761,,
306.50201,379.333312988,,,,310.4575625,-3.912727481254282,310.4147374812543,122.08234217011761,,
306.5079,370.666656494,,,,310.4634525,-3.912613364515325,310.42051336451533,113.41568567611762,,
306.51379,340.666656494,,,,310.4693424999999,-3.9124992477763687,310.42628924777637,83.41568567611762,,
306.51968,357.0,,,,310.47523249999995,-3.9123851310374116,310.4320651310374,99.74902918211762,,
306.52554,363.333312988,,,,310.48109249999993,-3.912271595538212,310.43781159553816,106.08234217011761,,
306.53143,346.333312988,,,,310.48698249999995,-3.912157478799255,310.44358747879926,89.08234217011761,,
306.53732,349.0,,,,310.4928725,-3.912043362060298,310.4493633620603,91.74902918211762,,
306.54321,330.333312988,,,,310.4987625,-3.9119292453213417,310.45513924532133,73.08234217011761,,
306.5491,330.666656494,,,,310.5046525,-3.9118151285823846,310.46091512858237,73.41568567611762,,
306.55499,327.0,,,,310.51054249999993,-3.911701011843429,310.4666910118434,69.74902918211762,,
306.56085,319.333312988,,,,310.5164025,-3.911587476344228,310.4724374763442,62.08234217011761,,
306.56674,333.333312988,,,,310.52229249999993,-3.9114733596052726,310.47821335960526,76.08234217011761,,
306.57263,330.333312988,,,,310.52818249999996,-3.9113592428663155,310.4839892428663,73.08234217011761,,
306.57852,338.0,,,,310.5340725,-3.9112451261273584,310.4897651261274,80.74902918211762,,
306.58441,319.333312988,,,,310.5399625,-3.911131009388402,310.4955410093884,62.08234217011761,,
306.5903,319.0,,,,310.5458525,-3.911016892649445,310.50131689264947,61.749029182117624,,
306.59616,323.333312988,,,,310.5517125,-3.9109033571502456,310.50706335715023,66.08234217011761,,
306.60205,331.666656494,,,,310.55760250000003,-3.9107892404112885,310.5128392404113,74.41568567611762,,
306.60794,301.0,,,,310.56349249999994,-3.9106751236723323,310.5186151236723,43.749029182117624,,
306.61383,343.0,,,,310.56938249999996,-3.910561006933375,310.5243910069334,85.74902918211762,,
306.61972,401.333312988,,,,310.5752725,-3.910446890194419,310.5301668901944,144.0823421701176,,
306.62558,396.333312988,,,,310.58113249999997,-3.9103333546952186,310.53591335469525,139.0823421701176,,
306.63147,435.333312988,,,,310.5870225,-3.9102192379562624,310.54168923795623,178.0823421701176,,
306.63736,495.666656494,,,,310.5929125,-3.9101051212173052,310.54746512121733,238.41568567611762,,
306.64325,690.0,,,,310.59880250000003,-3.909991004478348,310.55324100447837,432.7490291821176,,
306.64911,1097.333312988,,,,310.6046625,-3.9098774689791487,310.5589874689792,840.0823421701176,,
306.655,1224.666656494,,,,310.6105524999999,-3.9097633522401933,310.56476335224016,967.4156856761177,,
306.66089,1018.666656494,,,,310.61644249999995,-3.909649235501236,310.57053923550126,761.4156856761176,,
306.66678,906.333312988,,,,310.62233249999997,-3.909535118762279,310.5763151187623,649.0823421701176,,
306.67267,968.0,,,,310.6282225,-3.909421002023323,310.58209100202333,710.7490291821176,,
306.67853,1527.333312988,,,,310.6340825,-3.9093074665241225,310.58783746652415,1270.0823421701175,,
306.68442,3155.333312988,,,,310.6399725,-3.9091933497851663,310.59361334978513,2898.082342170118,,
306.69031,4972.666656494,,,,310.6458625,-3.909079233046209,310.5993892330462,4715.415685676117,,
306.69617,4272.333312988,,,,310.6517225,-3.9089656975470097,310.605135697547,4015.082342170118,,
306.70206,2231.0,,,,310.6576125,-3.9088515808080526,310.6109115808081,1973.7490291821177,,
306.70795,1257.666656494,,,,310.66350249999994,-3.9087374640690964,310.61668746406906,1000.4156856761177,,
