0.000000000000000000e+00,2.010000000000000000e+02,2.220000000000000000e+02,2.330000000000000000e+02,3.870000000000000000e+02,4.770000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.020000000000000000e+02,2.290000000000000000e+02,2.360000000000000000e+02,3.930000000000000000e+02,4.780000000000000000e+02,nan,5.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.040000000000000000e+02,2.400000000000000000e+02,2.400000000000000000e+02,3.940000000000000000e+02,4.790000000000000000e+02,nan,5.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.050000000000000000e+02,2.480000000000000000e+02,2.400000000000000000e+02,3.990000000000000000e+02,4.810000000000000000e+02,nan,5.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,nan,2.560000000000000000e+02,2.450000000000000000e+02,4.010000000000000000e+02,4.800000000000000000e+02,nan,5.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,nan,2.630000000000000000e+02,2.490000000000000000e+02,4.030000000000000000e+02,4.840000000000000000e+02,nan,5.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,nan,2.670000000000000000e+02,2.560000000000000000e+02,4.080000000000000000e+02,4.800000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,nan,2.770000000000000000e+02,2.590000000000000000e+02,4.090000000000000000e+02,4.830000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,nan,2.840000000000000000e+02,2.610000000000000000e+02,4.110000000000000000e+02,4.850000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,nan,2.950000000000000000e+02,2.680000000000000000e+02,4.110000000000000000e+02,4.820000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,nan,3.030000000000000000e+02,2.740000000000000000e+02,4.140000000000000000e+02,4.890000000000000000e+02,nan,nan,3.650000000000000000e+02,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,nan,3.110000000000000000e+02,2.790000000000000000e+02,4.170000000000000000e+02,4.850000000000000000e+02,nan,nan,3.660000000000000000e+02,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,nan,3.170000000000000000e+02,2.820000000000000000e+02,4.200000000000000000e+02,4.900000000000000000e+02,nan,nan,3.670000000000000000e+02,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,nan,3.220000000000000000e+02,2.880000000000000000e+02,4.250000000000000000e+02,4.880000000000000000e+02,nan,nan,3.670000000000000000e+02,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,nan,3.280000000000000000e+02,2.890000000000000000e+02,4.260000000000000000e+02,4.910000000000000000e+02,nan,nan,3.690000000000000000e+02,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,nan,3.260000000000000000e+02,2.930000000000000000e+02,4.280000000000000000e+02,5.000000000000000000e+02,nan,nan,3.720000000000000000e+02,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,nan,3.260000000000000000e+02,2.910000000000000000e+02,4.360000000000000000e+02,5.050000000000000000e+02,nan,nan,3.740000000000000000e+02,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,nan,3.280000000000000000e+02,2.930000000000000000e+02,4.380000000000000000e+02,5.100000000000000000e+02,nan,nan,3.770000000000000000e+02,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,nan,3.240000000000000000e+02,2.900000000000000000e+02,4.370000000000000000e+02,5.100000000000000000e+02,nan,nan,3.770000000000000000e+02,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,nan,3.210000000000000000e+02,2.890000000000000000e+02,4.430000000000000000e+02,5.170000000000000000e+02,nan,nan,3.780000000000000000e+02,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,nan,3.280000000000000000e+02,2.870000000000000000e+02,4.460000000000000000e+02,5.230000000000000000e+02,nan,nan,3.800000000000000000e+02,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,nan,3.230000000000000000e+02,2.840000000000000000e+02,4.510000000000000000e+02,5.300000000000000000e+02,nan,nan,3.800000000000000000e+02,4.730000000000000000e+02,nan,nan,nan,nan,nan
2.200000000000000000e+01,nan,3.200000000000000000e+02,2.850000000000000000e+02,4.520000000000000000e+02,5.320000000000000000e+02,nan,nan,3.840000000000000000e+02,4.740000000000000000e+02,nan,nan,nan,nan,nan
2.300000000000000000e+01,nan,3.190000000000000000e+02,2.820000000000000000e+02,4.560000000000000000e+02,5.400000000000000000e+02,nan,nan,3.830000000000000000e+02,4.690000000000000000e+02,nan,nan,nan,nan,nan
2.400000000000000000e+01,nan,3.160000000000000000e+02,2.830000000000000000e+02,4.540000000000000000e+02,5.460000000000000000e+02,nan,nan,3.870000000000000000e+02,4.790000000000000000e+02,2.890000000000000000e+02,nan,nan,nan,nan
2.500000000000000000e+01,nan,3.170000000000000000e+02,2.870000000000000000e+02,4.580000000000000000e+02,nan,nan,nan,3.850000000000000000e+02,4.710000000000000000e+02,2.870000000000000000e+02,nan,nan,nan,nan
2.600000000000000000e+01,nan,3.170000000000000000e+02,2.860000000000000000e+02,4.560000000000000000e+02,nan,nan,nan,3.870000000000000000e+02,4.670000000000000000e+02,2.840000000000000000e+02,nan,nan,nan,nan
2.700000000000000000e+01,nan,3.150000000000000000e+02,2.840000000000000000e+02,4.580000000000000000e+02,nan,nan,nan,3.870000000000000000e+02,4.660000000000000000e+02,2.830000000000000000e+02,nan,nan,nan,nan
2.800000000000000000e+01,nan,3.150000000000000000e+02,2.840000000000000000e+02,4.610000000000000000e+02,nan,nan,nan,3.900000000000000000e+02,4.640000000000000000e+02,2.840000000000000000e+02,nan,nan,nan,nan
2.900000000000000000e+01,nan,3.150000000000000000e+02,2.890000000000000000e+02,4.600000000000000000e+02,nan,nan,nan,3.890000000000000000e+02,4.630000000000000000e+02,2.780000000000000000e+02,nan,nan,nan,nan
3.000000000000000000e+01,nan,3.140000000000000000e+02,2.870000000000000000e+02,4.580000000000000000e+02,nan,nan,nan,3.910000000000000000e+02,4.590000000000000000e+02,2.800000000000000000e+02,nan,nan,nan,nan
3.100000000000000000e+01,nan,3.140000000000000000e+02,2.830000000000000000e+02,4.570000000000000000e+02,nan,nan,nan,3.920000000000000000e+02,4.560000000000000000e+02,2.770000000000000000e+02,nan,nan,nan,nan
3.200000000000000000e+01,nan,3.130000000000000000e+02,2.810000000000000000e+02,4.600000000000000000e+02,nan,nan,nan,3.970000000000000000e+02,4.570000000000000000e+02,2.760000000000000000e+02,nan,nan,nan,nan
3.300000000000000000e+01,nan,3.150000000000000000e+02,2.800000000000000000e+02,4.600000000000000000e+02,nan,nan,nan,4.000000000000000000e+02,4.520000000000000000e+02,2.700000000000000000e+02,nan,nan,nan,nan
3.400000000000000000e+01,nan,3.100000000000000000e+02,2.810000000000000000e+02,4.610000000000000000e+02,nan,nan,nan,4.030000000000000000e+02,4.510000000000000000e+02,2.710000000000000000e+02,nan,nan,nan,nan
3.500000000000000000e+01,nan,3.070000000000000000e+02,2.810000000000000000e+02,4.610000000000000000e+02,nan,nan,nan,4.080000000000000000e+02,4.530000000000000000e+02,2.660000000000000000e+02,nan,nan,nan,nan
3.600000000000000000e+01,nan,3.080000000000000000e+02,2.820000000000000000e+02,4.590000000000000000e+02,nan,nan,nan,4.100000000000000000e+02,4.520000000000000000e+02,2.640000000000000000e+02,nan,nan,nan,nan
3.700000000000000000e+01,nan,3.070000000000000000e+02,2.810000000000000000e+02,4.630000000000000000e+02,nan,nan,nan,4.090000000000000000e+02,4.460000000000000000e+02,2.660000000000000000e+02,nan,nan,nan,nan
3.800000000000000000e+01,nan,3.080000000000000000e+02,2.800000000000000000e+02,4.620000000000000000e+02,nan,nan,nan,4.140000000000000000e+02,4.420000000000000000e+02,2.600000000000000000e+02,nan,nan,nan,nan
3.900000000000000000e+01,nan,3.070000000000000000e+02,2.820000000000000000e+02,4.660000000000000000e+02,nan,nan,nan,4.140000000000000000e+02,4.440000000000000000e+02,2.590000000000000000e+02,nan,nan,nan,nan
4.000000000000000000e+01,nan,3.080000000000000000e+02,2.800000000000000000e+02,4.650000000000000000e+02,nan,nan,nan,4.140000000000000000e+02,4.420000000000000000e+02,2.590000000000000000e+02,nan,nan,nan,nan
4.100000000000000000e+01,nan,3.080000000000000000e+02,2.810000000000000000e+02,4.660000000000000000e+02,nan,nan,nan,4.180000000000000000e+02,4.400000000000000000e+02,2.540000000000000000e+02,nan,nan,nan,nan
4.200000000000000000e+01,nan,3.070000000000000000e+02,2.790000000000000000e+02,4.700000000000000000e+02,nan,nan,nan,4.190000000000000000e+02,4.330000000000000000e+02,2.490000000000000000e+02,nan,nan,nan,nan
