0.000000000000000000e+00,3.310000000000000000e+02,8.100000000000000000e+01,4.340000000000000000e+02,3.520000000000000000e+02,5.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,3.210000000000000000e+02,7.900000000000000000e+01,4.340000000000000000e+02,3.500000000000000000e+02,5.070000000000000000e+02,2.520000000000000000e+02,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,3.240000000000000000e+02,nan,4.330000000000000000e+02,3.510000000000000000e+02,5.080000000000000000e+02,2.460000000000000000e+02,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.190000000000000000e+02,nan,4.370000000000000000e+02,3.540000000000000000e+02,5.110000000000000000e+02,2.460000000000000000e+02,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,3.180000000000000000e+02,nan,4.380000000000000000e+02,3.510000000000000000e+02,5.110000000000000000e+02,2.410000000000000000e+02,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,3.170000000000000000e+02,nan,4.370000000000000000e+02,3.540000000000000000e+02,nan,2.370000000000000000e+02,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,3.090000000000000000e+02,nan,4.370000000000000000e+02,3.560000000000000000e+02,nan,2.310000000000000000e+02,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,3.110000000000000000e+02,nan,4.350000000000000000e+02,3.600000000000000000e+02,nan,2.310000000000000000e+02,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,3.020000000000000000e+02,nan,4.340000000000000000e+02,3.550000000000000000e+02,nan,2.270000000000000000e+02,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,3.030000000000000000e+02,nan,4.400000000000000000e+02,3.560000000000000000e+02,nan,2.250000000000000000e+02,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,2.990000000000000000e+02,nan,4.430000000000000000e+02,3.570000000000000000e+02,nan,2.230000000000000000e+02,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,2.970000000000000000e+02,nan,4.390000000000000000e+02,3.570000000000000000e+02,nan,2.200000000000000000e+02,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,2.970000000000000000e+02,nan,4.400000000000000000e+02,3.600000000000000000e+02,nan,2.170000000000000000e+02,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,2.890000000000000000e+02,nan,4.410000000000000000e+02,3.620000000000000000e+02,nan,2.110000000000000000e+02,nan,nan,nan,nan,nan,nan
