0.000000000000000000e+00,4.110000000000000000e+02,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.090000000000000000e+02,nan,5.030000000000000000e+02,nan,nan,nan,nan
2.000000000000000000e+00,4.030000000000000000e+02,nan,5.060000000000000000e+02,nan,nan,nan,nan
3.000000000000000000e+00,4.060000000000000000e+02,nan,5.070000000000000000e+02,nan,nan,nan,nan
4.000000000000000000e+00,3.980000000000000000e+02,nan,5.050000000000000000e+02,nan,nan,nan,nan
5.000000000000000000e+00,3.960000000000000000e+02,nan,5.020000000000000000e+02,nan,nan,nan,nan
6.000000000000000000e+00,3.950000000000000000e+02,nan,5.060000000000000000e+02,nan,nan,nan,nan
7.000000000000000000e+00,3.900000000000000000e+02,nan,5.070000000000000000e+02,nan,nan,nan,nan
8.000000000000000000e+00,3.900000000000000000e+02,nan,5.080000000000000000e+02,nan,nan,nan,nan
9.000000000000000000e+00,3.870000000000000000e+02,nan,5.090000000000000000e+02,nan,nan,nan,nan
1.000000000000000000e+01,3.840000000000000000e+02,nan,5.100000000000000000e+02,nan,nan,nan,nan
1.100000000000000000e+01,3.870000000000000000e+02,nan,5.100000000000000000e+02,nan,nan,nan,nan
1.200000000000000000e+01,3.770000000000000000e+02,nan,5.110000000000000000e+02,nan,nan,nan,nan
1.300000000000000000e+01,3.770000000000000000e+02,nan,5.100000000000000000e+02,nan,nan,nan,nan
1.400000000000000000e+01,3.780000000000000000e+02,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,3.720000000000000000e+02,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,3.680000000000000000e+02,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,3.700000000000000000e+02,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,3.580000000000000000e+02,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,3.660000000000000000e+02,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,3.620000000000000000e+02,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,3.550000000000000000e+02,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,3.550000000000000000e+02,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,3.520000000000000000e+02,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,3.290000000000000000e+02,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,3.270000000000000000e+02,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,3.290000000000000000e+02,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,3.270000000000000000e+02,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,3.250000000000000000e+02,nan,nan,nan,nan,nan,nan
2.900000000000000000e+01,3.240000000000000000e+02,nan,nan,nan,nan,nan,nan
3.000000000000000000e+01,3.260000000000000000e+02,nan,nan,nan,nan,nan,nan
3.100000000000000000e+01,3.220000000000000000e+02,nan,nan,nan,nan,nan,nan
3.200000000000000000e+01,3.230000000000000000e+02,nan,nan,nan,nan,nan,nan
3.300000000000000000e+01,3.210000000000000000e+02,nan,nan,nan,nan,nan,nan
3.400000000000000000e+01,3.140000000000000000e+02,nan,nan,nan,nan,nan,nan
3.500000000000000000e+01,3.380000000000000000e+02,nan,nan,5.740000000000000000e+02,nan,nan,nan
3.600000000000000000e+01,3.160000000000000000e+02,nan,nan,5.730000000000000000e+02,nan,nan,nan
3.700000000000000000e+01,3.170000000000000000e+02,nan,nan,5.720000000000000000e+02,nan,nan,nan
3.800000000000000000e+01,3.160000000000000000e+02,nan,nan,5.670000000000000000e+02,nan,nan,nan
3.900000000000000000e+01,3.130000000000000000e+02,nan,nan,5.650000000000000000e+02,5.660000000000000000e+02,nan,nan
4.000000000000000000e+01,3.110000000000000000e+02,nan,nan,5.690000000000000000e+02,5.620000000000000000e+02,2.340000000000000000e+02,nan
4.100000000000000000e+01,3.030000000000000000e+02,nan,nan,5.660000000000000000e+02,5.590000000000000000e+02,2.360000000000000000e+02,nan
4.200000000000000000e+01,3.000000000000000000e+02,nan,nan,5.640000000000000000e+02,5.550000000000000000e+02,2.360000000000000000e+02,nan
4.300000000000000000e+01,3.020000000000000000e+02,nan,nan,5.600000000000000000e+02,5.510000000000000000e+02,2.370000000000000000e+02,4.300000000000000000e+02
4.400000000000000000e+01,3.040000000000000000e+02,nan,nan,5.600000000000000000e+02,5.480000000000000000e+02,2.370000000000000000e+02,4.320000000000000000e+02
4.500000000000000000e+01,3.000000000000000000e+02,nan,nan,5.650000000000000000e+02,5.460000000000000000e+02,2.370000000000000000e+02,4.380000000000000000e+02
4.600000000000000000e+01,2.970000000000000000e+02,nan,nan,5.580000000000000000e+02,5.420000000000000000e+02,2.330000000000000000e+02,4.340000000000000000e+02
4.700000000000000000e+01,2.970000000000000000e+02,nan,nan,5.610000000000000000e+02,5.410000000000000000e+02,2.350000000000000000e+02,4.360000000000000000e+02
4.800000000000000000e+01,2.930000000000000000e+02,nan,nan,5.590000000000000000e+02,nan,2.340000000000000000e+02,4.380000000000000000e+02
4.900000000000000000e+01,2.920000000000000000e+02,nan,nan,5.600000000000000000e+02,nan,2.350000000000000000e+02,4.360000000000000000e+02
5.000000000000000000e+01,2.900000000000000000e+02,nan,nan,5.540000000000000000e+02,nan,2.340000000000000000e+02,4.400000000000000000e+02
5.100000000000000000e+01,2.860000000000000000e+02,nan,nan,5.560000000000000000e+02,nan,2.330000000000000000e+02,4.380000000000000000e+02
5.200000000000000000e+01,2.880000000000000000e+02,nan,nan,5.510000000000000000e+02,nan,2.330000000000000000e+02,4.410000000000000000e+02
5.300000000000000000e+01,2.860000000000000000e+02,nan,nan,5.520000000000000000e+02,nan,2.300000000000000000e+02,4.440000000000000000e+02
5.400000000000000000e+01,2.810000000000000000e+02,nan,nan,5.490000000000000000e+02,nan,2.340000000000000000e+02,4.460000000000000000e+02
5.500000000000000000e+01,2.820000000000000000e+02,nan,nan,5.500000000000000000e+02,nan,2.320000000000000000e+02,4.490000000000000000e+02
5.600000000000000000e+01,2.810000000000000000e+02,nan,nan,5.470000000000000000e+02,nan,2.320000000000000000e+02,4.490000000000000000e+02
5.700000000000000000e+01,2.760000000000000000e+02,nan,nan,5.470000000000000000e+02,nan,2.320000000000000000e+02,4.490000000000000000e+02
5.800000000000000000e+01,2.750000000000000000e+02,nan,nan,5.530000000000000000e+02,nan,2.310000000000000000e+02,4.470000000000000000e+02
