0.000000000000000000e+00,4.750000000000000000e+02,5.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.720000000000000000e+02,5.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,4.710000000000000000e+02,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.690000000000000000e+02,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.680000000000000000e+02,5.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.670000000000000000e+02,5.390000000000000000e+02,nan,5.130000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.680000000000000000e+02,5.430000000000000000e+02,nan,5.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,4.680000000000000000e+02,5.400000000000000000e+02,nan,5.110000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,4.660000000000000000e+02,5.420000000000000000e+02,nan,5.050000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.650000000000000000e+02,nan,nan,4.990000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,4.640000000000000000e+02,nan,nan,5.050000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,4.620000000000000000e+02,nan,nan,5.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,4.610000000000000000e+02,nan,nan,5.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,4.610000000000000000e+02,nan,nan,4.940000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,4.580000000000000000e+02,nan,nan,4.980000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,4.610000000000000000e+02,nan,nan,4.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,4.590000000000000000e+02,nan,nan,4.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,4.580000000000000000e+02,nan,nan,4.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,4.640000000000000000e+02,nan,nan,4.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,4.590000000000000000e+02,nan,nan,4.880000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,4.590000000000000000e+02,nan,nan,4.900000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,4.600000000000000000e+02,nan,nan,4.880000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,4.550000000000000000e+02,nan,nan,4.890000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,4.560000000000000000e+02,nan,nan,4.900000000000000000e+02,5.720000000000000000e+02,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,4.560000000000000000e+02,nan,nan,4.900000000000000000e+02,5.650000000000000000e+02,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,4.500000000000000000e+02,nan,nan,4.880000000000000000e+02,5.640000000000000000e+02,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,4.510000000000000000e+02,nan,nan,4.880000000000000000e+02,5.600000000000000000e+02,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,4.520000000000000000e+02,nan,nan,4.850000000000000000e+02,5.600000000000000000e+02,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,4.520000000000000000e+02,nan,nan,4.850000000000000000e+02,5.570000000000000000e+02,nan,nan,nan,nan,nan,nan
2.900000000000000000e+01,4.490000000000000000e+02,nan,nan,4.820000000000000000e+02,5.520000000000000000e+02,nan,nan,nan,nan,nan,nan
3.000000000000000000e+01,4.480000000000000000e+02,nan,nan,4.800000000000000000e+02,5.500000000000000000e+02,nan,nan,nan,nan,nan,nan
3.100000000000000000e+01,4.450000000000000000e+02,nan,nan,4.820000000000000000e+02,5.460000000000000000e+02,nan,nan,nan,nan,nan,nan
3.200000000000000000e+01,4.440000000000000000e+02,nan,nan,4.780000000000000000e+02,5.410000000000000000e+02,nan,nan,nan,nan,nan,nan
3.300000000000000000e+01,4.480000000000000000e+02,nan,nan,4.810000000000000000e+02,5.400000000000000000e+02,2.900000000000000000e+02,nan,nan,nan,nan,nan
3.400000000000000000e+01,4.460000000000000000e+02,nan,nan,4.790000000000000000e+02,5.410000000000000000e+02,2.900000000000000000e+02,5.900000000000000000e+02,nan,nan,nan,nan
3.500000000000000000e+01,4.470000000000000000e+02,nan,nan,4.780000000000000000e+02,5.400000000000000000e+02,2.930000000000000000e+02,5.890000000000000000e+02,nan,nan,nan,nan
3.600000000000000000e+01,4.460000000000000000e+02,nan,nan,4.790000000000000000e+02,5.340000000000000000e+02,2.890000000000000000e+02,5.830000000000000000e+02,nan,nan,nan,nan
3.700000000000000000e+01,4.440000000000000000e+02,nan,nan,4.770000000000000000e+02,5.300000000000000000e+02,2.900000000000000000e+02,5.880000000000000000e+02,nan,nan,nan,nan
3.800000000000000000e+01,4.460000000000000000e+02,nan,nan,4.820000000000000000e+02,5.250000000000000000e+02,2.890000000000000000e+02,5.860000000000000000e+02,nan,nan,nan,nan
3.900000000000000000e+01,4.470000000000000000e+02,nan,nan,4.730000000000000000e+02,5.220000000000000000e+02,2.920000000000000000e+02,5.780000000000000000e+02,nan,nan,nan,nan
4.000000000000000000e+01,4.440000000000000000e+02,nan,nan,4.720000000000000000e+02,5.220000000000000000e+02,2.890000000000000000e+02,5.750000000000000000e+02,nan,nan,nan,nan
4.100000000000000000e+01,4.460000000000000000e+02,nan,nan,4.700000000000000000e+02,5.160000000000000000e+02,2.890000000000000000e+02,5.760000000000000000e+02,nan,nan,nan,nan
4.200000000000000000e+01,4.480000000000000000e+02,nan,nan,4.680000000000000000e+02,5.120000000000000000e+02,2.890000000000000000e+02,5.770000000000000000e+02,nan,nan,nan,nan
4.300000000000000000e+01,4.480000000000000000e+02,nan,nan,4.710000000000000000e+02,5.100000000000000000e+02,2.880000000000000000e+02,5.710000000000000000e+02,nan,nan,nan,nan
4.400000000000000000e+01,4.490000000000000000e+02,nan,nan,4.710000000000000000e+02,5.030000000000000000e+02,2.830000000000000000e+02,5.680000000000000000e+02,nan,nan,nan,nan
4.500000000000000000e+01,4.490000000000000000e+02,nan,nan,4.670000000000000000e+02,5.030000000000000000e+02,2.820000000000000000e+02,5.670000000000000000e+02,nan,nan,nan,nan
4.600000000000000000e+01,4.540000000000000000e+02,nan,nan,4.700000000000000000e+02,4.990000000000000000e+02,2.810000000000000000e+02,5.650000000000000000e+02,nan,nan,nan,nan
4.700000000000000000e+01,4.540000000000000000e+02,nan,nan,4.720000000000000000e+02,4.960000000000000000e+02,2.780000000000000000e+02,5.630000000000000000e+02,nan,nan,nan,nan
4.800000000000000000e+01,4.540000000000000000e+02,nan,nan,4.720000000000000000e+02,4.940000000000000000e+02,2.750000000000000000e+02,5.620000000000000000e+02,nan,nan,nan,nan
4.900000000000000000e+01,4.530000000000000000e+02,nan,nan,4.670000000000000000e+02,4.910000000000000000e+02,2.760000000000000000e+02,5.630000000000000000e+02,nan,nan,nan,nan
5.000000000000000000e+01,4.580000000000000000e+02,nan,nan,4.680000000000000000e+02,4.840000000000000000e+02,2.770000000000000000e+02,5.560000000000000000e+02,nan,nan,nan,nan
5.100000000000000000e+01,4.490000000000000000e+02,nan,nan,4.670000000000000000e+02,4.840000000000000000e+02,2.730000000000000000e+02,5.600000000000000000e+02,nan,nan,nan,nan
5.200000000000000000e+01,4.630000000000000000e+02,nan,nan,4.640000000000000000e+02,4.840000000000000000e+02,2.720000000000000000e+02,5.670000000000000000e+02,nan,nan,nan,nan
5.300000000000000000e+01,4.690000000000000000e+02,nan,nan,nan,4.780000000000000000e+02,2.720000000000000000e+02,5.580000000000000000e+02,nan,nan,nan,nan
5.400000000000000000e+01,4.650000000000000000e+02,nan,nan,nan,4.780000000000000000e+02,2.750000000000000000e+02,5.560000000000000000e+02,nan,nan,nan,nan
5.500000000000000000e+01,4.610000000000000000e+02,nan,nan,nan,4.740000000000000000e+02,2.750000000000000000e+02,5.560000000000000000e+02,5.750000000000000000e+02,5.790000000000000000e+02,nan,nan
5.600000000000000000e+01,4.610000000000000000e+02,nan,nan,nan,4.720000000000000000e+02,2.920000000000000000e+02,5.500000000000000000e+02,5.740000000000000000e+02,nan,5.780000000000000000e+02,4.600000000000000000e+02
5.700000000000000000e+01,4.640000000000000000e+02,nan,nan,nan,4.700000000000000000e+02,2.770000000000000000e+02,5.560000000000000000e+02,5.680000000000000000e+02,nan,nan,nan
5.800000000000000000e+01,4.660000000000000000e+02,nan,nan,nan,4.690000000000000000e+02,2.780000000000000000e+02,5.490000000000000000e+02,5.640000000000000000e+02,nan,nan,nan
