0.000000000000000000e+00,2.170000000000000000e+02,2.300000000000000000e+02,2.780000000000000000e+02,3.030000000000000000e+02,3.320000000000000000e+02,3.330000000000000000e+02,3.720000000000000000e+02,3.920000000000000000e+02,3.940000000000000000e+02,4.320000000000000000e+02,4.690000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.200000000000000000e+02,2.350000000000000000e+02,2.850000000000000000e+02,3.070000000000000000e+02,3.380000000000000000e+02,3.370000000000000000e+02,3.780000000000000000e+02,3.970000000000000000e+02,4.020000000000000000e+02,4.300000000000000000e+02,4.700000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.260000000000000000e+02,2.440000000000000000e+02,2.950000000000000000e+02,3.090000000000000000e+02,3.460000000000000000e+02,3.390000000000000000e+02,3.780000000000000000e+02,4.010000000000000000e+02,4.060000000000000000e+02,4.310000000000000000e+02,4.730000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.300000000000000000e+02,2.510000000000000000e+02,3.030000000000000000e+02,3.070000000000000000e+02,3.550000000000000000e+02,3.400000000000000000e+02,3.740000000000000000e+02,4.090000000000000000e+02,4.120000000000000000e+02,4.360000000000000000e+02,4.750000000000000000e+02,2.720000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.330000000000000000e+02,2.610000000000000000e+02,nan,nan,3.650000000000000000e+02,3.430000000000000000e+02,3.850000000000000000e+02,4.110000000000000000e+02,4.210000000000000000e+02,4.380000000000000000e+02,4.760000000000000000e+02,2.790000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.410000000000000000e+02,2.650000000000000000e+02,nan,nan,3.730000000000000000e+02,3.520000000000000000e+02,3.820000000000000000e+02,4.180000000000000000e+02,4.260000000000000000e+02,4.340000000000000000e+02,4.830000000000000000e+02,2.850000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.420000000000000000e+02,2.750000000000000000e+02,nan,nan,3.740000000000000000e+02,3.590000000000000000e+02,3.840000000000000000e+02,4.260000000000000000e+02,4.390000000000000000e+02,nan,nan,2.860000000000000000e+02,1.620000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.530000000000000000e+02,2.800000000000000000e+02,nan,nan,3.830000000000000000e+02,3.560000000000000000e+02,3.620000000000000000e+02,4.320000000000000000e+02,4.450000000000000000e+02,nan,nan,2.980000000000000000e+02,1.630000000000000000e+02,3.850000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.570000000000000000e+02,2.860000000000000000e+02,nan,nan,3.910000000000000000e+02,nan,nan,4.340000000000000000e+02,4.520000000000000000e+02,nan,nan,3.000000000000000000e+02,1.660000000000000000e+02,3.890000000000000000e+02,4.800000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,2.560000000000000000e+02,2.840000000000000000e+02,nan,nan,3.900000000000000000e+02,nan,nan,4.310000000000000000e+02,4.520000000000000000e+02,nan,nan,3.010000000000000000e+02,1.660000000000000000e+02,3.920000000000000000e+02,4.840000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,2.550000000000000000e+02,2.820000000000000000e+02,nan,nan,3.850000000000000000e+02,nan,nan,4.310000000000000000e+02,4.490000000000000000e+02,nan,nan,2.980000000000000000e+02,1.680000000000000000e+02,3.910000000000000000e+02,4.770000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,2.530000000000000000e+02,2.790000000000000000e+02,nan,nan,3.860000000000000000e+02,nan,nan,4.290000000000000000e+02,4.500000000000000000e+02,nan,nan,2.930000000000000000e+02,1.670000000000000000e+02,3.900000000000000000e+02,4.730000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,2.510000000000000000e+02,2.780000000000000000e+02,nan,nan,3.820000000000000000e+02,nan,nan,4.260000000000000000e+02,4.440000000000000000e+02,nan,nan,2.910000000000000000e+02,1.680000000000000000e+02,3.890000000000000000e+02,4.710000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,2.530000000000000000e+02,2.770000000000000000e+02,nan,nan,3.840000000000000000e+02,nan,nan,4.230000000000000000e+02,4.440000000000000000e+02,nan,nan,2.860000000000000000e+02,1.680000000000000000e+02,3.930000000000000000e+02,4.710000000000000000e+02,3.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,2.720000000000000000e+02,2.710000000000000000e+02,nan,nan,3.770000000000000000e+02,nan,nan,4.220000000000000000e+02,4.390000000000000000e+02,nan,nan,2.860000000000000000e+02,1.720000000000000000e+02,3.920000000000000000e+02,4.680000000000000000e+02,3.330000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,2.770000000000000000e+02,2.700000000000000000e+02,nan,nan,3.730000000000000000e+02,nan,nan,4.190000000000000000e+02,4.380000000000000000e+02,nan,nan,2.860000000000000000e+02,1.720000000000000000e+02,3.950000000000000000e+02,4.670000000000000000e+02,3.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,2.760000000000000000e+02,2.670000000000000000e+02,nan,nan,3.740000000000000000e+02,nan,nan,4.190000000000000000e+02,4.380000000000000000e+02,nan,nan,2.810000000000000000e+02,1.680000000000000000e+02,3.940000000000000000e+02,4.650000000000000000e+02,3.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,2.740000000000000000e+02,2.680000000000000000e+02,nan,nan,3.660000000000000000e+02,nan,nan,4.150000000000000000e+02,4.350000000000000000e+02,nan,nan,2.780000000000000000e+02,1.740000000000000000e+02,3.950000000000000000e+02,4.700000000000000000e+02,3.220000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,2.710000000000000000e+02,2.610000000000000000e+02,nan,nan,3.660000000000000000e+02,nan,nan,4.080000000000000000e+02,4.330000000000000000e+02,nan,nan,2.730000000000000000e+02,1.750000000000000000e+02,4.010000000000000000e+02,4.660000000000000000e+02,3.190000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,2.620000000000000000e+02,2.610000000000000000e+02,nan,nan,3.670000000000000000e+02,nan,nan,4.070000000000000000e+02,4.320000000000000000e+02,nan,nan,2.770000000000000000e+02,1.760000000000000000e+02,4.030000000000000000e+02,4.620000000000000000e+02,3.160000000000000000e+02,3.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,2.660000000000000000e+02,2.600000000000000000e+02,nan,nan,3.650000000000000000e+02,nan,nan,4.090000000000000000e+02,4.280000000000000000e+02,nan,nan,2.730000000000000000e+02,1.770000000000000000e+02,4.040000000000000000e+02,4.640000000000000000e+02,3.130000000000000000e+02,3.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,2.620000000000000000e+02,2.630000000000000000e+02,nan,nan,3.600000000000000000e+02,nan,nan,4.050000000000000000e+02,4.220000000000000000e+02,nan,nan,2.730000000000000000e+02,1.790000000000000000e+02,4.100000000000000000e+02,4.620000000000000000e+02,3.070000000000000000e+02,3.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,2.630000000000000000e+02,2.570000000000000000e+02,nan,nan,3.590000000000000000e+02,nan,nan,4.200000000000000000e+02,4.210000000000000000e+02,nan,nan,2.720000000000000000e+02,1.810000000000000000e+02,4.130000000000000000e+02,4.580000000000000000e+02,3.040000000000000000e+02,3.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,2.670000000000000000e+02,2.560000000000000000e+02,nan,nan,3.600000000000000000e+02,nan,nan,4.010000000000000000e+02,4.190000000000000000e+02,nan,nan,2.660000000000000000e+02,1.800000000000000000e+02,4.100000000000000000e+02,4.550000000000000000e+02,3.040000000000000000e+02,3.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,2.660000000000000000e+02,2.550000000000000000e+02,nan,nan,3.550000000000000000e+02,nan,nan,4.000000000000000000e+02,4.180000000000000000e+02,nan,nan,2.630000000000000000e+02,1.810000000000000000e+02,4.110000000000000000e+02,4.490000000000000000e+02,3.000000000000000000e+02,3.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,2.650000000000000000e+02,2.550000000000000000e+02,nan,nan,3.520000000000000000e+02,nan,nan,3.960000000000000000e+02,4.150000000000000000e+02,nan,nan,2.660000000000000000e+02,1.850000000000000000e+02,4.080000000000000000e+02,4.490000000000000000e+02,3.040000000000000000e+02,3.450000000000000000e+02,5.290000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
