v1,v2,delta
-2.196428571428616,7.428571428569479,9.624999999998096
-4.399999999999985,7.607142857156202,12.007142857156186
-1.6339285714285652,6.330357142857141,7.9642857142857055
-6.544642857142853,10.678571428595871,17.223214285738724
-1.749999999955084,5.839285714261202,7.5892857142162855
-4.491071428590243,9.374999999999998,13.866071428590242
-2.687499999972345,6.919642857169836,9.60714285714218
-1.0928571428571314,7.142857142857152,8.235714285714284
-6.312499999934817,11.187500000000018,17.499999999934836
-9.999999999999986,14.992857142857163,24.992857142857147
1.142857142857146,-2.1749999999869334,3.3178571428440793
-3.649999999875431,6.669642857285988,10.31964285716142
-4.562499999994444,8.16071428571429,12.723214285708735
-8.36607142853969,12.803571428636245,21.169642857175937
-2.67857142857141,10.321428571477735,13.000000000049145
-9.678571428571422,17.160714285692013,26.839285714263433
-0.7499999999999909,5.839285714255506,6.589285714255497
12.11428571429013,-7.24999999999998,19.36428571429011
8.042857142857144,-3.6517857142814174,11.694642857138561
14.053571428571445,-9.0357142856846,23.089285714256043
-3.348214285709341,6.517857142857134,9.866071428566475
-3.589285714161484,12.642857142800954,16.23214285696244
-4.02500000000004,8.026785714324728,12.051785714324769
-3.3303571428190417,7.982142857142857,11.312499999961899
6.625000000000039,-2.446428571428549,9.071428571428587
8.664285714285702,-3.5982142856894264,12.262499999975129
7.37499999999595,-3.4642857142857126,10.839285714281662
-2.22321428571428,8.053571428578636,10.276785714292915
10.62499999999076,-4.999999999992753,15.624999999983512
7.366071428580046,-1.7589285714285745,9.12500000000862
6.446428571408327,-3.5535714285714444,9.99999999997977
7.241071428582699,-1.3392857142180483,8.580357142800747
7.633928571428593,-3.562499999988816,11.19642857141741
8.035714285681971,-5.000000000000014,13.035714285681985
7.276785714285724,-3.199999999982241,10.476785714267965
8.428571428571429,-3.4464285714054266,11.874999999976856
7.062500000013474,-3.0803571428400804,10.142857142853554
7.357142857161629,-1.7589285714069325,9.116071428568562
9.374999999971182,-4.285714285714295,13.660714285685478
5.25000000000002,-0.6785714284966355,5.928571428496656
6.199999999972497,-0.0624999999999737,6.26249999997247
7.299999999999931,-2.1696428571403503,9.469642857140283
-3.5982142856417454,8.044642857187915,11.64285714282966
-5.330357142857167,10.187500000464455,15.517857143321622
7.071428571433696,-4.187500000000004,11.2589285714337
-4.625000000000036,7.500000000018057,12.125000000018094
-7.571428571428582,13.187500000000028,20.758928571428612
-5.026785714285716,10.785714285714263,15.812499999999979
-3.0000000000000018,6.223214285587188,9.22321428558719
8.973214285714272,-4.964285714281334,13.937499999995605
19.99999999993653,-15.535714285715224,35.53571428565176
7.919642857142889,-3.9642857142535255,11.883928571396414
-1.2053571428571566,7.00000000000002,8.205357142857178
-0.8214285714285581,7.017857142881096,7.8392857143096535
6.562500000000013,-0.7678571428571274,7.330357142857141
-0.7053571425641851,6.839285714285734,7.544642856849919
-3.8035714285713937,9.875000000000009,13.678571428571402
-1.4999999999999856,6.80000000002925,8.300000000029236
-4.249999999999978,11.525000000004937,15.775000000004916
-4.375000000000006,10.776785714292778,15.151785714292785
-1.901785714285714,6.75000000000007,8.651785714285785
-5.000000000000037,8.892857142845727,13.892857142845765
-1.3214285713538545,7.312500000006941,8.633928571360796
-4.133928571441285,9.875000000000004,14.008928571441288
-7.053571428548046,9.642857142857151,16.696428571405196
-7.517857142872719,11.700000000000006,19.217857142872724
12.839285714224951,-6.482142857142852,19.321428571367804
8.687499999990822,-5.232142857122067,13.919642857112889
-2.4642857141974512,6.8214285714285765,9.285714285626028
8.410714285714292,-4.571428571447608,12.9821428571619
6.964285714285715,-2.223214285705724,9.18749999999144
7.553571428575615,-3.455357142857125,11.00892857143274
6.303571428571405,-0.7321428570883943,7.035714285659799
-4.499999999999996,7.571428571439104,12.0714285714391
-2.450000000000021,7.107142857312072,9.557142857312092
6.580357142855761,-2.7321428571362687,9.31249999999203
9.437499999999988,-3.53571428570506,12.973214285705048
