0.000000000000000000e+00,2.690000000000000000e+02,3.120000000000000000e+02,3.710000000000000000e+02,3.800000000000000000e+02,nan,nan,4.790000000000000000e+02,nan,4.100000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.760000000000000000e+02,3.200000000000000000e+02,3.780000000000000000e+02,3.810000000000000000e+02,nan,nan,4.850000000000000000e+02,nan,nan,4.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.800000000000000000e+02,3.300000000000000000e+02,3.820000000000000000e+02,3.840000000000000000e+02,nan,nan,4.900000000000000000e+02,nan,nan,nan,4.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.860000000000000000e+02,3.320000000000000000e+02,3.920000000000000000e+02,3.870000000000000000e+02,nan,nan,4.930000000000000000e+02,nan,nan,nan,4.160000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.950000000000000000e+02,3.410000000000000000e+02,3.920000000000000000e+02,3.850000000000000000e+02,nan,nan,4.970000000000000000e+02,nan,nan,nan,4.150000000000000000e+02,4.160000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.960000000000000000e+02,3.460000000000000000e+02,3.980000000000000000e+02,3.890000000000000000e+02,nan,nan,5.040000000000000000e+02,nan,nan,nan,4.170000000000000000e+02,nan,2.890000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,3.020000000000000000e+02,3.540000000000000000e+02,3.990000000000000000e+02,3.920000000000000000e+02,nan,nan,5.100000000000000000e+02,nan,nan,nan,4.220000000000000000e+02,nan,2.880000000000000000e+02,4.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,3.110000000000000000e+02,3.570000000000000000e+02,4.100000000000000000e+02,3.940000000000000000e+02,nan,nan,5.160000000000000000e+02,nan,nan,nan,4.190000000000000000e+02,nan,2.860000000000000000e+02,4.280000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,3.130000000000000000e+02,3.660000000000000000e+02,4.130000000000000000e+02,3.980000000000000000e+02,nan,nan,5.150000000000000000e+02,nan,nan,nan,4.220000000000000000e+02,nan,2.880000000000000000e+02,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,3.150000000000000000e+02,3.580000000000000000e+02,4.140000000000000000e+02,4.000000000000000000e+02,nan,nan,5.170000000000000000e+02,nan,nan,nan,4.240000000000000000e+02,nan,2.900000000000000000e+02,4.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,3.120000000000000000e+02,3.580000000000000000e+02,4.080000000000000000e+02,4.020000000000000000e+02,nan,nan,5.140000000000000000e+02,nan,nan,nan,4.170000000000000000e+02,nan,2.910000000000000000e+02,4.330000000000000000e+02,3.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,3.110000000000000000e+02,3.640000000000000000e+02,4.080000000000000000e+02,4.040000000000000000e+02,nan,nan,5.120000000000000000e+02,nan,nan,nan,4.310000000000000000e+02,nan,2.910000000000000000e+02,4.270000000000000000e+02,3.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,3.070000000000000000e+02,3.650000000000000000e+02,4.080000000000000000e+02,4.040000000000000000e+02,nan,nan,5.100000000000000000e+02,nan,nan,nan,4.280000000000000000e+02,nan,2.920000000000000000e+02,nan,3.690000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,3.080000000000000000e+02,3.660000000000000000e+02,4.050000000000000000e+02,4.110000000000000000e+02,nan,nan,5.090000000000000000e+02,nan,nan,nan,4.270000000000000000e+02,nan,2.920000000000000000e+02,nan,3.710000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,3.040000000000000000e+02,3.640000000000000000e+02,4.020000000000000000e+02,4.100000000000000000e+02,nan,nan,5.080000000000000000e+02,nan,nan,nan,4.260000000000000000e+02,nan,2.920000000000000000e+02,nan,3.720000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,3.040000000000000000e+02,3.640000000000000000e+02,4.020000000000000000e+02,4.100000000000000000e+02,nan,nan,5.120000000000000000e+02,nan,nan,nan,4.220000000000000000e+02,nan,2.950000000000000000e+02,nan,3.750000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,3.020000000000000000e+02,3.610000000000000000e+02,4.050000000000000000e+02,4.150000000000000000e+02,nan,nan,5.090000000000000000e+02,nan,nan,nan,4.180000000000000000e+02,nan,2.970000000000000000e+02,nan,3.770000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,3.000000000000000000e+02,3.660000000000000000e+02,4.050000000000000000e+02,4.150000000000000000e+02,nan,nan,5.070000000000000000e+02,nan,nan,nan,4.240000000000000000e+02,nan,3.000000000000000000e+02,nan,3.790000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
