0.000000000000000000e+00,5.720000000000000000e+02,2.570000000000000000e+02,5.160000000000000000e+02,5.020000000000000000e+02,2.830000000000000000e+02,5.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,5.710000000000000000e+02,2.600000000000000000e+02,5.200000000000000000e+02,5.010000000000000000e+02,2.810000000000000000e+02,5.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,5.700000000000000000e+02,2.580000000000000000e+02,5.200000000000000000e+02,5.030000000000000000e+02,2.820000000000000000e+02,5.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,5.660000000000000000e+02,2.560000000000000000e+02,5.180000000000000000e+02,5.040000000000000000e+02,2.850000000000000000e+02,5.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,5.610000000000000000e+02,2.540000000000000000e+02,5.240000000000000000e+02,5.060000000000000000e+02,2.840000000000000000e+02,5.560000000000000000e+02,5.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,5.590000000000000000e+02,2.520000000000000000e+02,5.100000000000000000e+02,5.040000000000000000e+02,2.880000000000000000e+02,5.560000000000000000e+02,5.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,5.550000000000000000e+02,2.560000000000000000e+02,5.200000000000000000e+02,5.050000000000000000e+02,2.860000000000000000e+02,5.550000000000000000e+02,5.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,5.580000000000000000e+02,2.540000000000000000e+02,5.180000000000000000e+02,5.070000000000000000e+02,2.870000000000000000e+02,5.520000000000000000e+02,5.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,5.510000000000000000e+02,2.500000000000000000e+02,5.160000000000000000e+02,5.060000000000000000e+02,2.950000000000000000e+02,5.480000000000000000e+02,5.270000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,5.500000000000000000e+02,2.500000000000000000e+02,5.100000000000000000e+02,5.050000000000000000e+02,2.960000000000000000e+02,5.480000000000000000e+02,5.220000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,5.460000000000000000e+02,2.500000000000000000e+02,5.130000000000000000e+02,5.060000000000000000e+02,2.960000000000000000e+02,5.500000000000000000e+02,5.240000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,5.480000000000000000e+02,2.510000000000000000e+02,5.100000000000000000e+02,5.040000000000000000e+02,2.950000000000000000e+02,5.470000000000000000e+02,5.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,5.490000000000000000e+02,2.470000000000000000e+02,5.080000000000000000e+02,5.040000000000000000e+02,2.950000000000000000e+02,5.470000000000000000e+02,5.150000000000000000e+02,5.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,5.460000000000000000e+02,2.490000000000000000e+02,5.110000000000000000e+02,5.040000000000000000e+02,2.970000000000000000e+02,5.460000000000000000e+02,5.150000000000000000e+02,5.620000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,5.380000000000000000e+02,2.460000000000000000e+02,5.120000000000000000e+02,5.060000000000000000e+02,2.980000000000000000e+02,5.460000000000000000e+02,5.080000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,5.360000000000000000e+02,2.450000000000000000e+02,5.130000000000000000e+02,5.050000000000000000e+02,nan,5.440000000000000000e+02,5.060000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,5.340000000000000000e+02,2.480000000000000000e+02,5.130000000000000000e+02,5.060000000000000000e+02,nan,5.460000000000000000e+02,5.000000000000000000e+02,nan,5.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,5.370000000000000000e+02,2.420000000000000000e+02,5.090000000000000000e+02,5.050000000000000000e+02,nan,5.430000000000000000e+02,5.030000000000000000e+02,nan,nan,5.690000000000000000e+02,5.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,5.320000000000000000e+02,2.390000000000000000e+02,5.030000000000000000e+02,5.060000000000000000e+02,nan,5.440000000000000000e+02,4.970000000000000000e+02,nan,nan,5.620000000000000000e+02,nan,5.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,5.290000000000000000e+02,2.400000000000000000e+02,5.050000000000000000e+02,5.040000000000000000e+02,nan,5.460000000000000000e+02,4.910000000000000000e+02,nan,nan,5.650000000000000000e+02,nan,nan,5.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,5.310000000000000000e+02,2.410000000000000000e+02,5.080000000000000000e+02,5.090000000000000000e+02,nan,5.470000000000000000e+02,4.930000000000000000e+02,nan,nan,5.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,5.300000000000000000e+02,2.390000000000000000e+02,5.040000000000000000e+02,5.080000000000000000e+02,nan,5.480000000000000000e+02,4.880000000000000000e+02,nan,nan,5.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,5.330000000000000000e+02,2.440000000000000000e+02,5.060000000000000000e+02,5.050000000000000000e+02,nan,5.480000000000000000e+02,4.810000000000000000e+02,nan,nan,5.570000000000000000e+02,nan,nan,nan,5.860000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,5.250000000000000000e+02,2.410000000000000000e+02,5.070000000000000000e+02,5.090000000000000000e+02,nan,5.480000000000000000e+02,4.810000000000000000e+02,nan,nan,5.530000000000000000e+02,nan,nan,nan,5.830000000000000000e+02,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
