0.000000000000000000e+00,2.230000000000000000e+02,2.270000000000000000e+02,nan,nan,3.030000000000000000e+02,3.760000000000000000e+02,4.140000000000000000e+02,nan,4.470000000000000000e+02,nan,2.330000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.190000000000000000e+02,2.220000000000000000e+02,nan,nan,3.040000000000000000e+02,3.800000000000000000e+02,4.090000000000000000e+02,nan,4.420000000000000000e+02,nan,nan,2.320000000000000000e+02,3.840000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.240000000000000000e+02,2.210000000000000000e+02,nan,nan,3.060000000000000000e+02,3.760000000000000000e+02,4.120000000000000000e+02,nan,4.480000000000000000e+02,nan,nan,nan,nan,3.840000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.240000000000000000e+02,2.210000000000000000e+02,nan,nan,3.070000000000000000e+02,3.700000000000000000e+02,4.150000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,2.300000000000000000e+02,3.310000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.290000000000000000e+02,2.190000000000000000e+02,nan,nan,3.090000000000000000e+02,3.670000000000000000e+02,4.190000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,2.330000000000000000e+02,nan,3.320000000000000000e+02,4.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.300000000000000000e+02,2.160000000000000000e+02,nan,nan,3.090000000000000000e+02,3.670000000000000000e+02,4.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,2.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.350000000000000000e+02,2.120000000000000000e+02,nan,nan,3.170000000000000000e+02,3.640000000000000000e+02,4.210000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.180000000000000000e+02,3.820000000000000000e+02,3.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.300000000000000000e+02,2.110000000000000000e+02,nan,nan,3.150000000000000000e+02,3.620000000000000000e+02,4.230000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.830000000000000000e+02,3.960000000000000000e+02,2.150000000000000000e+02,4.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.330000000000000000e+02,2.070000000000000000e+02,nan,nan,3.170000000000000000e+02,3.590000000000000000e+02,4.210000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.790000000000000000e+02,3.970000000000000000e+02,nan,nan,3.410000000000000000e+02,4.690000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,2.340000000000000000e+02,2.080000000000000000e+02,nan,nan,3.190000000000000000e+02,3.610000000000000000e+02,4.240000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.840000000000000000e+02,4.010000000000000000e+02,nan,nan,nan,nan,3.410000000000000000e+02,4.720000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,2.360000000000000000e+02,2.120000000000000000e+02,nan,nan,3.220000000000000000e+02,3.680000000000000000e+02,4.220000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.030000000000000000e+02,nan,nan,nan,nan,nan,nan,2.210000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,2.370000000000000000e+02,2.180000000000000000e+02,nan,nan,3.240000000000000000e+02,3.760000000000000000e+02,4.270000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.010000000000000000e+02,nan,nan,nan,nan,nan,nan,2.350000000000000000e+02,3.460000000000000000e+02,4.780000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,2.430000000000000000e+02,2.290000000000000000e+02,nan,nan,3.260000000000000000e+02,3.820000000000000000e+02,4.290000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.020000000000000000e+02,nan,nan,nan,nan,nan,nan,2.480000000000000000e+02,nan,nan,3.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,2.450000000000000000e+02,2.380000000000000000e+02,nan,nan,3.290000000000000000e+02,3.910000000000000000e+02,4.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.050000000000000000e+02,nan,nan,nan,nan,nan,nan,2.640000000000000000e+02,nan,nan,3.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,2.450000000000000000e+02,2.440000000000000000e+02,nan,nan,3.310000000000000000e+02,3.930000000000000000e+02,4.310000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.080000000000000000e+02,nan,nan,nan,nan,nan,nan,2.790000000000000000e+02,nan,nan,3.500000000000000000e+02,3.530000000000000000e+02,4.870000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,2.470000000000000000e+02,2.500000000000000000e+02,nan,nan,3.330000000000000000e+02,4.030000000000000000e+02,4.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.100000000000000000e+02,nan,nan,nan,nan,nan,nan,2.920000000000000000e+02,nan,nan,3.510000000000000000e+02,nan,nan,4.910000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,2.460000000000000000e+02,2.560000000000000000e+02,nan,nan,3.370000000000000000e+02,4.130000000000000000e+02,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.110000000000000000e+02,nan,nan,nan,nan,nan,nan,3.030000000000000000e+02,nan,nan,3.540000000000000000e+02,nan,nan,nan,4.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,2.520000000000000000e+02,2.640000000000000000e+02,nan,nan,3.400000000000000000e+02,4.230000000000000000e+02,4.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.110000000000000000e+02,nan,nan,nan,nan,nan,nan,3.160000000000000000e+02,nan,nan,3.550000000000000000e+02,nan,nan,nan,nan,5.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,2.540000000000000000e+02,2.710000000000000000e+02,nan,nan,3.420000000000000000e+02,4.280000000000000000e+02,4.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.150000000000000000e+02,nan,nan,nan,nan,nan,nan,3.380000000000000000e+02,nan,nan,3.550000000000000000e+02,nan,nan,nan,nan,5.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,2.540000000000000000e+02,2.790000000000000000e+02,nan,nan,3.440000000000000000e+02,4.360000000000000000e+02,4.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.180000000000000000e+02,nan,nan,nan,nan,nan,nan,3.530000000000000000e+02,nan,nan,3.580000000000000000e+02,nan,nan,nan,nan,nan,3.600000000000000000e+02,5.050000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,2.570000000000000000e+02,2.850000000000000000e+02,nan,nan,3.500000000000000000e+02,4.430000000000000000e+02,4.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.220000000000000000e+02,nan,nan,nan,nan,nan,nan,3.640000000000000000e+02,nan,nan,3.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.700000000000000000e+02,5.100000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,2.610000000000000000e+02,2.920000000000000000e+02,nan,nan,3.540000000000000000e+02,4.550000000000000000e+02,4.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.220000000000000000e+02,nan,nan,nan,nan,nan,nan,3.770000000000000000e+02,nan,nan,3.620000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.700000000000000000e+02,nan,3.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,2.680000000000000000e+02,nan,nan,nan,3.600000000000000000e+02,4.590000000000000000e+02,4.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.230000000000000000e+02,nan,nan,nan,nan,nan,nan,3.910000000000000000e+02,nan,nan,3.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.740000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,2.740000000000000000e+02,nan,nan,nan,3.710000000000000000e+02,4.610000000000000000e+02,4.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.200000000000000000e+02,nan,nan,nan,nan,nan,nan,3.910000000000000000e+02,nan,nan,3.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.760000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
