0.000000000000000000e+00,1.550000000000000000e+02,3.620000000000000000e+02,nan,nan,4.170000000000000000e+02,4.330000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,1.550000000000000000e+02,3.610000000000000000e+02,nan,nan,4.120000000000000000e+02,4.370000000000000000e+02,3.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.540000000000000000e+02,3.570000000000000000e+02,nan,nan,4.140000000000000000e+02,4.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.540000000000000000e+02,3.640000000000000000e+02,nan,nan,4.130000000000000000e+02,4.320000000000000000e+02,nan,2.740000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.490000000000000000e+02,3.590000000000000000e+02,nan,nan,4.150000000000000000e+02,4.300000000000000000e+02,nan,2.740000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.490000000000000000e+02,3.600000000000000000e+02,nan,nan,4.130000000000000000e+02,4.350000000000000000e+02,nan,2.710000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.530000000000000000e+02,3.590000000000000000e+02,nan,nan,4.140000000000000000e+02,4.300000000000000000e+02,nan,2.700000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.420000000000000000e+02,3.590000000000000000e+02,nan,nan,4.130000000000000000e+02,4.280000000000000000e+02,nan,2.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,1.440000000000000000e+02,3.570000000000000000e+02,nan,nan,4.110000000000000000e+02,4.330000000000000000e+02,nan,2.670000000000000000e+02,1.730000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.440000000000000000e+02,3.540000000000000000e+02,nan,nan,4.090000000000000000e+02,4.360000000000000000e+02,nan,2.660000000000000000e+02,1.700000000000000000e+02,2.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,1.410000000000000000e+02,3.580000000000000000e+02,nan,nan,4.100000000000000000e+02,4.320000000000000000e+02,nan,2.660000000000000000e+02,1.630000000000000000e+02,2.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,1.380000000000000000e+02,3.580000000000000000e+02,nan,nan,4.070000000000000000e+02,4.350000000000000000e+02,nan,2.660000000000000000e+02,1.580000000000000000e+02,2.270000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,1.370000000000000000e+02,3.630000000000000000e+02,nan,nan,4.050000000000000000e+02,4.310000000000000000e+02,nan,2.620000000000000000e+02,1.530000000000000000e+02,2.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,1.340000000000000000e+02,3.690000000000000000e+02,nan,nan,4.060000000000000000e+02,4.280000000000000000e+02,nan,2.620000000000000000e+02,1.490000000000000000e+02,2.280000000000000000e+02,3.900000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,1.350000000000000000e+02,3.730000000000000000e+02,nan,nan,4.040000000000000000e+02,4.260000000000000000e+02,nan,2.570000000000000000e+02,1.400000000000000000e+02,2.310000000000000000e+02,3.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,1.500000000000000000e+02,3.790000000000000000e+02,nan,nan,4.050000000000000000e+02,4.280000000000000000e+02,nan,2.610000000000000000e+02,1.370000000000000000e+02,2.290000000000000000e+02,3.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,1.510000000000000000e+02,nan,nan,nan,nan,4.230000000000000000e+02,nan,2.580000000000000000e+02,1.310000000000000000e+02,2.320000000000000000e+02,3.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,1.490000000000000000e+02,nan,nan,nan,nan,4.230000000000000000e+02,nan,2.550000000000000000e+02,1.280000000000000000e+02,2.380000000000000000e+02,3.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,1.470000000000000000e+02,nan,nan,nan,nan,4.240000000000000000e+02,nan,2.530000000000000000e+02,1.240000000000000000e+02,2.390000000000000000e+02,3.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,1.450000000000000000e+02,nan,nan,nan,nan,4.200000000000000000e+02,nan,2.530000000000000000e+02,1.210000000000000000e+02,2.380000000000000000e+02,3.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,1.440000000000000000e+02,nan,nan,nan,nan,4.210000000000000000e+02,nan,2.500000000000000000e+02,1.210000000000000000e+02,2.410000000000000000e+02,4.050000000000000000e+02,3.980000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,1.400000000000000000e+02,nan,nan,nan,nan,4.220000000000000000e+02,nan,nan,1.120000000000000000e+02,2.440000000000000000e+02,4.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
