0.000000000000000000e+00,4.780000000000000000e+02,2.060000000000000000e+02,5.510000000000000000e+02,nan,nan,4.360000000000000000e+02,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.740000000000000000e+02,2.040000000000000000e+02,5.490000000000000000e+02,nan,nan,4.370000000000000000e+02,nan,4.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,4.710000000000000000e+02,2.040000000000000000e+02,5.490000000000000000e+02,nan,nan,4.320000000000000000e+02,nan,4.330000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.720000000000000000e+02,1.970000000000000000e+02,5.470000000000000000e+02,nan,nan,4.360000000000000000e+02,nan,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.640000000000000000e+02,2.000000000000000000e+02,5.460000000000000000e+02,nan,nan,4.350000000000000000e+02,nan,nan,4.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.640000000000000000e+02,1.940000000000000000e+02,5.430000000000000000e+02,nan,nan,4.350000000000000000e+02,nan,nan,4.310000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.590000000000000000e+02,1.990000000000000000e+02,5.470000000000000000e+02,nan,nan,4.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,4.590000000000000000e+02,1.970000000000000000e+02,5.470000000000000000e+02,nan,nan,4.400000000000000000e+02,nan,nan,nan,5.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,4.570000000000000000e+02,1.940000000000000000e+02,5.440000000000000000e+02,nan,nan,4.450000000000000000e+02,nan,nan,nan,5.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.530000000000000000e+02,1.950000000000000000e+02,5.410000000000000000e+02,nan,nan,4.570000000000000000e+02,nan,nan,nan,5.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,4.530000000000000000e+02,1.980000000000000000e+02,5.370000000000000000e+02,nan,nan,nan,nan,nan,nan,5.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,4.530000000000000000e+02,1.970000000000000000e+02,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,5.010000000000000000e+02,3.040000000000000000e+02,4.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,4.490000000000000000e+02,1.960000000000000000e+02,5.360000000000000000e+02,nan,nan,nan,nan,nan,nan,5.010000000000000000e+02,3.000000000000000000e+02,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,4.480000000000000000e+02,1.910000000000000000e+02,5.360000000000000000e+02,nan,nan,nan,nan,nan,nan,5.040000000000000000e+02,2.950000000000000000e+02,4.130000000000000000e+02,1.360000000000000000e+02,4.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,4.480000000000000000e+02,1.900000000000000000e+02,5.300000000000000000e+02,nan,nan,nan,nan,nan,nan,5.030000000000000000e+02,2.930000000000000000e+02,4.120000000000000000e+02,1.350000000000000000e+02,nan,4.910000000000000000e+02,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,4.470000000000000000e+02,1.920000000000000000e+02,5.340000000000000000e+02,nan,nan,nan,nan,nan,nan,5.010000000000000000e+02,2.890000000000000000e+02,4.120000000000000000e+02,1.340000000000000000e+02,nan,4.900000000000000000e+02,nan,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,4.430000000000000000e+02,1.900000000000000000e+02,5.280000000000000000e+02,nan,nan,nan,nan,nan,nan,5.010000000000000000e+02,2.840000000000000000e+02,4.130000000000000000e+02,1.320000000000000000e+02,nan,4.860000000000000000e+02,nan,nan,4.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,4.410000000000000000e+02,1.940000000000000000e+02,5.280000000000000000e+02,nan,nan,nan,nan,nan,nan,5.010000000000000000e+02,2.800000000000000000e+02,4.130000000000000000e+02,1.360000000000000000e+02,nan,4.810000000000000000e+02,nan,nan,nan,4.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,4.400000000000000000e+02,1.890000000000000000e+02,5.260000000000000000e+02,nan,nan,nan,nan,nan,nan,5.070000000000000000e+02,2.810000000000000000e+02,4.110000000000000000e+02,1.340000000000000000e+02,nan,4.810000000000000000e+02,nan,nan,nan,nan,4.400000000000000000e+02,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,4.390000000000000000e+02,1.900000000000000000e+02,5.240000000000000000e+02,nan,nan,nan,nan,nan,nan,5.030000000000000000e+02,2.770000000000000000e+02,4.140000000000000000e+02,1.290000000000000000e+02,nan,4.750000000000000000e+02,nan,nan,nan,nan,4.430000000000000000e+02,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,4.560000000000000000e+02,1.900000000000000000e+02,5.250000000000000000e+02,nan,nan,nan,nan,nan,nan,5.100000000000000000e+02,2.730000000000000000e+02,4.150000000000000000e+02,1.310000000000000000e+02,nan,4.740000000000000000e+02,nan,nan,nan,nan,nan,4.420000000000000000e+02,nan,nan,nan,nan,nan
