0.000000000000000000e+00,4.900000000000000000e+02,5.030000000000000000e+02,2.710000000000000000e+02,5.070000000000000000e+02,2.390000000000000000e+02,4.440000000000000000e+02,5.040000000000000000e+02,5.640000000000000000e+02,1.270000000000000000e+02,3.360000000000000000e+02,4.460000000000000000e+02,4.140000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.850000000000000000e+02,4.930000000000000000e+02,2.640000000000000000e+02,5.070000000000000000e+02,2.380000000000000000e+02,4.490000000000000000e+02,5.030000000000000000e+02,5.650000000000000000e+02,1.290000000000000000e+02,3.410000000000000000e+02,4.450000000000000000e+02,4.140000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,4.770000000000000000e+02,4.940000000000000000e+02,2.600000000000000000e+02,5.020000000000000000e+02,2.350000000000000000e+02,4.450000000000000000e+02,5.040000000000000000e+02,5.600000000000000000e+02,1.250000000000000000e+02,3.380000000000000000e+02,4.450000000000000000e+02,4.140000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.730000000000000000e+02,4.930000000000000000e+02,2.620000000000000000e+02,4.970000000000000000e+02,2.350000000000000000e+02,4.420000000000000000e+02,5.030000000000000000e+02,5.620000000000000000e+02,1.220000000000000000e+02,3.460000000000000000e+02,4.420000000000000000e+02,4.180000000000000000e+02,nan,5.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.660000000000000000e+02,4.860000000000000000e+02,2.590000000000000000e+02,4.940000000000000000e+02,2.310000000000000000e+02,4.420000000000000000e+02,4.990000000000000000e+02,5.600000000000000000e+02,1.240000000000000000e+02,3.420000000000000000e+02,4.450000000000000000e+02,4.140000000000000000e+02,nan,5.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.660000000000000000e+02,4.880000000000000000e+02,2.580000000000000000e+02,4.910000000000000000e+02,2.330000000000000000e+02,4.370000000000000000e+02,5.010000000000000000e+02,5.560000000000000000e+02,1.230000000000000000e+02,3.410000000000000000e+02,4.460000000000000000e+02,4.180000000000000000e+02,nan,5.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.630000000000000000e+02,4.820000000000000000e+02,2.550000000000000000e+02,4.850000000000000000e+02,2.290000000000000000e+02,4.380000000000000000e+02,4.990000000000000000e+02,5.580000000000000000e+02,1.240000000000000000e+02,3.340000000000000000e+02,4.460000000000000000e+02,4.190000000000000000e+02,nan,5.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,4.610000000000000000e+02,4.750000000000000000e+02,2.550000000000000000e+02,4.840000000000000000e+02,2.240000000000000000e+02,4.370000000000000000e+02,4.980000000000000000e+02,5.580000000000000000e+02,1.220000000000000000e+02,3.390000000000000000e+02,4.500000000000000000e+02,4.220000000000000000e+02,nan,5.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,4.530000000000000000e+02,4.730000000000000000e+02,2.500000000000000000e+02,4.800000000000000000e+02,2.260000000000000000e+02,4.360000000000000000e+02,4.950000000000000000e+02,5.560000000000000000e+02,1.190000000000000000e+02,3.360000000000000000e+02,4.530000000000000000e+02,4.220000000000000000e+02,nan,5.390000000000000000e+02,5.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.480000000000000000e+02,4.730000000000000000e+02,2.480000000000000000e+02,4.800000000000000000e+02,2.210000000000000000e+02,4.330000000000000000e+02,4.940000000000000000e+02,5.570000000000000000e+02,1.220000000000000000e+02,3.370000000000000000e+02,4.500000000000000000e+02,4.270000000000000000e+02,nan,5.570000000000000000e+02,5.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
