0.000000000000000000e+00,1.300000000000000000e+02,2.370000000000000000e+02,2.810000000000000000e+02,3.590000000000000000e+02,nan,4.050000000000000000e+02,4.190000000000000000e+02,3.810000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,1.310000000000000000e+02,2.420000000000000000e+02,2.860000000000000000e+02,nan,nan,4.140000000000000000e+02,4.240000000000000000e+02,3.860000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.390000000000000000e+02,2.440000000000000000e+02,2.880000000000000000e+02,nan,nan,4.240000000000000000e+02,4.290000000000000000e+02,3.830000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.480000000000000000e+02,2.480000000000000000e+02,2.930000000000000000e+02,nan,nan,4.310000000000000000e+02,4.320000000000000000e+02,nan,3.860000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.520000000000000000e+02,2.510000000000000000e+02,2.950000000000000000e+02,nan,nan,4.400000000000000000e+02,4.410000000000000000e+02,nan,nan,3.890000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.580000000000000000e+02,2.550000000000000000e+02,3.030000000000000000e+02,nan,nan,4.500000000000000000e+02,4.480000000000000000e+02,nan,nan,nan,3.900000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.590000000000000000e+02,2.610000000000000000e+02,3.060000000000000000e+02,nan,nan,4.550000000000000000e+02,4.510000000000000000e+02,nan,nan,nan,3.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.680000000000000000e+02,2.670000000000000000e+02,3.110000000000000000e+02,nan,nan,4.620000000000000000e+02,4.540000000000000000e+02,nan,nan,nan,nan,3.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,1.720000000000000000e+02,2.630000000000000000e+02,3.100000000000000000e+02,nan,nan,4.620000000000000000e+02,4.540000000000000000e+02,nan,nan,nan,nan,nan,3.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.690000000000000000e+02,2.670000000000000000e+02,3.100000000000000000e+02,nan,nan,4.630000000000000000e+02,4.500000000000000000e+02,nan,nan,nan,nan,nan,nan,4.000000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
