0.000000000000000000e+00,5.470000000000000000e+02,4.340000000000000000e+02,2.260000000000000000e+02,1.610000000000000000e+02,3.900000000000000000e+02,3.710000000000000000e+02,4.220000000000000000e+02,4.920000000000000000e+02,nan,2.570000000000000000e+02,nan,1.260000000000000000e+02,3.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,5.440000000000000000e+02,4.310000000000000000e+02,2.230000000000000000e+02,1.600000000000000000e+02,3.920000000000000000e+02,3.750000000000000000e+02,4.200000000000000000e+02,4.950000000000000000e+02,nan,2.600000000000000000e+02,nan,1.240000000000000000e+02,3.320000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,5.400000000000000000e+02,4.310000000000000000e+02,2.200000000000000000e+02,1.620000000000000000e+02,3.950000000000000000e+02,3.700000000000000000e+02,4.190000000000000000e+02,4.950000000000000000e+02,nan,2.600000000000000000e+02,nan,1.240000000000000000e+02,3.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,5.380000000000000000e+02,4.280000000000000000e+02,2.200000000000000000e+02,1.570000000000000000e+02,3.940000000000000000e+02,3.760000000000000000e+02,4.300000000000000000e+02,4.970000000000000000e+02,nan,2.620000000000000000e+02,nan,1.250000000000000000e+02,3.370000000000000000e+02,2.170000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,5.340000000000000000e+02,4.270000000000000000e+02,2.200000000000000000e+02,1.610000000000000000e+02,3.960000000000000000e+02,3.780000000000000000e+02,4.300000000000000000e+02,4.990000000000000000e+02,nan,2.630000000000000000e+02,nan,1.210000000000000000e+02,3.380000000000000000e+02,2.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,5.330000000000000000e+02,4.270000000000000000e+02,2.180000000000000000e+02,1.590000000000000000e+02,3.950000000000000000e+02,3.790000000000000000e+02,4.310000000000000000e+02,4.990000000000000000e+02,nan,2.600000000000000000e+02,nan,1.270000000000000000e+02,3.400000000000000000e+02,2.170000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,5.190000000000000000e+02,4.220000000000000000e+02,2.200000000000000000e+02,1.630000000000000000e+02,3.950000000000000000e+02,3.750000000000000000e+02,4.260000000000000000e+02,nan,nan,2.610000000000000000e+02,nan,1.250000000000000000e+02,3.410000000000000000e+02,2.160000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,5.300000000000000000e+02,4.220000000000000000e+02,2.150000000000000000e+02,1.670000000000000000e+02,3.930000000000000000e+02,3.790000000000000000e+02,4.270000000000000000e+02,nan,nan,2.630000000000000000e+02,nan,1.210000000000000000e+02,3.440000000000000000e+02,2.180000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,5.240000000000000000e+02,4.220000000000000000e+02,2.170000000000000000e+02,1.630000000000000000e+02,3.950000000000000000e+02,3.770000000000000000e+02,4.250000000000000000e+02,nan,nan,2.640000000000000000e+02,nan,1.210000000000000000e+02,3.380000000000000000e+02,2.180000000000000000e+02,5.850000000000000000e+02,2.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,5.220000000000000000e+02,4.160000000000000000e+02,2.170000000000000000e+02,1.630000000000000000e+02,3.940000000000000000e+02,3.790000000000000000e+02,4.280000000000000000e+02,nan,nan,2.630000000000000000e+02,nan,1.230000000000000000e+02,3.470000000000000000e+02,2.180000000000000000e+02,5.810000000000000000e+02,2.910000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
