0.000000000000000000e+00,3.370000000000000000e+02,4.680000000000000000e+02,4.660000000000000000e+02,3.910000000000000000e+02,nan,nan,nan,nan,nan
1.000000000000000000e+00,3.290000000000000000e+02,4.620000000000000000e+02,4.660000000000000000e+02,3.940000000000000000e+02,nan,nan,nan,nan,nan
2.000000000000000000e+00,3.260000000000000000e+02,4.600000000000000000e+02,4.700000000000000000e+02,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.220000000000000000e+02,4.590000000000000000e+02,4.670000000000000000e+02,nan,4.800000000000000000e+02,nan,nan,nan,nan
4.000000000000000000e+00,3.220000000000000000e+02,4.570000000000000000e+02,4.610000000000000000e+02,nan,4.790000000000000000e+02,5.580000000000000000e+02,nan,nan,nan
5.000000000000000000e+00,3.220000000000000000e+02,4.550000000000000000e+02,4.600000000000000000e+02,nan,4.790000000000000000e+02,5.570000000000000000e+02,nan,nan,nan
6.000000000000000000e+00,3.270000000000000000e+02,4.560000000000000000e+02,4.650000000000000000e+02,nan,nan,5.550000000000000000e+02,nan,nan,nan
7.000000000000000000e+00,3.210000000000000000e+02,4.510000000000000000e+02,4.600000000000000000e+02,nan,nan,5.540000000000000000e+02,4.800000000000000000e+02,nan,nan
8.000000000000000000e+00,3.190000000000000000e+02,4.470000000000000000e+02,4.640000000000000000e+02,nan,nan,5.540000000000000000e+02,4.790000000000000000e+02,nan,nan
9.000000000000000000e+00,3.160000000000000000e+02,4.460000000000000000e+02,4.620000000000000000e+02,nan,nan,5.530000000000000000e+02,4.830000000000000000e+02,nan,nan
1.000000000000000000e+01,3.170000000000000000e+02,4.460000000000000000e+02,4.620000000000000000e+02,nan,nan,5.510000000000000000e+02,4.820000000000000000e+02,nan,nan
1.100000000000000000e+01,3.140000000000000000e+02,4.420000000000000000e+02,4.630000000000000000e+02,nan,nan,5.530000000000000000e+02,4.790000000000000000e+02,nan,nan
1.200000000000000000e+01,3.120000000000000000e+02,4.400000000000000000e+02,4.630000000000000000e+02,nan,nan,5.520000000000000000e+02,4.810000000000000000e+02,nan,nan
1.300000000000000000e+01,3.130000000000000000e+02,4.390000000000000000e+02,4.570000000000000000e+02,nan,nan,5.530000000000000000e+02,4.820000000000000000e+02,nan,nan
1.400000000000000000e+01,3.090000000000000000e+02,4.370000000000000000e+02,4.570000000000000000e+02,nan,nan,5.520000000000000000e+02,4.820000000000000000e+02,nan,nan
1.500000000000000000e+01,3.070000000000000000e+02,4.340000000000000000e+02,4.580000000000000000e+02,nan,nan,5.510000000000000000e+02,4.820000000000000000e+02,nan,nan
1.600000000000000000e+01,3.070000000000000000e+02,4.340000000000000000e+02,4.560000000000000000e+02,nan,nan,5.510000000000000000e+02,4.840000000000000000e+02,nan,nan
1.700000000000000000e+01,3.040000000000000000e+02,4.320000000000000000e+02,4.600000000000000000e+02,nan,nan,5.480000000000000000e+02,4.840000000000000000e+02,5.710000000000000000e+02,nan
1.800000000000000000e+01,3.020000000000000000e+02,4.290000000000000000e+02,4.570000000000000000e+02,nan,nan,5.460000000000000000e+02,4.840000000000000000e+02,5.720000000000000000e+02,nan
