0.000000000000000000e+00,nan,nan,nan
1.000000000000000000e+00,nan,nan,nan
2.000000000000000000e+00,4.770000000000000000e+02,nan,nan
3.000000000000000000e+00,4.800000000000000000e+02,nan,nan
4.000000000000000000e+00,4.780000000000000000e+02,nan,nan
5.000000000000000000e+00,4.750000000000000000e+02,nan,nan
6.000000000000000000e+00,4.750000000000000000e+02,nan,nan
7.000000000000000000e+00,4.750000000000000000e+02,nan,nan
8.000000000000000000e+00,4.710000000000000000e+02,nan,nan
9.000000000000000000e+00,4.710000000000000000e+02,nan,nan
1.000000000000000000e+01,4.700000000000000000e+02,nan,nan
1.100000000000000000e+01,4.690000000000000000e+02,nan,nan
1.200000000000000000e+01,4.700000000000000000e+02,nan,nan
1.300000000000000000e+01,4.680000000000000000e+02,5.390000000000000000e+02,nan
1.400000000000000000e+01,4.680000000000000000e+02,5.400000000000000000e+02,nan
1.500000000000000000e+01,4.660000000000000000e+02,5.360000000000000000e+02,nan
1.600000000000000000e+01,4.660000000000000000e+02,5.340000000000000000e+02,nan
1.700000000000000000e+01,4.660000000000000000e+02,5.300000000000000000e+02,nan
1.800000000000000000e+01,4.650000000000000000e+02,5.310000000000000000e+02,nan
1.900000000000000000e+01,4.640000000000000000e+02,5.240000000000000000e+02,nan
2.000000000000000000e+01,4.640000000000000000e+02,5.200000000000000000e+02,5.140000000000000000e+02
2.100000000000000000e+01,4.660000000000000000e+02,5.210000000000000000e+02,5.120000000000000000e+02
2.200000000000000000e+01,4.660000000000000000e+02,5.160000000000000000e+02,5.130000000000000000e+02
2.300000000000000000e+01,4.660000000000000000e+02,5.180000000000000000e+02,5.100000000000000000e+02
2.400000000000000000e+01,4.630000000000000000e+02,5.140000000000000000e+02,5.070000000000000000e+02
2.500000000000000000e+01,4.640000000000000000e+02,5.150000000000000000e+02,5.070000000000000000e+02
2.600000000000000000e+01,4.640000000000000000e+02,5.090000000000000000e+02,5.030000000000000000e+02
2.700000000000000000e+01,4.640000000000000000e+02,5.140000000000000000e+02,5.020000000000000000e+02
2.800000000000000000e+01,4.640000000000000000e+02,5.070000000000000000e+02,5.060000000000000000e+02
2.900000000000000000e+01,4.600000000000000000e+02,5.060000000000000000e+02,5.010000000000000000e+02
3.000000000000000000e+01,4.610000000000000000e+02,5.050000000000000000e+02,5.040000000000000000e+02
3.100000000000000000e+01,4.590000000000000000e+02,5.010000000000000000e+02,5.000000000000000000e+02
3.200000000000000000e+01,4.610000000000000000e+02,5.060000000000000000e+02,5.010000000000000000e+02
3.300000000000000000e+01,4.610000000000000000e+02,5.010000000000000000e+02,4.980000000000000000e+02
3.400000000000000000e+01,4.600000000000000000e+02,5.000000000000000000e+02,4.950000000000000000e+02
3.500000000000000000e+01,4.570000000000000000e+02,4.960000000000000000e+02,4.970000000000000000e+02
3.600000000000000000e+01,4.560000000000000000e+02,4.920000000000000000e+02,5.010000000000000000e+02
3.700000000000000000e+01,4.550000000000000000e+02,4.890000000000000000e+02,4.910000000000000000e+02
3.800000000000000000e+01,4.550000000000000000e+02,4.860000000000000000e+02,4.930000000000000000e+02
3.900000000000000000e+01,4.550000000000000000e+02,4.860000000000000000e+02,4.910000000000000000e+02
4.000000000000000000e+01,4.550000000000000000e+02,4.790000000000000000e+02,4.930000000000000000e+02
4.100000000000000000e+01,4.560000000000000000e+02,4.820000000000000000e+02,4.910000000000000000e+02
4.200000000000000000e+01,4.540000000000000000e+02,4.810000000000000000e+02,4.930000000000000000e+02
4.300000000000000000e+01,4.550000000000000000e+02,4.850000000000000000e+02,4.940000000000000000e+02
4.400000000000000000e+01,4.540000000000000000e+02,4.840000000000000000e+02,4.960000000000000000e+02
4.500000000000000000e+01,4.540000000000000000e+02,4.760000000000000000e+02,4.940000000000000000e+02
4.600000000000000000e+01,4.560000000000000000e+02,4.790000000000000000e+02,4.930000000000000000e+02
4.700000000000000000e+01,4.600000000000000000e+02,4.780000000000000000e+02,4.940000000000000000e+02
4.800000000000000000e+01,4.660000000000000000e+02,4.850000000000000000e+02,5.030000000000000000e+02
4.900000000000000000e+01,nan,4.970000000000000000e+02,5.160000000000000000e+02
5.000000000000000000e+01,nan,nan,nan
5.100000000000000000e+01,nan,nan,nan
5.200000000000000000e+01,nan,nan,nan
5.300000000000000000e+01,nan,nan,nan
5.400000000000000000e+01,nan,nan,nan
5.500000000000000000e+01,nan,nan,nan
5.600000000000000000e+01,nan,nan,nan
5.700000000000000000e+01,nan,nan,nan
5.800000000000000000e+01,nan,nan,nan
