phi1,phi2
286.314722,146.077778
276.670833,136.442778
270.612778,130.3825
275.418611,135.195278
279.265,139.029722
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
