0.000000000000000000e+00,3.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.980000000000000000e+02,nan,nan,nan,nan,4.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.010000000000000000e+02,nan,nan,nan,nan,4.620000000000000000e+02,1.490000000000000000e+02,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,3.020000000000000000e+02,nan,nan,nan,nan,4.610000000000000000e+02,1.520000000000000000e+02,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,3.060000000000000000e+02,nan,nan,nan,nan,4.570000000000000000e+02,1.470000000000000000e+02,5.480000000000000000e+02,4.050000000000000000e+02,nan,nan,nan,nan
6.000000000000000000e+00,3.000000000000000000e+02,nan,nan,nan,nan,4.490000000000000000e+02,1.520000000000000000e+02,5.480000000000000000e+02,4.040000000000000000e+02,nan,nan,nan,nan
7.000000000000000000e+00,3.030000000000000000e+02,nan,nan,nan,nan,4.450000000000000000e+02,1.450000000000000000e+02,5.480000000000000000e+02,4.060000000000000000e+02,nan,nan,nan,nan
8.000000000000000000e+00,3.000000000000000000e+02,nan,nan,nan,nan,4.460000000000000000e+02,1.490000000000000000e+02,5.480000000000000000e+02,4.060000000000000000e+02,2.420000000000000000e+02,nan,nan,nan
9.000000000000000000e+00,3.010000000000000000e+02,nan,nan,nan,nan,4.430000000000000000e+02,1.480000000000000000e+02,5.490000000000000000e+02,4.080000000000000000e+02,2.420000000000000000e+02,nan,nan,nan
1.000000000000000000e+01,3.020000000000000000e+02,nan,nan,nan,nan,4.400000000000000000e+02,1.450000000000000000e+02,5.470000000000000000e+02,4.060000000000000000e+02,2.450000000000000000e+02,nan,nan,nan
1.100000000000000000e+01,2.980000000000000000e+02,nan,nan,nan,nan,4.360000000000000000e+02,1.460000000000000000e+02,5.440000000000000000e+02,4.080000000000000000e+02,2.450000000000000000e+02,nan,nan,nan
1.200000000000000000e+01,3.010000000000000000e+02,nan,nan,nan,nan,4.290000000000000000e+02,1.460000000000000000e+02,5.480000000000000000e+02,4.090000000000000000e+02,2.450000000000000000e+02,nan,nan,nan
1.300000000000000000e+01,3.000000000000000000e+02,nan,nan,nan,nan,4.240000000000000000e+02,1.470000000000000000e+02,5.480000000000000000e+02,4.080000000000000000e+02,2.480000000000000000e+02,nan,nan,nan
1.400000000000000000e+01,3.090000000000000000e+02,nan,nan,nan,nan,4.180000000000000000e+02,1.460000000000000000e+02,5.480000000000000000e+02,4.100000000000000000e+02,2.480000000000000000e+02,nan,nan,nan
1.500000000000000000e+01,3.000000000000000000e+02,nan,nan,nan,nan,4.190000000000000000e+02,1.470000000000000000e+02,5.490000000000000000e+02,4.080000000000000000e+02,2.490000000000000000e+02,nan,nan,nan
1.600000000000000000e+01,3.030000000000000000e+02,nan,nan,nan,nan,4.150000000000000000e+02,1.460000000000000000e+02,5.490000000000000000e+02,4.110000000000000000e+02,2.500000000000000000e+02,nan,nan,nan
1.700000000000000000e+01,3.040000000000000000e+02,nan,nan,nan,nan,4.090000000000000000e+02,1.420000000000000000e+02,5.490000000000000000e+02,4.330000000000000000e+02,2.500000000000000000e+02,nan,nan,nan
1.800000000000000000e+01,3.050000000000000000e+02,nan,nan,nan,nan,4.100000000000000000e+02,1.440000000000000000e+02,5.510000000000000000e+02,4.350000000000000000e+02,2.520000000000000000e+02,nan,nan,nan
1.900000000000000000e+01,3.040000000000000000e+02,nan,nan,nan,nan,4.030000000000000000e+02,1.450000000000000000e+02,5.510000000000000000e+02,4.360000000000000000e+02,2.520000000000000000e+02,nan,nan,nan
2.000000000000000000e+01,3.060000000000000000e+02,nan,nan,nan,nan,3.970000000000000000e+02,1.430000000000000000e+02,5.520000000000000000e+02,4.340000000000000000e+02,2.580000000000000000e+02,nan,nan,nan
2.100000000000000000e+01,3.010000000000000000e+02,nan,nan,nan,nan,3.970000000000000000e+02,1.450000000000000000e+02,5.510000000000000000e+02,4.330000000000000000e+02,2.540000000000000000e+02,nan,nan,nan
2.200000000000000000e+01,3.000000000000000000e+02,nan,nan,nan,nan,nan,nan,5.510000000000000000e+02,4.330000000000000000e+02,2.520000000000000000e+02,nan,nan,nan
2.300000000000000000e+01,3.030000000000000000e+02,nan,nan,nan,nan,nan,nan,5.520000000000000000e+02,4.370000000000000000e+02,2.570000000000000000e+02,nan,nan,nan
2.400000000000000000e+01,3.030000000000000000e+02,nan,nan,nan,nan,nan,nan,5.520000000000000000e+02,4.330000000000000000e+02,2.560000000000000000e+02,nan,nan,nan
2.500000000000000000e+01,3.030000000000000000e+02,nan,nan,nan,nan,nan,nan,5.530000000000000000e+02,4.360000000000000000e+02,2.580000000000000000e+02,nan,nan,nan
2.600000000000000000e+01,3.000000000000000000e+02,nan,nan,nan,nan,nan,nan,5.490000000000000000e+02,4.340000000000000000e+02,2.620000000000000000e+02,nan,nan,nan
2.700000000000000000e+01,3.010000000000000000e+02,nan,nan,nan,nan,nan,nan,5.530000000000000000e+02,4.340000000000000000e+02,2.620000000000000000e+02,4.440000000000000000e+02,nan,nan
2.800000000000000000e+01,3.030000000000000000e+02,nan,nan,nan,nan,nan,nan,5.490000000000000000e+02,4.330000000000000000e+02,2.620000000000000000e+02,4.410000000000000000e+02,nan,nan
2.900000000000000000e+01,3.020000000000000000e+02,nan,nan,nan,nan,nan,nan,5.490000000000000000e+02,4.360000000000000000e+02,2.590000000000000000e+02,4.340000000000000000e+02,nan,nan
3.000000000000000000e+01,2.990000000000000000e+02,nan,nan,nan,nan,nan,nan,5.510000000000000000e+02,4.380000000000000000e+02,2.620000000000000000e+02,4.310000000000000000e+02,2.910000000000000000e+02,nan
3.100000000000000000e+01,3.020000000000000000e+02,nan,nan,nan,nan,nan,nan,5.490000000000000000e+02,4.360000000000000000e+02,2.620000000000000000e+02,4.220000000000000000e+02,2.880000000000000000e+02,nan
3.200000000000000000e+01,3.070000000000000000e+02,nan,nan,nan,nan,nan,nan,5.490000000000000000e+02,4.400000000000000000e+02,2.580000000000000000e+02,4.210000000000000000e+02,2.870000000000000000e+02,4.600000000000000000e+02
