0.000000000000000000e+00,1.620000000000000000e+02,nan,nan,1.420000000000000000e+02,4.490000000000000000e+02,4.250000000000000000e+02,4.820000000000000000e+02,3.740000000000000000e+02,nan,5.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,1.600000000000000000e+02,nan,nan,1.410000000000000000e+02,4.460000000000000000e+02,4.210000000000000000e+02,4.790000000000000000e+02,3.740000000000000000e+02,nan,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.550000000000000000e+02,nan,nan,1.400000000000000000e+02,4.450000000000000000e+02,4.260000000000000000e+02,4.810000000000000000e+02,3.760000000000000000e+02,nan,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.520000000000000000e+02,nan,nan,1.390000000000000000e+02,4.460000000000000000e+02,4.230000000000000000e+02,4.780000000000000000e+02,3.750000000000000000e+02,nan,5.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.500000000000000000e+02,nan,nan,1.390000000000000000e+02,4.380000000000000000e+02,4.230000000000000000e+02,4.790000000000000000e+02,3.780000000000000000e+02,nan,5.330000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.440000000000000000e+02,nan,nan,1.380000000000000000e+02,4.420000000000000000e+02,4.200000000000000000e+02,4.810000000000000000e+02,3.760000000000000000e+02,nan,5.300000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.440000000000000000e+02,nan,nan,1.350000000000000000e+02,4.410000000000000000e+02,4.190000000000000000e+02,4.800000000000000000e+02,3.740000000000000000e+02,nan,5.340000000000000000e+02,5.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.450000000000000000e+02,nan,nan,1.270000000000000000e+02,4.400000000000000000e+02,4.170000000000000000e+02,4.750000000000000000e+02,3.750000000000000000e+02,nan,5.330000000000000000e+02,5.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,1.420000000000000000e+02,nan,nan,1.270000000000000000e+02,nan,nan,4.800000000000000000e+02,3.750000000000000000e+02,nan,5.300000000000000000e+02,5.450000000000000000e+02,4.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.400000000000000000e+02,nan,nan,1.270000000000000000e+02,nan,nan,4.800000000000000000e+02,nan,nan,5.300000000000000000e+02,5.490000000000000000e+02,4.420000000000000000e+02,2.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,1.380000000000000000e+02,nan,nan,1.290000000000000000e+02,nan,nan,4.730000000000000000e+02,nan,nan,5.290000000000000000e+02,5.410000000000000000e+02,4.440000000000000000e+02,2.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,1.340000000000000000e+02,nan,nan,1.240000000000000000e+02,nan,nan,4.760000000000000000e+02,nan,nan,5.250000000000000000e+02,5.440000000000000000e+02,4.320000000000000000e+02,2.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,1.350000000000000000e+02,nan,nan,1.240000000000000000e+02,nan,nan,4.730000000000000000e+02,nan,nan,5.290000000000000000e+02,5.420000000000000000e+02,4.320000000000000000e+02,2.900000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,1.320000000000000000e+02,nan,nan,1.240000000000000000e+02,nan,nan,4.710000000000000000e+02,nan,nan,5.300000000000000000e+02,5.370000000000000000e+02,4.330000000000000000e+02,2.870000000000000000e+02,4.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,1.330000000000000000e+02,nan,nan,1.260000000000000000e+02,nan,nan,4.750000000000000000e+02,nan,nan,5.290000000000000000e+02,5.390000000000000000e+02,4.310000000000000000e+02,2.860000000000000000e+02,4.440000000000000000e+02,4.120000000000000000e+02,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,1.270000000000000000e+02,nan,nan,1.250000000000000000e+02,nan,nan,4.700000000000000000e+02,nan,nan,5.270000000000000000e+02,5.350000000000000000e+02,4.290000000000000000e+02,2.840000000000000000e+02,4.440000000000000000e+02,nan,4.100000000000000000e+02,nan,nan,nan,nan,nan
1.600000000000000000e+01,1.260000000000000000e+02,nan,nan,1.290000000000000000e+02,nan,nan,4.740000000000000000e+02,nan,nan,5.260000000000000000e+02,5.360000000000000000e+02,4.310000000000000000e+02,2.860000000000000000e+02,4.400000000000000000e+02,nan,4.110000000000000000e+02,nan,nan,nan,nan,nan
1.700000000000000000e+01,1.240000000000000000e+02,nan,nan,1.210000000000000000e+02,nan,nan,4.730000000000000000e+02,nan,nan,5.290000000000000000e+02,5.290000000000000000e+02,4.290000000000000000e+02,2.800000000000000000e+02,4.340000000000000000e+02,nan,4.100000000000000000e+02,3.140000000000000000e+02,nan,nan,nan,nan
1.800000000000000000e+01,1.260000000000000000e+02,nan,nan,1.220000000000000000e+02,nan,nan,4.740000000000000000e+02,nan,nan,5.250000000000000000e+02,5.230000000000000000e+02,nan,2.780000000000000000e+02,4.360000000000000000e+02,nan,4.060000000000000000e+02,3.140000000000000000e+02,nan,nan,nan,nan
1.900000000000000000e+01,1.220000000000000000e+02,nan,nan,1.200000000000000000e+02,nan,nan,4.740000000000000000e+02,nan,nan,5.240000000000000000e+02,5.240000000000000000e+02,nan,2.770000000000000000e+02,4.350000000000000000e+02,nan,4.040000000000000000e+02,3.150000000000000000e+02,3.900000000000000000e+02,nan,nan,nan
2.000000000000000000e+01,1.200000000000000000e+02,nan,nan,1.170000000000000000e+02,nan,nan,4.700000000000000000e+02,nan,nan,5.240000000000000000e+02,5.260000000000000000e+02,nan,2.740000000000000000e+02,4.300000000000000000e+02,nan,4.070000000000000000e+02,3.150000000000000000e+02,3.910000000000000000e+02,nan,nan,nan
2.100000000000000000e+01,1.160000000000000000e+02,nan,nan,1.160000000000000000e+02,nan,nan,4.690000000000000000e+02,nan,nan,5.280000000000000000e+02,nan,nan,2.710000000000000000e+02,4.260000000000000000e+02,nan,4.080000000000000000e+02,3.170000000000000000e+02,3.930000000000000000e+02,nan,nan,nan
