0.000000000000000000e+00,5.350000000000000000e+02,5.410000000000000000e+02,1.540000000000000000e+02,2.960000000000000000e+02,nan,nan,4.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,5.350000000000000000e+02,5.410000000000000000e+02,1.540000000000000000e+02,2.990000000000000000e+02,nan,nan,4.140000000000000000e+02,2.940000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,5.260000000000000000e+02,5.390000000000000000e+02,1.520000000000000000e+02,2.980000000000000000e+02,nan,nan,4.100000000000000000e+02,2.910000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,5.310000000000000000e+02,5.370000000000000000e+02,1.530000000000000000e+02,2.990000000000000000e+02,nan,nan,4.180000000000000000e+02,2.840000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,5.270000000000000000e+02,5.350000000000000000e+02,1.520000000000000000e+02,2.990000000000000000e+02,nan,nan,4.110000000000000000e+02,2.800000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,5.300000000000000000e+02,5.340000000000000000e+02,1.520000000000000000e+02,3.000000000000000000e+02,nan,nan,4.150000000000000000e+02,2.800000000000000000e+02,5.440000000000000000e+02,4.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,5.240000000000000000e+02,5.320000000000000000e+02,1.510000000000000000e+02,2.980000000000000000e+02,nan,nan,4.230000000000000000e+02,2.700000000000000000e+02,5.450000000000000000e+02,4.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,5.260000000000000000e+02,5.330000000000000000e+02,nan,3.000000000000000000e+02,nan,nan,4.130000000000000000e+02,2.730000000000000000e+02,5.470000000000000000e+02,4.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,5.250000000000000000e+02,5.320000000000000000e+02,nan,3.010000000000000000e+02,nan,nan,4.150000000000000000e+02,2.650000000000000000e+02,5.460000000000000000e+02,4.430000000000000000e+02,5.240000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,5.210000000000000000e+02,5.310000000000000000e+02,nan,3.000000000000000000e+02,nan,nan,4.140000000000000000e+02,2.670000000000000000e+02,5.460000000000000000e+02,4.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,5.260000000000000000e+02,5.440000000000000000e+02,nan,3.030000000000000000e+02,nan,nan,4.220000000000000000e+02,2.590000000000000000e+02,nan,nan,nan,3.710000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,5.170000000000000000e+02,5.460000000000000000e+02,nan,3.050000000000000000e+02,nan,nan,4.130000000000000000e+02,2.570000000000000000e+02,nan,nan,nan,3.700000000000000000e+02,5.290000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,5.150000000000000000e+02,5.430000000000000000e+02,nan,3.070000000000000000e+02,nan,nan,4.110000000000000000e+02,2.540000000000000000e+02,nan,nan,nan,3.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,5.080000000000000000e+02,5.480000000000000000e+02,nan,3.080000000000000000e+02,nan,nan,4.120000000000000000e+02,2.520000000000000000e+02,nan,nan,nan,3.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,5.100000000000000000e+02,5.460000000000000000e+02,nan,3.090000000000000000e+02,nan,nan,4.110000000000000000e+02,2.510000000000000000e+02,nan,nan,nan,3.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,5.080000000000000000e+02,5.470000000000000000e+02,nan,3.090000000000000000e+02,nan,nan,4.100000000000000000e+02,2.440000000000000000e+02,nan,nan,nan,3.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,5.070000000000000000e+02,5.480000000000000000e+02,nan,3.100000000000000000e+02,nan,nan,4.150000000000000000e+02,2.390000000000000000e+02,nan,nan,nan,3.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,5.030000000000000000e+02,5.480000000000000000e+02,nan,3.110000000000000000e+02,nan,nan,4.120000000000000000e+02,2.330000000000000000e+02,nan,nan,nan,3.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,5.030000000000000000e+02,5.350000000000000000e+02,nan,3.110000000000000000e+02,nan,nan,4.090000000000000000e+02,2.360000000000000000e+02,nan,nan,nan,3.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,4.990000000000000000e+02,5.310000000000000000e+02,nan,3.120000000000000000e+02,nan,nan,4.080000000000000000e+02,2.310000000000000000e+02,nan,nan,nan,3.320000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,4.980000000000000000e+02,5.300000000000000000e+02,nan,3.160000000000000000e+02,nan,nan,4.110000000000000000e+02,2.280000000000000000e+02,nan,nan,nan,3.300000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,5.000000000000000000e+02,5.290000000000000000e+02,nan,3.170000000000000000e+02,nan,nan,4.170000000000000000e+02,2.220000000000000000e+02,nan,nan,nan,3.270000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,4.930000000000000000e+02,5.300000000000000000e+02,nan,3.160000000000000000e+02,nan,nan,4.120000000000000000e+02,2.220000000000000000e+02,nan,nan,nan,3.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,4.950000000000000000e+02,5.300000000000000000e+02,nan,3.140000000000000000e+02,nan,nan,4.160000000000000000e+02,2.200000000000000000e+02,nan,nan,nan,3.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,4.940000000000000000e+02,5.290000000000000000e+02,nan,3.180000000000000000e+02,nan,nan,4.210000000000000000e+02,2.160000000000000000e+02,nan,nan,nan,3.160000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,4.940000000000000000e+02,5.300000000000000000e+02,nan,3.180000000000000000e+02,nan,nan,4.220000000000000000e+02,2.140000000000000000e+02,nan,nan,nan,3.140000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
