Frame,Point_0_x,Point_0_y,Point_1_x,Point_1_y,Point_2_x,Point_2_y,Point_3_x,Point_3_y,Point_4_x,Point_4_y,Point_5_x,Point_5_y,Point_6_x,Point_6_y,Point_7_x,Point_7_y,Point_8_x,Point_8_y,Point_9_x,Point_9_y,Point_10_x,Point_10_y,Point_11_x,Point_11_y,Point_12_x,Point_12_y,Point_13_x,Point_13_y,Point_14_x,Point_14_y,Point_15_x,Point_15_y,Point_16_x,Point_16_y,Point_17_x,Point_17_y,Point_18_x,Point_18_y,Point_19_x,Point_19_y,Point_20_x,Point_20_y,Point_21_x,Point_21_y,Point_22_x,Point_22_y,Point_23_x,Point_23_y,Point_24_x,Point_24_y,Point_25_x,Point_25_y,Point_26_x,Point_26_y,Point_27_x,Point_27_y,Point_28_x,Point_28_y,Point_29_x,Point_29_y,Point_30_x,Point_30_y,Point_31_x,Point_31_y,Point_32_x,Point_32_y,Point_33_x,Point_33_y,Point_34_x,Point_34_y,Point_35_x,Point_35_y,Point_36_x,Point_36_y,Point_37_x,Point_37_y,Point_38_x,Point_38_y,Point_39_x,Point_39_y,Point_40_x,Point_40_y,Point_41_x,Point_41_y,Point_42_x,Point_42_y,Point_43_x,Point_43_y,Point_44_x,Point_44_y,Point_45_x,Point_45_y,Point_46_x,Point_46_y,Point_47_x,Point_47_y,Point_48_x,Point_48_y,Point_49_x,Point_49_y,Point_50_x,Point_50_y,Point_51_x,Point_51_y,Point_52_x,Point_52_y,Point_53_x,Point_53_y,Point_54_x,Point_54_y,Point_55_x,Point_55_y,Point_56_x,Point_56_y,Point_57_x,Point_57_y,Point_58_x,Point_58_y,Point_59_x,Point_59_y,Point_60_x,Point_60_y,Point_61_x,Point_61_y,Point_62_x,Point_62_y,Point_63_x,Point_63_y,Point_64_x,Point_64_y,Point_65_x,Point_65_y,Point_66_x,Point_66_y,Point_67_x,Point_67_y,Point_68_x,Point_68_y,Point_69_x,Point_69_y,Point_70_x,Point_70_y,Point_71_x,Point_71_y,Point_72_x,Point_72_y,Point_73_x,Point_73_y,Point_74_x,Point_74_y,Point_75_x,Point_75_y,Point_76_x,Point_76_y,Point_77_x,Point_77_y,Point_78_x,Point_78_y,Point_79_x,Point_79_y,Point_80_x,Point_80_y,Point_81_x,Point_81_y,Point_82_x,Point_82_y,Point_83_x,Point_83_y,Point_84_x,Point_84_y,Point_85_x,Point_85_y,Point_86_x,Point_86_y,Point_87_x,Point_87_y,Point_88_x,Point_88_y,Point_89_x,Point_89_y,Point_90_x,Point_90_y,Point_91_x,Point_91_y,Point_92_x,Point_92_y,Point_93_x,Point_93_y,Point_94_x,Point_94_y,Point_95_x,Point_95_y,Point_96_x,Point_96_y,Point_97_x,Point_97_y,Point_98_x,Point_98_y,Point_99_x,Point_99_y,Point_100_x,Point_100_y,Point_101_x,Point_101_y,Point_102_x,Point_102_y,Point_103_x,Point_103_y,Point_104_x,Point_104_y,Point_105_x,Point_105_y,Point_106_x,Point_106_y,Point_107_x,Point_107_y,Point_108_x,Point_108_y,Point_109_x,Point_109_y,Point_110_x,Point_110_y,Point_111_x,Point_111_y,Point_112_x,Point_112_y,Point_113_x,Point_113_y,Point_114_x,Point_114_y,Point_115_x,Point_115_y,Point_116_x,Point_116_y,Point_117_x,Point_117_y,Point_118_x,Point_118_y,Point_119_x,Point_119_y,Point_120_x,Point_120_y,Point_121_x,Point_121_y,Point_122_x,Point_122_y,Point_123_x,Point_123_y
375,,,417.5779419,1096.072388,1302.314819,1062.307495,118.2813721,969.6491089,202.9372711,649.6652832,141.6968536,988.4422607,,,,,244.8436737,1119.46521,,,1706.135986,732.68573,,,,,1429.367798,212.1983948,595.5501709,1208.071533,1091.404419,856.6274414,,,1744.738037,545.5946045,1006.658081,1235.153809,1369.607544,965.8636475,1624.67395,668.5298462,,,1627.023071,1364.453979,,,,,1115.173706,1188.174561,53.41256332,1246.750122,1636.08728,466.7472229,,,521.8516235,1282.381958,589.3312378,1283.008789,,,,,,,412.2401733,1102.612061,,,,,,,440.371582,384.486145,542.4136353,1204.972168,,,,,,,24.85540009,362.7840271,820.6088867,1091.185913,27.15890503,880.0307007,1268.580322,593.6560059,1851.949097,318.3782959,1471.338623,160.2989197,1872.629517,1192.167847,314.2983398,804.3118286,1272.699585,721.8220825,1637.569214,1319.807861,,,,,,,,,,,1271.990234,1283.889404,1489.020386,834.4332275,1770.451416,939.6976929,156.1008911,1335.992065,57.54036713,331.6396179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,415.2284851,1092.578979,1303.702026,1061.151123,118.3892975,969.6662598,202.6439056,649.8046875,142.2698212,988.744751,,,,,242.3712769,1121.53064,,,1705.023926,731.0366211,,,,,1428.685791,212.2936554,595.0465698,1207.893433,1091.126587,856.7642212,,,1743.7229,546.0552368,1005.869141,1235.03772,1368.509644,973.5810547,1624.712646,668.6166992,,,1627.432495,1364.070068,,,,,1114.805298,1187.998291,54.27842712,1246.30188,1635.677856,466.6838989,,,519.0452271,1282.741699,588.8481445,1283.07312,,,,,,,410.203186,1100.290405,,,,,,,439.1687012,384.6956787,541.520752,1204.324341,,,,,,,25.36185837,363.2706909,819.9909668,1089.365601,24.78831673,882.7803955,1267.938477,593.2324829,1849.894775,314.4475708,1472.093384,156.0827332,1872.190308,1192.717163,315.1485596,804.7806396,1272.652832,722.0527954,1637.617065,1319.791138,,,,,,,,,,,1272.606812,1284.078613,1488.252686,835.5262451,1766.730957,936.7581177,156.9260254,1337.836182,57.32733536,331.3135681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,414.7970276,1092.508667,1303.734863,1060.584717,118.4784851,969.5549927,202.8572693,650.2207642,143.2758179,982.4001465,,,,,242.7290192,1121.389771,,,1705.119629,731.1282959,,,,,1428.578247,212.227005,595.2520142,1208.053711,1091.261841,856.8144531,,,1743.65271,546.1380615,1005.955017,1234.940796,1368.378662,973.7196655,1624.972168,668.6627808,,,1627.174561,1363.75647,,,,,1114.699829,1187.883667,54.80929184,1246.230957,1635.42334,466.6410217,,,519.3933716,1282.445313,588.8405762,1283.248779,,,,,,,410.2233276,1101.117065,,,,,,,439.1409912,384.730957,541.5062256,1203.781128,,,,,,,25.63076782,363.7454834,820.3667603,1091.145386,24.95837784,883.3152466,1267.880127,593.2504883,1849.817261,314.060791,1472.895386,156.5098267,1872.718994,1192.80542,315.2968445,803.8912354,1272.916138,721.9869995,1637.411133,1320.297852,,,,,,,,,,,1273.033447,1283.886963,1488.290161,835.3276978,1766.490967,936.6438599,159.3065491,1344.775269,57.08385086,331.1272278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,414.8866577,1092.154175,1303.157715,1061.838989,118.3196335,969.4832764,202.5882416,649.998291,143.5243073,981.6060791,,,,,242.38237,1121.556763,,,1705.417725,731.1737061,,,,,1428.582886,212.2238312,594.1114502,1207.40979,1091.21582,856.5773315,,,1743.78064,546.1870728,1005.776611,1234.813965,1368.105957,973.048645,1624.536133,668.7825928,,,1627.098633,1363.666992,,,,,1114.689087,1187.745728,55.14550018,1245.915161,1635.39624,466.6860657,,,519.7044678,1282.171631,588.6856689,1283.370239,,,,,,,410.7018127,1098.898315,,,,,,,438.905304,384.5056458,540.7745361,1206.658081,,,,,,,24.88680077,363.502594,816.2003784,1086.339844,24.35014343,883.491394,1267.959473,592.8876343,1850.57019,313.3852539,1472.990601,155.6782837,1872.442383,1192.922729,314.8559875,803.9291382,1272.877563,722.2316895,1637.264282,1320.273682,,,,,,,,,,,1275.15918,1284.505737,1488.160156,835.9063721,1765.76416,936.7863159,162.2504578,1347.216675,57.09151459,331.2158508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,414.185791,1090.05481,1303.694336,1061.556763,118.3358383,969.7244873,202.6806488,650.7280273,143.405304,982.5095825,,,,,242.5330811,1121.661743,,,1705.454468,731.2478027,,,,,1428.400391,212.2104645,594.7584229,1207.69751,1091.254395,856.7421875,,,1743.18042,545.895813,1005.705261,1234.972656,1371.534058,974.0308838,1624.689331,668.8218384,,,1627.192139,1363.688843,,,,,1114.792603,1188.207153,55.23345184,1245.863647,1635.897339,466.3993225,,,519.2805176,1282.427734,588.9110107,1283.540527,,,,,,,407.4029541,1094.237427,,,,,,,438.8539124,384.4992981,541.1647339,1206.369629,,,,,,,25.36626244,363.6817627,814.0009766,1085.44165,24.02932739,884.2317505,1255.572388,602.9866333,1850.174316,313.535614,1472.871826,156.4362335,1872.83728,1192.765015,315.1238098,804.3920898,1273.403442,721.9211426,1637.229004,1319.890137,,,,,,,,,,,1278.049438,1283.677124,1488.067627,835.5426025,1765.748413,936.6439819,163.844574,1349.408691,56.03343582,330.9741821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,415.037323,1089.664673,1303.083618,1061.961304,118.359314,969.7426758,202.9366455,650.503418,143.2928772,981.3091431,,,,,242.7722473,1121.670898,,,1705.889893,731.4367065,,,,,1428.670898,212.1013794,593.9726563,1206.982422,1091.512573,856.3554688,,,1743.586914,546.4854736,1005.743774,1235.027832,1373.569946,975.7502441,1624.816772,668.9429321,,,1626.800781,1363.782715,,,,,1115.005737,1188.182739,55.6174736,1246.040649,1635.845581,466.8944092,,,519.4934692,1282.561646,589.3068848,1283.491211,,,,,,,409.2064819,1093.289795,,,,,,,438.7216187,384.5165405,541.0718384,1206.646484,,,,,,,25.1995697,363.9044189,813.5054932,1084.242798,25.22904778,884.3099365,1255.609741,603.208313,1850.768799,314.4710083,1473.866821,157.2013702,1873.221558,1192.742065,314.7875366,804.2103882,1273.621094,722.2493286,1637.030029,1320.172974,,,,,,,,,,,1277.994629,1283.270386,1487.87915,835.3658447,1765.805786,937.6020508,166.1548767,1349.370361,56.06361008,330.7817383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,418.9190063,1087.14624,1300.181396,1062.532471,118.1915817,969.7518921,202.6921997,650.3511353,143.6403809,980.9940186,,,,,242.8498077,1121.677124,,,1706.207764,731.1515503,,,,,1428.548706,212.1217957,593.0870361,1206.916626,1091.569214,856.4875488,,,1743.016235,545.4545288,1006.23645,1235.062744,1372.332642,974.9337158,1624.948364,669.1564331,,,1626.877808,1363.75647,,,,,1114.736084,1188.139404,55.93752289,1245.752808,1635.839111,466.6331787,,,519.4954224,1282.663208,589.8840332,1283.44104,,,,,,,413.5263977,1091.651733,,,,,,,438.5422058,384.9971619,540.4962769,1206.84021,,,,,,,23.87732887,363.0860596,810.8928223,1081.696167,25.07207489,883.9387817,1255.969727,602.9193726,1848.605835,313.0922546,1473.837769,157.9294434,1873.040649,1193.086426,314.7874146,803.8158569,1273.708984,722.5733643,1637.291016,1320.257935,,,,,,,,,,,1277.551636,1283.595093,1488.255127,835.3710327,1765.303833,937.911499,166.0524139,1348.17395,55.63529587,331.2386475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,423.6529541,1087.444702,1300.773315,1063.348633,118.424263,969.9095459,203.1151276,650.3327026,142.5893555,982.0483398,,,,,243.0579224,1121.798706,,,1706.404785,731.4105835,,,,,1428.55603,212.157196,593.7455444,1206.924805,1091.578125,856.6901245,,,1743.574707,545.5990601,1006.08252,1235.666504,1373.657349,976.2154541,1624.660156,669.197937,,,1626.706909,1363.73584,,,,,1115.190674,1188.409424,55.95831299,1245.677856,1635.835693,466.7731628,,,519.5158081,1282.504028,589.373291,1283.571777,,,,,,,420.1344604,1087.921997,,,,,,,438.519928,384.9655151,542.6536255,1207.942993,,,,,,,23.50006104,363.2777405,811.3788452,1082.183105,24.7393589,884.1303101,1253.135254,605.2984619,1847.900635,315.1402283,1475.934937,159.6902618,1873.412598,1192.733765,314.6903992,804.050354,1273.384277,722.489624,1636.796509,1320.048096,,,,,,,,,,,1278.922119,1283.008301,1487.786255,835.2195435,1766.362183,938.7921143,166.9599609,1347.714966,56.28354263,331.3297119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,425.4586792,1087.231201,1300.875,1063.749146,118.5493164,969.8963013,202.943161,649.7094727,143.1977539,981.5568848,,,,,243.5284271,1121.778809,,,1706.764038,731.4524536,,,,,1428.605835,212.1682739,593.9619141,1206.918823,1091.609497,856.9048462,,,1743.681885,545.6644897,1006.347046,1236.058594,1375.459229,977.4347534,1625.125122,668.9598999,,,1626.742798,1363.532715,,,,,1114.952515,1188.156616,56.21397781,1245.776855,1635.609009,466.769928,,,520.2394409,1282.48877,590.1459351,1283.655518,,,,,,,420.8292236,1088.558838,,,,,,,438.3349915,385.1995544,542.6434937,1208.507446,,,,,,,23.43373299,363.0960083,810.6731567,1082.062988,24.66462326,883.8391724,1256.181763,602.5690918,1846.858643,316.4237671,1473.917603,156.2662354,1872.977539,1192.884399,315.2695923,803.9301758,1273.5802,722.8005981,1637.132935,1320.439575,,,,,,,,,,,1280.208496,1283.282959,1488.084595,835.0072632,1766.072632,939.1314697,167.1531677,1347.892456,56.35024643,330.9994202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,427.0475769,1088.230103,1300.871094,1064.793823,118.4566422,969.940979,202.8548126,650.2026978,143.1170959,981.144104,,,,,243.5878906,1122.140259,,,1706.550903,731.1547241,,,,,1428.442749,212.0424042,593.3721313,1206.960571,1091.600952,857.1333618,,,1745.162231,543.7525635,1009.485168,1235.875854,1380.137451,980.6229858,1625.813354,669.2006226,,,1626.061035,1363.857788,,,,,1114.437622,1187.555298,56.05056763,1245.508057,1634.867676,466.7819214,,,521.5609131,1282.347412,589.7587891,1283.261963,,,,,,,423.1517944,1089.261108,,,,,,,437.1946716,386.0337524,541.8027344,1206.352417,,,,,,,24.52084351,363.3408813,809.418335,1080.99292,23.86206627,883.8796387,1258.558228,599.0410767,1846.753174,316.7840271,1468.95813,158.5799408,1872.500122,1194.251587,314.9034729,803.9127197,1273.307739,723.0094604,1637.163696,1320.563843,,,,,,,,,,,1280.245728,1283.939087,1485.407227,836.3323975,1767.018921,936.0155029,167.3634796,1347.33667,56.08728027,331.4393311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,427.6447449,1091.755615,1300.863647,1064.873779,118.5119247,969.7799683,203.1043091,649.9848022,143.2722168,980.8153076,,,,,243.6451569,1122.052002,,,1706.851196,731.0345459,,,,,1428.54834,212.0168915,593.4719238,1206.94165,1091.322998,856.7080078,,,1744.945435,544.0756836,1007.315186,1235.55957,1380.41394,982.4452515,1625.814697,669.4378662,,,1626.526245,1363.723633,,,,,1114.901855,1187.901489,56.11200714,1245.499634,1634.784302,467.1168823,,,520.1560059,1282.335938,589.0849609,1283.725708,,,,,,,423.4431763,1092.272583,,,,,,,437.4941406,386.2116699,540.5387573,1206.344604,,,,,,,22.08745956,362.114624,807.8392334,1083.015869,24.89123726,886.0820923,1258.034912,600.8274536,1847.253174,317.7627563,1469.992554,156.5787506,1872.462769,1194.107544,315.2008057,803.6090088,1273.171021,723.2871704,1637.091309,1320.46106,,,,,,,,,,,1278.04126,1283.225098,1485.729126,835.9818115,1768.262451,937.4669189,170.8563385,1349.430908,56.63880157,331.227356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,426.4410706,1092.484741,1301.717163,1065.316406,118.4869843,969.8415527,202.7776184,650.0917358,143.8022308,980.2429199,,,,,243.6813507,1122.381958,,,1707.302856,731.262146,,,,,1428.509888,211.9789124,593.4454346,1206.71167,1091.334717,856.8019409,,,1744.560059,544.2715454,1008.831299,1235.316406,1380.397827,982.232605,1625.87561,669.6556396,,,1627.098389,1364.774658,,,,,1114.519897,1187.496094,56.06214142,1245.640381,1634.962524,466.8168945,,,520.708252,1282.480225,589.2268066,1283.752197,,,,,,,421.440155,1092.983154,,,,,,,437.3887634,386.1927795,541.1195679,1206.471924,,,,,,,22.08791733,361.9501648,806.4191284,1083.238647,24.9030838,885.4404907,1258.219727,600.9807739,1847.248413,318.0431213,1469.285156,153.5223389,1872.399292,1193.991211,316.5635681,803.2736206,1273.011719,723.038269,1637.255005,1320.467896,,,,,,,,,,,1274.798828,1281.656006,1485.320557,836.4335938,1771.702393,939.8167725,171.4096222,1349.591919,57.24835587,331.2793274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,424.6162109,1095.786377,1299.875,1065.243896,118.3865662,969.7883301,202.8967438,650.5445557,143.5169678,980.8114624,,,,,244.0659027,1122.187378,,,1707.542847,731.5112305,,,,,1428.452637,211.9515991,593.2640991,1206.754883,1091.834961,856.4848022,,,1744.072998,544.3666382,1009.169739,1235.974121,1381.61145,980.4204712,1625.895264,669.8673096,,,1626.079346,1364.980591,,,,,1114.922119,1187.894653,55.68448257,1245.979736,1635.129028,466.7298279,,,520.6445313,1282.441528,589.1850586,1284.651611,,,,,,,421.2919617,1095.486816,,,,,,,437.5732117,386.3483276,540.6016235,1206.231812,,,,,,,24.20974541,359.533844,803.1174927,1085.193726,26.76349449,887.3618164,1257.668213,600.4575806,1849.542358,320.964386,1472.559204,156.0739594,1872.111206,1193.847412,315.9282837,803.519104,1272.543579,723.0831909,1637.418457,1320.362671,,,,,,,,,,,1270.71167,1281.532959,1486.772339,835.479126,1770.924927,941.5945435,175.2801208,1353.699463,56.92834091,331.6777954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,425.9224243,1098.475708,1299.378418,1065.65686,118.3168411,969.6235352,202.8459473,650.5286865,142.6533051,979.9411011,,,,,243.5686951,1122.345703,,,1708.84314,736.6605225,,,,,1428.495361,211.9116974,592.7277832,1206.252319,1091.659424,856.6248779,,,1743.907593,544.3912354,1008.21991,1235.164917,1382.235107,983.8873901,1625.499268,669.6610718,,,1627.858643,1367.950073,,,,,1115.060913,1187.79834,55.75429535,1246.280273,1634.665894,466.8610535,,,520.9841309,1283.378662,588.644104,1284.877563,,,,,,,422.2789307,1098.375122,,,,,,,437.5355835,386.4608459,542.0570679,1205.69397,,,,,,,23.03678513,360.7450867,800.6762695,1083.974121,26.82962608,886.9586182,1257.251709,603.1778564,1849.985718,321.4226685,1478.7146,155.179718,1871.966431,1193.384277,316.5970459,802.7797241,1272.30603,722.791626,1637.488159,1320.46582,,,,,,,,,,,1273.038696,1279.721802,1483.776733,836.5401001,1770.256348,944.3804321,174.8462524,1353.424194,59.61916733,330.6876831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,425.7309265,1099.47876,1299.485962,1065.633179,118.3215332,969.7657471,202.5354309,650.852478,142.9042206,979.7315063,,,,,243.4988861,1122.278809,,,1709.605469,737.5026245,,,,,1428.455933,212.0002747,593.1772461,1205.933228,1091.877197,856.8287354,,,1743.66748,544.1690063,1008.397095,1235.057617,1382.910645,984.18573,1625.746094,669.6187744,,,1628.376221,1368.174927,,,,,1114.7677,1187.976318,55.88254547,1245.929199,1634.858398,466.9254761,,,521.2076416,1283.369263,588.8182983,1285.224609,,,,,,,422.3326111,1099.585205,,,,,,,437.7036133,386.6691284,542.3575439,1205.680786,,,,,,,22.76880646,360.6814575,799.105896,1083.103149,29.16534042,886.5543823,1254.5896,603.7903442,1849.943481,321.1744995,1479.201172,153.7791748,1872.354614,1193.506592,316.8401184,802.8190918,1272.518677,722.9524536,1637.616333,1320.389282,,,,,,,,,,,1273.142212,1279.60376,1483.888184,836.3175049,1767.591187,946.2647095,177.0127869,1353.138184,59.63673401,330.7575378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,425.8190308,1098.799072,1299.399414,1065.516113,118.3752747,969.6585083,202.7532043,650.6154785,142.2897644,979.3451538,,,,,243.6858978,1122.373169,,,1709.233276,737.2194214,,,,,1428.492798,212.0200653,592.8078613,1206.160522,1092.002808,856.9926758,,,1743.925659,544.6882935,1008.090698,1235.192139,1386.13501,989.2383423,1625.808838,669.8721313,,,1627.105347,1367.614258,,,,,1114.623169,1187.697632,56.42174911,1245.866699,1634.720215,467.0774536,,,520.9390259,1283.339111,588.5269165,1285.696533,,,,,,,422.0269775,1099.070801,,,,,,,437.365448,386.8166199,541.3165894,1205.297485,,,,,,,22.91618729,359.0945129,796.9650269,1085.918213,32.49815369,888.0455933,1266.164063,609.281311,1848.730957,322.0282593,1479.764771,151.8119202,1871.394775,1193.204834,316.8454285,802.925415,1272.729126,723.0505371,1637.317749,1320.8125,,,,,,,,,,,1273.635986,1279.734985,1483.637085,836.4212646,1767.75708,947.2956543,178.9499969,1352.90332,59.43677521,330.4441528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,426.1416626,1099.504517,1299.615234,1065.866577,118.2870026,969.8355103,202.5491791,650.7752075,142.5268555,979.3551025,,,,,243.6390839,1122.352905,,,1709.492676,737.0625,,,,,1428.702515,212.0326843,592.7533569,1206.193115,1091.63562,856.8064575,,,1744.116821,543.6174927,1008.269897,1235.005981,1389.748413,988.4868164,1625.968384,669.4195557,,,1627.369629,1367.237427,,,,,1114.589844,1187.950806,56.38478088,1245.535889,1634.500732,467.2014771,,,521.0318604,1282.85376,588.6431885,1285.623291,,,,,,,422.4017029,1099.536377,,,,,,,437.2091064,386.8067322,541.6983643,1205.740845,,,,,,,21.86973,360.8855286,792.4417114,1082.567871,31.93712044,887.4162598,1264.720825,609.2189941,1848.554565,322.65802,1478.981201,154.4501343,367.471344,310.1437073,317.1657104,803.1646729,1272.936035,723.1152344,1637.558716,1320.737549,,,,,,,,,,,1275.91626,1279.173096,1484.140991,834.9046631,1765.866089,949.0861816,177.030426,1353.030884,59.7253952,330.3008728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,421.8349304,1100.466553,1299.91687,1066.141724,118.3736496,969.7212524,202.5836487,650.4838867,142.4903412,979.2755127,,,,,243.7334595,1122.198242,,,1710.467407,737.3001709,,,,,1428.93396,212.1969147,592.7772827,1206.093506,1091.703735,856.8702393,,,1744.581177,543.3242188,1008.025757,1234.968384,1394.071899,989.8273315,1625.488281,669.2421265,,,1626.891724,1367.072754,,,,,1114.501709,1187.897583,57.05158615,1245.468994,1634.574341,467.3495483,,,521.6879883,1282.541016,588.4408569,1286.167114,,,,,,,418.8529358,1102.528564,,,,,,,437.3014221,386.7281189,541.6802368,1205.876465,,,,,,,21.9739418,360.9510193,791.3435669,1085.182617,32.22920609,888.2771606,1265.631958,609.5114136,1847.207642,328.8417969,1478.490234,150.4277802,367.828186,309.8392944,317.4136963,803.5186768,1277.902588,725.2937622,1637.262695,1320.903809,,,,,,,,,,,1276.971802,1278.927856,1484.300293,834.3798218,1765.630615,950.4066162,176.952774,1353.002808,58.73673248,330.0284119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,422.1670837,1099.155396,1299.88916,1066.434814,118.4822464,969.6557617,202.8046265,650.4971313,142.3951721,979.15979,,,,,244.2586823,1122.206177,,,1709.783203,737.8427734,,,,,1428.973633,212.1178131,592.4290161,1206.070923,1091.657349,856.7122192,,,1745.612183,543.1781006,1008.058716,1234.090454,1395.94873,988.3002319,1625.791992,669.189209,,,1627.326294,1367.37915,,,,,1114.184937,1187.793091,56.92699432,1245.540405,1634.622559,467.8807678,,,522.1686401,1282.19397,589.1136475,1286.358521,,,,,,,419.1231079,1101.41394,,,,,,,436.7844849,386.6690369,541.6599731,1205.34082,,,,,,,21.96629715,360.3189392,789.7521973,1086.763428,32.20814514,888.2290649,1274.406006,608.2388916,1847.430786,329.1759033,1475.099243,150.8944702,367.1591187,309.6655273,317.6090088,803.774292,1278.485596,725.522583,1637.22168,1320.928345,,,,,,,,,,,1278.836182,1278.422119,1483.908203,833.0505371,1765.401367,954.8789063,176.9978027,1353.588745,58.43079376,330.7072754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
