FNM150Delta_Point_54_x/Delta_Point_54_y,(3+/-4)e+02
Sum300_Delta_Point_55_x/Delta_Point_55_y,
RMSDelta_Point_56_x/Delta_Point_56_y,1.7472592843868342
ratio10/5Delta_Point_56_x/Delta_Point_56_y,2.0+/-2.8
FNM300Delta_Point_57_x/Delta_Point_57_y,(4+/-5)e+02
Sum450_Delta_Point_58_x/Delta_Point_58_y,
Sum150_Delta_Point_59_x/Delta_Point_59_y,
ratio15/10Delta_Point_59_x/Delta_Point_59_y,2.6+/-3.4
FNM450Delta_Point_60_x/Delta_Point_60_y,(1.0+/-0.5)e+03
FNM150Delta_Point_61_x/Delta_Point_61_y,(3+/-5)e+02
Sum300_Delta_Point_62_x/Delta_Point_62_y,
RMSDelta_Point_63_x/Delta_Point_63_y,1944.8018077288439
ratio10/5Delta_Point_63_x/Delta_Point_63_y,2.0+/-2.4
FNM150Delta_Point_64_x/Delta_Point_64_y,(1.7+/-2.6)e+02
Sum150_Delta_Point_65_x/Delta_Point_65_y,
ratio15/10Delta_Point_65_x/Delta_Point_65_y,3+/-7
FNM300Delta_Point_66_x/Delta_Point_66_y,(7+/-8)e+02
Sum450_Delta_Point_67_x/Delta_Point_67_y,
Sum150_Delta_Point_68_x/Delta_Point_68_y,
ratio15/10Delta_Point_68_x/Delta_Point_68_y,3+/-6
FNM450Delta_Point_69_x/Delta_Point_69_y,(1.9+/-1.5)e+03
Sum450_Delta_Point_70_x/Delta_Point_70_y,
Sum150_Delta_Point_71_x/Delta_Point_71_y,
ratio15/10Delta_Point_71_x/Delta_Point_71_y,3+/-6
FNM300Delta_Point_72_x/Delta_Point_72_y,(8+/-8)e+02
Sum300_Delta_Point_73_x/Delta_Point_73_y,
RMSDelta_Point_74_x/Delta_Point_74_y,
ratio10/5Delta_Point_74_x/Delta_Point_74_y,2.0+/-2.3
FNM300Delta_Point_75_x/Delta_Point_75_y,(5+/-7)e+02
Sum450_Delta_Point_76_x/Delta_Point_76_y,
RMSDelta_Point_77_x/Delta_Point_77_y,
ratio10/5Delta_Point_77_x/Delta_Point_77_y,2.0+/-3.4
FNM150Delta_Point_78_x/Delta_Point_78_y,(8+/-5)e+02
Sum300_Delta_Point_79_x/Delta_Point_79_y,
RMSDelta_Point_80_x/Delta_Point_80_y,
ratio10/5Delta_Point_80_x/Delta_Point_80_y,1.9+/-1.4
FNM300Delta_Point_81_x/Delta_Point_81_y,(5.3+/-3.5)e+02
Sum450_Delta_Point_82_x/Delta_Point_82_y,
RMSDelta_Point_83_x/Delta_Point_83_y,
ratio10/5Delta_Point_83_x/Delta_Point_83_y,2.0+/-2.4
FNM150Delta_Point_84_x/Delta_Point_84_y,(2+/-4)e+02
Sum150_Delta_Point_85_x/Delta_Point_85_y,
ratio15/10Delta_Point_85_x/Delta_Point_85_y,3+/-7
FNM300Delta_Point_86_x/Delta_Point_86_y,(9+/-6)e+02
Sum300_Delta_Point_87_x/Delta_Point_87_y,
NewColumnDelta_Point_87_x/Delta_Point_87_y,2.0+/-3.2
FNM450Delta_Point_88_x/Delta_Point_88_y,(9+/-7)e+02
Sum450_Delta_Point_89_x/Delta_Point_89_y,
RMSDelta_Point_90_x/Delta_Point_90_y,
ratio10/5Delta_Point_90_x/Delta_Point_90_y,2+/-4
FNM150Delta_Point_91_x/Delta_Point_91_y,(4+/-5)e+02
Sum150_Delta_Point_92_x/Delta_Point_92_y,
ratio15/10Delta_Point_92_x/Delta_Point_92_y,3+/-5
FNM300Delta_Point_93_x/Delta_Point_93_y,(0.9+/-1.0)e+03
Sum300_Delta_Point_94_x/Delta_Point_94_y,
NewColumnDelta_Point_94_x/Delta_Point_94_y,2.0+/-3.4
FNM450Delta_Point_95_x/Delta_Point_95_y,(2.3+/-1.8)e+03
Sum450_Delta_Point_96_x/Delta_Point_96_y,
RMSDelta_Point_97_x/Delta_Point_97_y,
ratio10/5Delta_Point_97_x/Delta_Point_97_y,2+/-4
FNM300Delta_Point_98_x/Delta_Point_98_y,(1.6+/-1.5)e+03
Sum300_Delta_Point_99_x/Delta_Point_99_y,
NewColumnDelta_Point_99_x/Delta_Point_99_y,2.0+/-3.5
FNM450Delta_Point_100_x/Delta_Point_100_y,(2.5+/-1.6)e+03
Sum450_Delta_Point_101_x/Delta_Point_101_y,
Sum150_Delta_Point_102_x/Delta_Point_102_y,
ratio15/10Delta_Point_102_x/Delta_Point_102_y,3+/-4
FNM300Delta_Point_103_x/Delta_Point_103_y,(1.0+/-0.8)e+03
Sum300_Delta_Point_104_x/Delta_Point_104_y,
RMSDelta_Point_105_x/Delta_Point_105_y,
ratio10/5Delta_Point_105_x/Delta_Point_105_y,2+/-4
FNM300Delta_Point_106_x/Delta_Point_106_y,(1.2+/-0.9)e+03
Sum300_Delta_Point_107_x/Delta_Point_107_y,
NewColumnDelta_Point_107_x/Delta_Point_107_y,2.0+/-2.9
FNM450Delta_Point_108_x/Delta_Point_108_y,(1.6+/-0.9)e+03
FNM150Delta_Point_109_x/Delta_Point_109_y,(7+/-8)e+02
Sum300_Delta_Point_110_x/Delta_Point_110_y,
RMSDelta_Point_111_x/Delta_Point_111_y,
ratio10/5Delta_Point_111_x/Delta_Point_111_y,2.0+/-2.1
FNM150Delta_Point_112_x/Delta_Point_112_y,(6+/-5)e+02
Sum300_Delta_Point_113_x/Delta_Point_113_y,
NewColumnDelta_Point_113_x/Delta_Point_113_y,2.0+/-2.0
FNM450Delta_Point_114_x/Delta_Point_114_y,(2.7+/-1.2)e+03
FNM150Delta_Point_115_x/Delta_Point_115_y,(5.1+/-2.7)e+02
Sum300_Delta_Point_116_x/Delta_Point_116_y,
RMSDelta_Point_117_x/Delta_Point_117_y,
ratio10/5Delta_Point_117_x/Delta_Point_117_y,2.1+/-1.7
FNM300Delta_Point_118_x/Delta_Point_118_y,(2.1+/-0.8)e+03
Sum450_Delta_Point_119_x/Delta_Point_119_y,
Sum150_Delta_Point_120_x/Delta_Point_120_y,
ratio15/10Delta_Point_120_x/Delta_Point_120_y,nan+/-nan
FNM450Delta_Point_121_x/Delta_Point_121_y,
FNM150Delta_Point_122_x/Delta_Point_122_y,
Sum300_Delta_Point_123_x/Delta_Point_123_y,
RMSRMSDelta_Point_0_x/Delta_Point_0_y/Sum150_Delta_Point_0_x/Delta_Point_0_y,
ratio10/5RMSDelta_Point_0_x/Delta_Point_0_y/Sum150_Delta_Point_0_x/Delta_Point_0_y,2.00+/-0.08
