0.000000000000000000e+00,4.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,4.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.440000000000000000e+02,5.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.340000000000000000e+02,5.650000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.290000000000000000e+02,5.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.200000000000000000e+02,5.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,4.160000000000000000e+02,5.270000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,4.140000000000000000e+02,5.170000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.030000000000000000e+02,5.110000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,3.940000000000000000e+02,4.980000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,3.880000000000000000e+02,4.900000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,3.850000000000000000e+02,4.790000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,3.820000000000000000e+02,4.690000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,3.690000000000000000e+02,4.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,3.670000000000000000e+02,4.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,nan,4.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,nan,4.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,nan,4.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,nan,4.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,nan,4.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.900000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.100000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.200000000000000000e+01,nan,nan,3.750000000000000000e+02,5.500000000000000000e+02,1.700000000000000000e+02,5.060000000000000000e+02,4.420000000000000000e+02,5.110000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
3.300000000000000000e+01,nan,nan,3.680000000000000000e+02,5.420000000000000000e+02,1.670000000000000000e+02,4.980000000000000000e+02,4.360000000000000000e+02,5.040000000000000000e+02,2.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.400000000000000000e+01,nan,nan,3.560000000000000000e+02,5.330000000000000000e+02,1.540000000000000000e+02,4.930000000000000000e+02,4.310000000000000000e+02,5.040000000000000000e+02,2.910000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.500000000000000000e+01,nan,nan,3.470000000000000000e+02,5.250000000000000000e+02,1.500000000000000000e+02,4.900000000000000000e+02,4.310000000000000000e+02,4.960000000000000000e+02,2.830000000000000000e+02,5.550000000000000000e+02,nan,nan,nan,nan,nan,nan
3.600000000000000000e+01,nan,nan,3.400000000000000000e+02,5.060000000000000000e+02,1.450000000000000000e+02,4.860000000000000000e+02,4.230000000000000000e+02,4.910000000000000000e+02,2.720000000000000000e+02,5.490000000000000000e+02,nan,nan,nan,nan,nan,nan
3.700000000000000000e+01,nan,nan,3.270000000000000000e+02,5.010000000000000000e+02,1.360000000000000000e+02,4.810000000000000000e+02,4.150000000000000000e+02,4.850000000000000000e+02,2.680000000000000000e+02,5.330000000000000000e+02,nan,nan,nan,nan,nan,nan
3.800000000000000000e+01,nan,nan,3.190000000000000000e+02,4.940000000000000000e+02,1.360000000000000000e+02,4.740000000000000000e+02,4.080000000000000000e+02,4.750000000000000000e+02,2.590000000000000000e+02,5.270000000000000000e+02,nan,nan,nan,nan,nan,nan
3.900000000000000000e+01,nan,nan,3.110000000000000000e+02,4.870000000000000000e+02,1.210000000000000000e+02,4.660000000000000000e+02,4.030000000000000000e+02,4.730000000000000000e+02,2.550000000000000000e+02,5.180000000000000000e+02,nan,nan,nan,nan,nan,nan
4.000000000000000000e+01,nan,nan,3.000000000000000000e+02,4.780000000000000000e+02,1.130000000000000000e+02,4.620000000000000000e+02,3.940000000000000000e+02,4.660000000000000000e+02,2.450000000000000000e+02,5.070000000000000000e+02,nan,nan,nan,nan,nan,nan
4.100000000000000000e+01,nan,nan,2.920000000000000000e+02,4.690000000000000000e+02,1.080000000000000000e+02,4.570000000000000000e+02,3.920000000000000000e+02,4.630000000000000000e+02,2.400000000000000000e+02,4.970000000000000000e+02,nan,nan,nan,nan,nan,nan
4.200000000000000000e+01,nan,nan,2.840000000000000000e+02,4.550000000000000000e+02,1.010000000000000000e+02,4.490000000000000000e+02,3.840000000000000000e+02,nan,2.330000000000000000e+02,4.870000000000000000e+02,nan,nan,nan,nan,nan,nan
4.300000000000000000e+01,nan,nan,2.750000000000000000e+02,4.470000000000000000e+02,9.700000000000000000e+01,4.440000000000000000e+02,3.780000000000000000e+02,nan,2.270000000000000000e+02,4.790000000000000000e+02,2.420000000000000000e+02,nan,nan,nan,nan,nan
4.400000000000000000e+01,nan,nan,2.670000000000000000e+02,4.710000000000000000e+02,8.900000000000000000e+01,4.390000000000000000e+02,3.740000000000000000e+02,nan,2.180000000000000000e+02,nan,2.310000000000000000e+02,4.380000000000000000e+02,nan,nan,nan,nan
4.500000000000000000e+01,nan,nan,2.550000000000000000e+02,4.650000000000000000e+02,nan,4.310000000000000000e+02,3.620000000000000000e+02,nan,2.100000000000000000e+02,nan,2.220000000000000000e+02,nan,4.330000000000000000e+02,nan,nan,nan
4.600000000000000000e+01,nan,nan,2.460000000000000000e+02,4.520000000000000000e+02,nan,4.270000000000000000e+02,3.580000000000000000e+02,nan,2.030000000000000000e+02,nan,2.120000000000000000e+02,nan,4.230000000000000000e+02,nan,nan,nan
4.700000000000000000e+01,nan,nan,2.400000000000000000e+02,4.350000000000000000e+02,nan,4.230000000000000000e+02,3.550000000000000000e+02,nan,1.920000000000000000e+02,nan,2.040000000000000000e+02,nan,4.090000000000000000e+02,nan,nan,nan
