0.000000000000000000e+00,5.120000000000000000e+02,1.990000000000000000e+02,4.660000000000000000e+02,5.010000000000000000e+02,5.570000000000000000e+02,4.390000000000000000e+02,3.160000000000000000e+02,nan,nan,3.720000000000000000e+02,5.370000000000000000e+02,5.020000000000000000e+02,3.780000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,5.100000000000000000e+02,1.930000000000000000e+02,4.620000000000000000e+02,4.980000000000000000e+02,5.540000000000000000e+02,4.340000000000000000e+02,3.160000000000000000e+02,nan,nan,3.770000000000000000e+02,nan,nan,3.770000000000000000e+02,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,5.060000000000000000e+02,1.930000000000000000e+02,4.610000000000000000e+02,4.970000000000000000e+02,5.550000000000000000e+02,4.360000000000000000e+02,3.220000000000000000e+02,nan,nan,3.730000000000000000e+02,nan,nan,3.780000000000000000e+02,nan,5.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.980000000000000000e+02,1.900000000000000000e+02,4.600000000000000000e+02,5.000000000000000000e+02,5.490000000000000000e+02,4.360000000000000000e+02,3.210000000000000000e+02,nan,nan,3.780000000000000000e+02,nan,nan,3.800000000000000000e+02,nan,nan,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.980000000000000000e+02,1.860000000000000000e+02,4.540000000000000000e+02,4.960000000000000000e+02,5.560000000000000000e+02,4.360000000000000000e+02,3.130000000000000000e+02,nan,nan,3.820000000000000000e+02,nan,nan,3.800000000000000000e+02,nan,nan,nan,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.920000000000000000e+02,1.830000000000000000e+02,4.520000000000000000e+02,4.930000000000000000e+02,5.490000000000000000e+02,4.320000000000000000e+02,3.160000000000000000e+02,nan,nan,3.820000000000000000e+02,nan,nan,3.790000000000000000e+02,nan,nan,nan,nan,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.900000000000000000e+02,1.810000000000000000e+02,4.480000000000000000e+02,4.860000000000000000e+02,5.580000000000000000e+02,4.320000000000000000e+02,3.210000000000000000e+02,nan,nan,3.900000000000000000e+02,nan,nan,3.800000000000000000e+02,nan,nan,nan,nan,nan,5.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,5.050000000000000000e+02,1.760000000000000000e+02,4.460000000000000000e+02,4.870000000000000000e+02,5.540000000000000000e+02,4.350000000000000000e+02,3.120000000000000000e+02,nan,nan,3.920000000000000000e+02,nan,nan,3.840000000000000000e+02,nan,nan,nan,nan,nan,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,5.000000000000000000e+02,1.710000000000000000e+02,4.410000000000000000e+02,4.850000000000000000e+02,5.520000000000000000e+02,4.360000000000000000e+02,3.150000000000000000e+02,nan,nan,3.900000000000000000e+02,nan,nan,3.860000000000000000e+02,nan,nan,nan,nan,nan,nan,5.400000000000000000e+02,2.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.980000000000000000e+02,1.680000000000000000e+02,4.340000000000000000e+02,4.830000000000000000e+02,5.500000000000000000e+02,4.310000000000000000e+02,3.110000000000000000e+02,nan,nan,3.870000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.390000000000000000e+02,2.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
