0.000000000000000000e+00,2.310000000000000000e+02,3.410000000000000000e+02,3.520000000000000000e+02,3.680000000000000000e+02,3.800000000000000000e+02,4.660000000000000000e+02,5.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.260000000000000000e+02,3.460000000000000000e+02,3.530000000000000000e+02,3.720000000000000000e+02,3.800000000000000000e+02,4.640000000000000000e+02,5.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.210000000000000000e+02,3.470000000000000000e+02,3.550000000000000000e+02,3.760000000000000000e+02,3.800000000000000000e+02,4.620000000000000000e+02,5.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.150000000000000000e+02,3.510000000000000000e+02,3.570000000000000000e+02,3.700000000000000000e+02,3.800000000000000000e+02,4.610000000000000000e+02,5.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.130000000000000000e+02,3.530000000000000000e+02,3.580000000000000000e+02,3.760000000000000000e+02,3.850000000000000000e+02,4.610000000000000000e+02,5.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.110000000000000000e+02,3.520000000000000000e+02,3.600000000000000000e+02,3.780000000000000000e+02,3.810000000000000000e+02,4.570000000000000000e+02,5.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.050000000000000000e+02,3.570000000000000000e+02,3.600000000000000000e+02,3.810000000000000000e+02,3.870000000000000000e+02,4.530000000000000000e+02,5.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.030000000000000000e+02,3.590000000000000000e+02,3.610000000000000000e+02,nan,nan,4.510000000000000000e+02,5.580000000000000000e+02,3.900000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.000000000000000000e+02,3.530000000000000000e+02,3.610000000000000000e+02,nan,nan,4.510000000000000000e+02,5.580000000000000000e+02,3.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.960000000000000000e+02,3.600000000000000000e+02,3.630000000000000000e+02,nan,nan,4.480000000000000000e+02,nan,3.940000000000000000e+02,3.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,1.880000000000000000e+02,3.600000000000000000e+02,3.650000000000000000e+02,nan,nan,4.460000000000000000e+02,nan,3.940000000000000000e+02,3.430000000000000000e+02,1.220000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,1.850000000000000000e+02,3.580000000000000000e+02,3.650000000000000000e+02,nan,nan,4.480000000000000000e+02,nan,3.960000000000000000e+02,3.450000000000000000e+02,1.180000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,1.810000000000000000e+02,3.610000000000000000e+02,3.660000000000000000e+02,nan,nan,4.470000000000000000e+02,nan,4.020000000000000000e+02,3.450000000000000000e+02,1.130000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,1.780000000000000000e+02,3.620000000000000000e+02,3.740000000000000000e+02,nan,nan,4.410000000000000000e+02,nan,nan,3.470000000000000000e+02,1.110000000000000000e+02,4.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,1.750000000000000000e+02,3.650000000000000000e+02,3.760000000000000000e+02,nan,nan,4.440000000000000000e+02,nan,nan,3.490000000000000000e+02,1.060000000000000000e+02,4.040000000000000000e+02,2.880000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,1.800000000000000000e+02,3.690000000000000000e+02,3.760000000000000000e+02,nan,nan,4.490000000000000000e+02,nan,nan,3.480000000000000000e+02,1.100000000000000000e+02,4.040000000000000000e+02,2.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,1.870000000000000000e+02,3.700000000000000000e+02,3.790000000000000000e+02,nan,nan,4.530000000000000000e+02,nan,nan,3.530000000000000000e+02,1.220000000000000000e+02,4.100000000000000000e+02,3.030000000000000000e+02,1.280000000000000000e+02,3.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,1.930000000000000000e+02,3.730000000000000000e+02,3.780000000000000000e+02,nan,nan,4.590000000000000000e+02,nan,nan,3.540000000000000000e+02,1.260000000000000000e+02,4.140000000000000000e+02,3.170000000000000000e+02,1.360000000000000000e+02,3.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,2.030000000000000000e+02,3.740000000000000000e+02,3.780000000000000000e+02,nan,nan,4.670000000000000000e+02,nan,nan,3.560000000000000000e+02,1.320000000000000000e+02,4.110000000000000000e+02,3.220000000000000000e+02,1.380000000000000000e+02,3.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,2.110000000000000000e+02,3.760000000000000000e+02,3.860000000000000000e+02,nan,nan,4.820000000000000000e+02,nan,nan,3.560000000000000000e+02,1.400000000000000000e+02,4.150000000000000000e+02,3.300000000000000000e+02,1.440000000000000000e+02,3.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,2.190000000000000000e+02,3.810000000000000000e+02,3.890000000000000000e+02,nan,nan,4.850000000000000000e+02,nan,nan,3.590000000000000000e+02,1.450000000000000000e+02,4.200000000000000000e+02,3.370000000000000000e+02,1.540000000000000000e+02,3.660000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,2.250000000000000000e+02,3.820000000000000000e+02,3.920000000000000000e+02,nan,nan,4.930000000000000000e+02,nan,nan,3.590000000000000000e+02,1.590000000000000000e+02,4.210000000000000000e+02,3.490000000000000000e+02,1.590000000000000000e+02,3.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,2.340000000000000000e+02,3.840000000000000000e+02,3.930000000000000000e+02,nan,nan,5.050000000000000000e+02,nan,nan,3.580000000000000000e+02,1.610000000000000000e+02,4.230000000000000000e+02,3.580000000000000000e+02,1.710000000000000000e+02,3.750000000000000000e+02,4.100000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,2.400000000000000000e+02,3.890000000000000000e+02,3.960000000000000000e+02,nan,nan,5.140000000000000000e+02,nan,nan,3.610000000000000000e+02,1.700000000000000000e+02,4.270000000000000000e+02,3.650000000000000000e+02,1.730000000000000000e+02,3.700000000000000000e+02,4.100000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,2.510000000000000000e+02,3.870000000000000000e+02,3.990000000000000000e+02,nan,nan,5.210000000000000000e+02,nan,nan,3.670000000000000000e+02,1.780000000000000000e+02,4.280000000000000000e+02,3.730000000000000000e+02,1.800000000000000000e+02,3.760000000000000000e+02,4.150000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,2.580000000000000000e+02,3.920000000000000000e+02,4.030000000000000000e+02,nan,nan,nan,nan,nan,3.660000000000000000e+02,1.860000000000000000e+02,4.330000000000000000e+02,3.830000000000000000e+02,1.880000000000000000e+02,3.790000000000000000e+02,4.150000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,2.640000000000000000e+02,3.950000000000000000e+02,4.060000000000000000e+02,nan,nan,nan,nan,nan,3.660000000000000000e+02,1.910000000000000000e+02,4.330000000000000000e+02,3.880000000000000000e+02,1.950000000000000000e+02,3.780000000000000000e+02,4.180000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,2.740000000000000000e+02,3.980000000000000000e+02,4.090000000000000000e+02,nan,nan,nan,nan,nan,3.650000000000000000e+02,1.980000000000000000e+02,4.370000000000000000e+02,3.990000000000000000e+02,2.050000000000000000e+02,3.750000000000000000e+02,4.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,2.830000000000000000e+02,3.990000000000000000e+02,4.080000000000000000e+02,nan,nan,nan,nan,nan,3.710000000000000000e+02,2.040000000000000000e+02,4.400000000000000000e+02,4.080000000000000000e+02,2.120000000000000000e+02,3.820000000000000000e+02,4.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.900000000000000000e+01,2.900000000000000000e+02,4.020000000000000000e+02,4.120000000000000000e+02,nan,nan,nan,nan,nan,3.720000000000000000e+02,2.120000000000000000e+02,4.430000000000000000e+02,4.120000000000000000e+02,2.160000000000000000e+02,3.840000000000000000e+02,4.240000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+01,2.860000000000000000e+02,4.040000000000000000e+02,4.170000000000000000e+02,nan,nan,nan,nan,nan,3.720000000000000000e+02,2.090000000000000000e+02,4.430000000000000000e+02,4.110000000000000000e+02,2.150000000000000000e+02,3.870000000000000000e+02,4.250000000000000000e+02,2.610000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
