0.000000000000000000e+00,2.060000000000000000e+02,2.340000000000000000e+02,3.260000000000000000e+02,3.920000000000000000e+02,4.220000000000000000e+02,4.300000000000000000e+02,nan,2.830000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,1.970000000000000000e+02,2.320000000000000000e+02,3.220000000000000000e+02,3.910000000000000000e+02,4.210000000000000000e+02,4.300000000000000000e+02,nan,2.790000000000000000e+02,4.180000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.840000000000000000e+02,2.250000000000000000e+02,3.160000000000000000e+02,3.960000000000000000e+02,4.290000000000000000e+02,4.250000000000000000e+02,nan,2.730000000000000000e+02,4.170000000000000000e+02,3.040000000000000000e+02,3.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.740000000000000000e+02,2.180000000000000000e+02,3.110000000000000000e+02,3.970000000000000000e+02,4.270000000000000000e+02,4.210000000000000000e+02,nan,2.680000000000000000e+02,4.200000000000000000e+02,3.060000000000000000e+02,3.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.600000000000000000e+02,2.240000000000000000e+02,3.120000000000000000e+02,4.020000000000000000e+02,4.350000000000000000e+02,4.220000000000000000e+02,nan,2.660000000000000000e+02,4.200000000000000000e+02,3.040000000000000000e+02,3.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.640000000000000000e+02,2.220000000000000000e+02,3.090000000000000000e+02,4.000000000000000000e+02,4.330000000000000000e+02,4.250000000000000000e+02,nan,2.650000000000000000e+02,4.210000000000000000e+02,3.080000000000000000e+02,3.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.810000000000000000e+02,2.240000000000000000e+02,3.170000000000000000e+02,4.090000000000000000e+02,4.310000000000000000e+02,4.320000000000000000e+02,nan,2.780000000000000000e+02,4.300000000000000000e+02,3.080000000000000000e+02,3.390000000000000000e+02,3.610000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.930000000000000000e+02,2.340000000000000000e+02,3.320000000000000000e+02,4.060000000000000000e+02,4.370000000000000000e+02,4.440000000000000000e+02,nan,2.840000000000000000e+02,4.360000000000000000e+02,3.080000000000000000e+02,3.380000000000000000e+02,nan,3.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.170000000000000000e+02,2.390000000000000000e+02,3.400000000000000000e+02,4.120000000000000000e+02,4.400000000000000000e+02,4.480000000000000000e+02,nan,2.950000000000000000e+02,4.460000000000000000e+02,2.890000000000000000e+02,3.380000000000000000e+02,nan,nan,3.760000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,2.350000000000000000e+02,2.440000000000000000e+02,3.510000000000000000e+02,4.170000000000000000e+02,4.430000000000000000e+02,4.600000000000000000e+02,nan,3.030000000000000000e+02,4.480000000000000000e+02,2.910000000000000000e+02,3.340000000000000000e+02,nan,nan,3.820000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
