0.000000000000000000e+00,1.410000000000000000e+02,3.080000000000000000e+02,3.550000000000000000e+02,4.410000000000000000e+02,4.930000000000000000e+02,5.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,1.450000000000000000e+02,3.050000000000000000e+02,3.540000000000000000e+02,4.400000000000000000e+02,4.980000000000000000e+02,5.560000000000000000e+02,nan,4.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.440000000000000000e+02,3.100000000000000000e+02,3.570000000000000000e+02,4.360000000000000000e+02,4.980000000000000000e+02,5.570000000000000000e+02,nan,4.080000000000000000e+02,4.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.440000000000000000e+02,3.130000000000000000e+02,3.580000000000000000e+02,4.350000000000000000e+02,4.990000000000000000e+02,5.570000000000000000e+02,nan,4.030000000000000000e+02,4.960000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.450000000000000000e+02,3.110000000000000000e+02,3.570000000000000000e+02,4.380000000000000000e+02,4.990000000000000000e+02,nan,nan,4.060000000000000000e+02,4.980000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.510000000000000000e+02,3.120000000000000000e+02,3.620000000000000000e+02,4.310000000000000000e+02,5.010000000000000000e+02,nan,nan,4.120000000000000000e+02,4.970000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.500000000000000000e+02,3.160000000000000000e+02,3.640000000000000000e+02,4.320000000000000000e+02,5.030000000000000000e+02,nan,nan,4.130000000000000000e+02,5.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.520000000000000000e+02,3.110000000000000000e+02,3.680000000000000000e+02,4.360000000000000000e+02,5.030000000000000000e+02,nan,nan,4.120000000000000000e+02,5.030000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,1.520000000000000000e+02,3.180000000000000000e+02,3.700000000000000000e+02,4.310000000000000000e+02,5.030000000000000000e+02,nan,nan,4.160000000000000000e+02,5.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.510000000000000000e+02,3.220000000000000000e+02,3.750000000000000000e+02,4.260000000000000000e+02,5.070000000000000000e+02,nan,nan,4.150000000000000000e+02,5.050000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,1.520000000000000000e+02,3.210000000000000000e+02,3.750000000000000000e+02,4.250000000000000000e+02,5.090000000000000000e+02,nan,nan,4.180000000000000000e+02,5.060000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,1.550000000000000000e+02,3.210000000000000000e+02,3.790000000000000000e+02,4.260000000000000000e+02,5.090000000000000000e+02,nan,nan,4.180000000000000000e+02,5.090000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,1.540000000000000000e+02,3.230000000000000000e+02,3.820000000000000000e+02,4.260000000000000000e+02,5.090000000000000000e+02,nan,nan,4.220000000000000000e+02,5.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,1.590000000000000000e+02,3.210000000000000000e+02,3.850000000000000000e+02,4.290000000000000000e+02,5.160000000000000000e+02,nan,nan,4.240000000000000000e+02,5.150000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,1.580000000000000000e+02,3.230000000000000000e+02,3.880000000000000000e+02,4.360000000000000000e+02,5.170000000000000000e+02,nan,nan,4.240000000000000000e+02,5.190000000000000000e+02,3.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,1.620000000000000000e+02,3.230000000000000000e+02,3.920000000000000000e+02,4.430000000000000000e+02,5.180000000000000000e+02,nan,nan,4.260000000000000000e+02,5.210000000000000000e+02,3.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,1.680000000000000000e+02,3.280000000000000000e+02,3.930000000000000000e+02,4.520000000000000000e+02,5.250000000000000000e+02,nan,nan,4.260000000000000000e+02,5.240000000000000000e+02,3.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,1.680000000000000000e+02,3.290000000000000000e+02,3.960000000000000000e+02,4.570000000000000000e+02,5.260000000000000000e+02,nan,nan,4.300000000000000000e+02,5.250000000000000000e+02,3.430000000000000000e+02,3.620000000000000000e+02,nan,nan,nan,nan,nan,nan
