0.000000000000000000e+00,2.110000000000000000e+02,4.450000000000000000e+02,4.150000000000000000e+02,5.140000000000000000e+02,4.050000000000000000e+02,1.240000000000000000e+02,3.760000000000000000e+02,3.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.070000000000000000e+02,4.420000000000000000e+02,4.180000000000000000e+02,5.110000000000000000e+02,4.020000000000000000e+02,1.220000000000000000e+02,3.730000000000000000e+02,3.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.020000000000000000e+02,4.360000000000000000e+02,4.120000000000000000e+02,5.130000000000000000e+02,nan,1.180000000000000000e+02,nan,3.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.040000000000000000e+02,4.410000000000000000e+02,4.090000000000000000e+02,5.130000000000000000e+02,nan,1.200000000000000000e+02,nan,3.460000000000000000e+02,4.760000000000000000e+02,4.010000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.970000000000000000e+02,4.400000000000000000e+02,4.090000000000000000e+02,5.090000000000000000e+02,nan,1.200000000000000000e+02,nan,3.430000000000000000e+02,4.730000000000000000e+02,3.960000000000000000e+02,4.320000000000000000e+02,3.760000000000000000e+02,4.790000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.970000000000000000e+02,4.320000000000000000e+02,4.090000000000000000e+02,5.040000000000000000e+02,nan,1.190000000000000000e+02,nan,3.470000000000000000e+02,4.750000000000000000e+02,3.990000000000000000e+02,nan,3.740000000000000000e+02,4.810000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.940000000000000000e+02,4.300000000000000000e+02,4.050000000000000000e+02,5.010000000000000000e+02,nan,1.210000000000000000e+02,nan,3.480000000000000000e+02,4.700000000000000000e+02,3.980000000000000000e+02,nan,3.730000000000000000e+02,4.820000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.910000000000000000e+02,4.290000000000000000e+02,4.010000000000000000e+02,5.030000000000000000e+02,nan,1.200000000000000000e+02,nan,3.520000000000000000e+02,4.660000000000000000e+02,3.950000000000000000e+02,nan,3.770000000000000000e+02,4.840000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,1.890000000000000000e+02,4.210000000000000000e+02,4.040000000000000000e+02,5.000000000000000000e+02,nan,1.200000000000000000e+02,nan,3.480000000000000000e+02,4.630000000000000000e+02,3.960000000000000000e+02,nan,3.770000000000000000e+02,4.820000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.870000000000000000e+02,4.240000000000000000e+02,4.030000000000000000e+02,5.010000000000000000e+02,nan,1.230000000000000000e+02,nan,3.510000000000000000e+02,4.630000000000000000e+02,3.950000000000000000e+02,nan,3.760000000000000000e+02,4.810000000000000000e+02,4.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,1.840000000000000000e+02,4.190000000000000000e+02,4.020000000000000000e+02,4.930000000000000000e+02,nan,1.200000000000000000e+02,nan,3.500000000000000000e+02,4.580000000000000000e+02,3.940000000000000000e+02,nan,3.750000000000000000e+02,4.830000000000000000e+02,4.910000000000000000e+02,2.900000000000000000e+02,3.720000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,1.820000000000000000e+02,4.090000000000000000e+02,3.980000000000000000e+02,4.960000000000000000e+02,nan,1.210000000000000000e+02,nan,3.500000000000000000e+02,4.600000000000000000e+02,3.950000000000000000e+02,nan,3.730000000000000000e+02,4.870000000000000000e+02,4.840000000000000000e+02,2.890000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,1.850000000000000000e+02,4.090000000000000000e+02,3.960000000000000000e+02,4.910000000000000000e+02,nan,1.190000000000000000e+02,nan,3.500000000000000000e+02,4.530000000000000000e+02,3.920000000000000000e+02,nan,nan,4.860000000000000000e+02,4.810000000000000000e+02,2.860000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,1.790000000000000000e+02,4.040000000000000000e+02,3.930000000000000000e+02,4.890000000000000000e+02,nan,1.180000000000000000e+02,nan,3.520000000000000000e+02,4.510000000000000000e+02,3.930000000000000000e+02,nan,nan,4.870000000000000000e+02,4.750000000000000000e+02,2.840000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,1.770000000000000000e+02,4.050000000000000000e+02,3.960000000000000000e+02,4.880000000000000000e+02,nan,1.200000000000000000e+02,nan,3.520000000000000000e+02,4.490000000000000000e+02,3.920000000000000000e+02,nan,nan,4.880000000000000000e+02,4.710000000000000000e+02,2.840000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,1.730000000000000000e+02,4.030000000000000000e+02,3.950000000000000000e+02,4.880000000000000000e+02,nan,1.180000000000000000e+02,nan,3.520000000000000000e+02,4.450000000000000000e+02,3.900000000000000000e+02,nan,nan,4.880000000000000000e+02,4.640000000000000000e+02,2.820000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,1.690000000000000000e+02,3.980000000000000000e+02,3.920000000000000000e+02,4.830000000000000000e+02,nan,1.190000000000000000e+02,nan,3.530000000000000000e+02,4.420000000000000000e+02,3.870000000000000000e+02,nan,nan,4.910000000000000000e+02,4.570000000000000000e+02,2.850000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,1.720000000000000000e+02,3.940000000000000000e+02,3.920000000000000000e+02,4.790000000000000000e+02,nan,1.180000000000000000e+02,nan,3.550000000000000000e+02,4.360000000000000000e+02,3.880000000000000000e+02,nan,nan,4.910000000000000000e+02,4.800000000000000000e+02,2.770000000000000000e+02,nan,4.190000000000000000e+02,3.800000000000000000e+02,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,1.660000000000000000e+02,3.920000000000000000e+02,3.850000000000000000e+02,4.810000000000000000e+02,nan,nan,nan,3.570000000000000000e+02,4.380000000000000000e+02,3.900000000000000000e+02,nan,nan,4.930000000000000000e+02,4.590000000000000000e+02,2.770000000000000000e+02,nan,4.130000000000000000e+02,3.820000000000000000e+02,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,1.650000000000000000e+02,3.910000000000000000e+02,3.880000000000000000e+02,4.790000000000000000e+02,nan,nan,nan,3.560000000000000000e+02,4.370000000000000000e+02,3.860000000000000000e+02,nan,nan,4.930000000000000000e+02,nan,2.760000000000000000e+02,nan,4.110000000000000000e+02,3.810000000000000000e+02,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,1.620000000000000000e+02,3.870000000000000000e+02,3.900000000000000000e+02,4.740000000000000000e+02,nan,nan,nan,3.570000000000000000e+02,4.380000000000000000e+02,3.840000000000000000e+02,nan,nan,4.930000000000000000e+02,nan,2.750000000000000000e+02,nan,4.070000000000000000e+02,3.850000000000000000e+02,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,1.580000000000000000e+02,3.820000000000000000e+02,3.870000000000000000e+02,4.750000000000000000e+02,nan,nan,nan,3.560000000000000000e+02,4.380000000000000000e+02,3.830000000000000000e+02,nan,nan,nan,nan,2.710000000000000000e+02,nan,4.000000000000000000e+02,3.880000000000000000e+02,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,1.560000000000000000e+02,3.790000000000000000e+02,3.850000000000000000e+02,4.720000000000000000e+02,nan,nan,nan,3.590000000000000000e+02,4.290000000000000000e+02,3.880000000000000000e+02,nan,nan,nan,nan,2.730000000000000000e+02,nan,3.980000000000000000e+02,3.900000000000000000e+02,3.900000000000000000e+02,nan,nan,nan,nan,nan
2.300000000000000000e+01,1.550000000000000000e+02,3.790000000000000000e+02,3.850000000000000000e+02,4.730000000000000000e+02,nan,nan,nan,3.590000000000000000e+02,4.240000000000000000e+02,3.880000000000000000e+02,nan,nan,nan,nan,2.710000000000000000e+02,nan,3.940000000000000000e+02,3.910000000000000000e+02,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,1.570000000000000000e+02,3.760000000000000000e+02,3.830000000000000000e+02,4.730000000000000000e+02,nan,nan,nan,3.600000000000000000e+02,4.260000000000000000e+02,3.910000000000000000e+02,nan,nan,nan,nan,2.700000000000000000e+02,nan,3.880000000000000000e+02,3.910000000000000000e+02,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,1.540000000000000000e+02,3.730000000000000000e+02,3.830000000000000000e+02,4.680000000000000000e+02,nan,nan,nan,3.600000000000000000e+02,4.210000000000000000e+02,3.910000000000000000e+02,nan,nan,nan,nan,2.690000000000000000e+02,nan,3.880000000000000000e+02,3.920000000000000000e+02,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,1.500000000000000000e+02,3.660000000000000000e+02,3.820000000000000000e+02,4.690000000000000000e+02,nan,nan,nan,3.610000000000000000e+02,4.250000000000000000e+02,3.880000000000000000e+02,nan,nan,nan,nan,2.690000000000000000e+02,nan,3.800000000000000000e+02,3.940000000000000000e+02,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,1.510000000000000000e+02,3.690000000000000000e+02,3.780000000000000000e+02,4.670000000000000000e+02,nan,nan,nan,3.620000000000000000e+02,4.220000000000000000e+02,3.840000000000000000e+02,nan,nan,nan,nan,2.660000000000000000e+02,nan,3.760000000000000000e+02,3.940000000000000000e+02,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,1.500000000000000000e+02,3.650000000000000000e+02,3.780000000000000000e+02,4.670000000000000000e+02,nan,nan,nan,3.620000000000000000e+02,4.150000000000000000e+02,3.850000000000000000e+02,nan,nan,nan,nan,2.650000000000000000e+02,nan,3.700000000000000000e+02,3.960000000000000000e+02,nan,nan,nan,nan,nan,nan
2.900000000000000000e+01,1.450000000000000000e+02,3.610000000000000000e+02,3.790000000000000000e+02,4.650000000000000000e+02,nan,nan,nan,3.630000000000000000e+02,4.120000000000000000e+02,3.840000000000000000e+02,nan,nan,nan,nan,2.620000000000000000e+02,nan,nan,3.980000000000000000e+02,nan,nan,nan,nan,nan,nan
3.000000000000000000e+01,1.450000000000000000e+02,3.580000000000000000e+02,3.760000000000000000e+02,4.640000000000000000e+02,nan,nan,nan,3.670000000000000000e+02,4.120000000000000000e+02,3.860000000000000000e+02,nan,nan,nan,nan,2.630000000000000000e+02,nan,nan,4.010000000000000000e+02,nan,nan,nan,nan,nan,nan
3.100000000000000000e+01,1.430000000000000000e+02,3.690000000000000000e+02,3.770000000000000000e+02,4.620000000000000000e+02,nan,nan,nan,3.650000000000000000e+02,4.110000000000000000e+02,4.000000000000000000e+02,nan,nan,nan,nan,2.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.200000000000000000e+01,1.430000000000000000e+02,3.520000000000000000e+02,nan,4.610000000000000000e+02,nan,nan,nan,3.660000000000000000e+02,4.100000000000000000e+02,4.000000000000000000e+02,nan,nan,nan,nan,2.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.300000000000000000e+01,1.400000000000000000e+02,3.630000000000000000e+02,nan,4.600000000000000000e+02,nan,nan,nan,3.640000000000000000e+02,4.050000000000000000e+02,4.000000000000000000e+02,nan,nan,nan,nan,2.610000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.400000000000000000e+01,1.380000000000000000e+02,nan,nan,4.580000000000000000e+02,nan,nan,nan,3.660000000000000000e+02,4.070000000000000000e+02,4.020000000000000000e+02,nan,nan,nan,nan,2.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.500000000000000000e+01,1.360000000000000000e+02,nan,nan,4.580000000000000000e+02,nan,nan,nan,3.660000000000000000e+02,4.060000000000000000e+02,4.030000000000000000e+02,nan,nan,nan,nan,2.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.600000000000000000e+01,1.380000000000000000e+02,nan,nan,4.580000000000000000e+02,nan,nan,nan,3.700000000000000000e+02,4.040000000000000000e+02,4.000000000000000000e+02,nan,nan,nan,nan,2.520000000000000000e+02,nan,nan,nan,nan,4.500000000000000000e+02,nan,nan,nan,nan
3.700000000000000000e+01,1.340000000000000000e+02,nan,nan,4.540000000000000000e+02,nan,nan,nan,3.650000000000000000e+02,4.030000000000000000e+02,4.030000000000000000e+02,nan,nan,nan,nan,2.550000000000000000e+02,nan,nan,nan,nan,4.490000000000000000e+02,nan,nan,nan,nan
3.800000000000000000e+01,1.300000000000000000e+02,nan,nan,nan,nan,nan,nan,3.690000000000000000e+02,4.000000000000000000e+02,4.010000000000000000e+02,nan,nan,nan,nan,2.500000000000000000e+02,nan,nan,nan,nan,4.430000000000000000e+02,nan,nan,nan,nan
3.900000000000000000e+01,1.330000000000000000e+02,nan,nan,nan,nan,nan,nan,3.730000000000000000e+02,3.950000000000000000e+02,4.020000000000000000e+02,nan,nan,nan,nan,2.490000000000000000e+02,nan,nan,nan,nan,4.430000000000000000e+02,nan,nan,nan,nan
4.000000000000000000e+01,1.300000000000000000e+02,nan,nan,nan,nan,nan,nan,3.670000000000000000e+02,3.970000000000000000e+02,4.010000000000000000e+02,nan,nan,nan,nan,2.520000000000000000e+02,nan,nan,nan,nan,4.390000000000000000e+02,3.730000000000000000e+02,nan,nan,nan
4.100000000000000000e+01,1.270000000000000000e+02,nan,nan,nan,nan,nan,nan,3.620000000000000000e+02,3.920000000000000000e+02,3.770000000000000000e+02,nan,nan,nan,nan,2.500000000000000000e+02,nan,nan,nan,nan,4.420000000000000000e+02,nan,nan,nan,nan
4.200000000000000000e+01,1.260000000000000000e+02,nan,nan,nan,nan,nan,nan,3.620000000000000000e+02,3.920000000000000000e+02,3.730000000000000000e+02,nan,nan,nan,nan,2.450000000000000000e+02,nan,nan,nan,nan,4.370000000000000000e+02,nan,nan,nan,nan
