0.000000000000000000e+00,3.180000000000000000e+02,3.290000000000000000e+02,3.370000000000000000e+02,3.770000000000000000e+02,nan,nan,4.020000000000000000e+02,4.720000000000000000e+02,4.860000000000000000e+02,4.900000000000000000e+02,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,3.230000000000000000e+02,3.380000000000000000e+02,3.380000000000000000e+02,3.820000000000000000e+02,nan,nan,4.060000000000000000e+02,4.840000000000000000e+02,4.720000000000000000e+02,4.960000000000000000e+02,5.460000000000000000e+02,nan,3.750000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,3.250000000000000000e+02,3.350000000000000000e+02,3.300000000000000000e+02,3.750000000000000000e+02,nan,nan,4.050000000000000000e+02,nan,nan,4.930000000000000000e+02,5.520000000000000000e+02,nan,3.710000000000000000e+02,5.080000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.250000000000000000e+02,3.400000000000000000e+02,3.250000000000000000e+02,3.820000000000000000e+02,nan,nan,4.070000000000000000e+02,nan,nan,4.980000000000000000e+02,5.530000000000000000e+02,nan,3.730000000000000000e+02,4.890000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,3.290000000000000000e+02,3.410000000000000000e+02,3.240000000000000000e+02,3.800000000000000000e+02,nan,nan,4.090000000000000000e+02,nan,nan,5.000000000000000000e+02,5.520000000000000000e+02,nan,3.680000000000000000e+02,4.880000000000000000e+02,2.340000000000000000e+02,3.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,3.300000000000000000e+02,3.650000000000000000e+02,3.180000000000000000e+02,3.790000000000000000e+02,nan,nan,4.170000000000000000e+02,nan,nan,5.040000000000000000e+02,5.560000000000000000e+02,nan,3.670000000000000000e+02,4.970000000000000000e+02,2.340000000000000000e+02,nan,3.460000000000000000e+02,4.760000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,3.340000000000000000e+02,nan,3.100000000000000000e+02,nan,nan,nan,4.160000000000000000e+02,nan,nan,5.030000000000000000e+02,5.570000000000000000e+02,nan,3.740000000000000000e+02,4.930000000000000000e+02,2.400000000000000000e+02,nan,3.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,3.370000000000000000e+02,nan,3.090000000000000000e+02,nan,nan,nan,4.200000000000000000e+02,nan,nan,5.100000000000000000e+02,5.570000000000000000e+02,nan,3.700000000000000000e+02,4.990000000000000000e+02,2.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,3.390000000000000000e+02,nan,3.040000000000000000e+02,nan,nan,nan,4.210000000000000000e+02,nan,nan,5.150000000000000000e+02,5.570000000000000000e+02,nan,3.650000000000000000e+02,5.030000000000000000e+02,2.430000000000000000e+02,nan,nan,nan,3.510000000000000000e+02,4.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,3.420000000000000000e+02,nan,2.980000000000000000e+02,nan,nan,nan,4.200000000000000000e+02,nan,nan,5.160000000000000000e+02,nan,nan,3.620000000000000000e+02,4.980000000000000000e+02,2.460000000000000000e+02,nan,nan,nan,3.530000000000000000e+02,4.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
