   0     0,0000        1     0,9259
   2     1,9543        3     2,8800
   4     3,9084        5     4,8340
   6     5,8625        7     6,7880
   8     7,8169        9     8,7422
  10     9,7712       11    10,6959
  12    11,7251       13    12,6503
  14    13,6795       15    14,6039
  16    15,6337       17    16,5581
  18    17,5879       19    18,5124
  20    19,5421       21    20,4665
  22    21,4962       23    22,4205
  24    23,4504       25    24,3745
  26    25,4045       27    26,3285
  28    27,3583       29    28,2824
  30    29,3126       31    30,2364
  32    31,2668       33    32,1903
  34    33,2209       35    34,1440
  36    35,1747       37    36,0982
  38    37,1290       39    38,0522
  40    39,0832       41    40,0058
  42    41,0372       43    41,9601
  44    42,9912       45    43,9138
  46    44,9453       47    45,8678
  48    46,8994       49    47,8215
  50    48,8535       51    49,7756
  52    50,8070       53    51,7292
  54    52,7615       55    53,6835
  56    54,7151       57    55,6370
  58    56,6695       59    57,5912
  60    58,6236       61    59,5451
  62    60,5772       63    61,4990
  64    62,5313       65    63,4529
  66    64,4855       67    65,4065
  68    66,4392       69    67,3603
  70    68,3935       71    69,3145
  72    70,3475       73    71,2683
  74    72,3013       75    73,2218
  76    74,2554       77    75,1759
  78    76,2093       79    77,1292
  80    78,1632       81    79,0835
  82    80,1172       83    81,0372
  84    82,0712       85    82,9911
  86    84,0251       87    84,9450
  88    85,9790       89    86,8988
  90    87,9329       91    88,8523
  92    89,8869       93    90,8061
  94    91,8406       95    92,7600
  96    93,7947       97    94,7140
  98    95,7486       99    96,6678
 100    97,7024      101    98,6215
 102    99,6560      103   100,5752
 104   101,6102      105   102,5289
 106   103,5641      107   104,4826
 108   105,5177      109   106,4363
 110   107,4719      111   108,3897
 112   109,4257      113   110,3438
 114   111,3796      115   112,2976
 116   113,3334      117   114,2513
 118   115,2873      119   116,2047
 120   117,2411      121   118,1583
 122   119,1947      123   120,1123
 124   121,1487      125   122,0660
 126   123,1025      127   124,0197
 128   125,0564      129   125,9730
 130   127,0100      131   127,9269
 132   128,9641      133   129,8802
 134   130,9175      135   131,8342
 136   132,8716      137   133,7874
 138   134,8254      139   135,7416
 140   136,7792      141   137,6953
 142   138,7330      143   139,6488
 144   140,6867      145   141,6026
 146   142,6405      147   143,5561
 148   144,5944      149   145,5098
 150   146,5481      151   147,4631
 152   148,5014      153   149,4170
 154   150,4556      155   151,3707
 156   152,4092      157   153,3243
 158   154,3631      159   155,2779
 160   156,3167      161   157,2315
 162   158,2706      163   159,1851
 164   160,2244      165   161,1387
 166   162,1781      167   163,0921
 168   164,1318      169   165,0458
 170   166,0852      171   166,9994
 172   168,0392      173   168,9530
 174   169,9929      175   170,9064
 176   171,9466      177   172,8600
 178   173,9003      179   174,8136
 180   175,8540      181   176,7670
 182   177,8076      183   178,7206
 184   179,7613      185   180,6739
 186   181,7150      187   182,6277
 188   183,6687      189   184,5809
 190   185,6223      191   186,5347
