0.000000000000000000e+00,2.500000000000000000e+02,2.170000000000000000e+02,3.990000000000000000e+02,3.700000000000000000e+02,4.960000000000000000e+02,nan,nan,3.970000000000000000e+02,4.850000000000000000e+02,4.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.500000000000000000e+02,2.120000000000000000e+02,4.010000000000000000e+02,3.660000000000000000e+02,4.960000000000000000e+02,nan,nan,3.970000000000000000e+02,4.830000000000000000e+02,4.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.440000000000000000e+02,2.050000000000000000e+02,3.970000000000000000e+02,3.610000000000000000e+02,4.950000000000000000e+02,nan,nan,3.970000000000000000e+02,4.850000000000000000e+02,4.620000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.410000000000000000e+02,2.030000000000000000e+02,3.950000000000000000e+02,3.630000000000000000e+02,4.940000000000000000e+02,nan,nan,4.000000000000000000e+02,4.860000000000000000e+02,4.610000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.390000000000000000e+02,2.010000000000000000e+02,3.920000000000000000e+02,3.600000000000000000e+02,4.960000000000000000e+02,nan,nan,4.000000000000000000e+02,4.840000000000000000e+02,4.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.330000000000000000e+02,2.030000000000000000e+02,3.890000000000000000e+02,3.630000000000000000e+02,4.940000000000000000e+02,nan,nan,4.000000000000000000e+02,4.890000000000000000e+02,4.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.290000000000000000e+02,2.010000000000000000e+02,3.880000000000000000e+02,3.590000000000000000e+02,nan,nan,nan,4.060000000000000000e+02,nan,4.630000000000000000e+02,nan,2.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.280000000000000000e+02,1.940000000000000000e+02,3.860000000000000000e+02,3.620000000000000000e+02,nan,nan,nan,3.970000000000000000e+02,nan,4.680000000000000000e+02,nan,2.350000000000000000e+02,3.710000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.240000000000000000e+02,1.890000000000000000e+02,3.820000000000000000e+02,3.590000000000000000e+02,nan,nan,nan,4.020000000000000000e+02,nan,4.680000000000000000e+02,nan,2.340000000000000000e+02,3.690000000000000000e+02,2.210000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,2.230000000000000000e+02,1.880000000000000000e+02,3.840000000000000000e+02,3.570000000000000000e+02,nan,nan,nan,3.970000000000000000e+02,nan,4.680000000000000000e+02,nan,2.310000000000000000e+02,3.620000000000000000e+02,2.180000000000000000e+02,5.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,2.160000000000000000e+02,1.890000000000000000e+02,3.800000000000000000e+02,3.560000000000000000e+02,nan,nan,nan,3.990000000000000000e+02,nan,4.710000000000000000e+02,nan,2.290000000000000000e+02,3.600000000000000000e+02,2.200000000000000000e+02,5.230000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,2.140000000000000000e+02,1.820000000000000000e+02,3.800000000000000000e+02,3.530000000000000000e+02,nan,nan,nan,4.040000000000000000e+02,nan,4.690000000000000000e+02,nan,2.260000000000000000e+02,3.560000000000000000e+02,2.230000000000000000e+02,5.230000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,2.140000000000000000e+02,1.890000000000000000e+02,3.760000000000000000e+02,3.520000000000000000e+02,nan,nan,nan,4.050000000000000000e+02,nan,4.670000000000000000e+02,nan,2.240000000000000000e+02,3.540000000000000000e+02,2.220000000000000000e+02,5.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,2.120000000000000000e+02,1.840000000000000000e+02,3.760000000000000000e+02,3.510000000000000000e+02,nan,nan,nan,4.040000000000000000e+02,nan,4.690000000000000000e+02,nan,2.220000000000000000e+02,3.470000000000000000e+02,2.220000000000000000e+02,5.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,2.070000000000000000e+02,1.760000000000000000e+02,3.790000000000000000e+02,3.530000000000000000e+02,nan,nan,nan,4.050000000000000000e+02,nan,4.710000000000000000e+02,nan,2.210000000000000000e+02,3.480000000000000000e+02,2.250000000000000000e+02,5.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,2.050000000000000000e+02,1.740000000000000000e+02,3.790000000000000000e+02,3.500000000000000000e+02,nan,nan,nan,4.060000000000000000e+02,nan,4.710000000000000000e+02,nan,2.210000000000000000e+02,3.430000000000000000e+02,2.280000000000000000e+02,5.240000000000000000e+02,5.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,2.160000000000000000e+02,1.750000000000000000e+02,3.710000000000000000e+02,3.510000000000000000e+02,nan,nan,nan,4.110000000000000000e+02,nan,4.720000000000000000e+02,nan,nan,3.420000000000000000e+02,2.240000000000000000e+02,5.270000000000000000e+02,5.590000000000000000e+02,2.060000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,2.060000000000000000e+02,1.740000000000000000e+02,3.680000000000000000e+02,3.520000000000000000e+02,nan,nan,nan,4.090000000000000000e+02,nan,4.800000000000000000e+02,nan,nan,3.360000000000000000e+02,2.280000000000000000e+02,5.230000000000000000e+02,5.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,2.130000000000000000e+02,1.710000000000000000e+02,3.700000000000000000e+02,3.550000000000000000e+02,nan,nan,nan,4.130000000000000000e+02,nan,4.740000000000000000e+02,nan,nan,3.330000000000000000e+02,2.280000000000000000e+02,5.290000000000000000e+02,5.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,2.060000000000000000e+02,1.700000000000000000e+02,3.710000000000000000e+02,3.510000000000000000e+02,nan,nan,nan,4.100000000000000000e+02,nan,4.780000000000000000e+02,nan,nan,3.300000000000000000e+02,2.270000000000000000e+02,5.300000000000000000e+02,5.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,2.020000000000000000e+02,1.660000000000000000e+02,3.680000000000000000e+02,3.530000000000000000e+02,nan,nan,nan,4.080000000000000000e+02,nan,4.810000000000000000e+02,nan,nan,3.250000000000000000e+02,2.260000000000000000e+02,5.290000000000000000e+02,5.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
