0.000000000000000000e+00,9.800000000000000000e+01,1.900000000000000000e+02,2.410000000000000000e+02,2.580000000000000000e+02,2.940000000000000000e+02,3.140000000000000000e+02,3.550000000000000000e+02,3.690000000000000000e+02,3.960000000000000000e+02,3.940000000000000000e+02,4.030000000000000000e+02,4.090000000000000000e+02,4.170000000000000000e+02,nan,nan,4.460000000000000000e+02,5.050000000000000000e+02,5.130000000000000000e+02,5.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,9.800000000000000000e+01,1.890000000000000000e+02,2.430000000000000000e+02,2.530000000000000000e+02,2.970000000000000000e+02,3.050000000000000000e+02,3.610000000000000000e+02,3.760000000000000000e+02,4.030000000000000000e+02,3.990000000000000000e+02,nan,4.150000000000000000e+02,nan,nan,nan,4.480000000000000000e+02,5.060000000000000000e+02,5.110000000000000000e+02,5.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,1.010000000000000000e+02,1.920000000000000000e+02,2.450000000000000000e+02,2.540000000000000000e+02,3.010000000000000000e+02,3.010000000000000000e+02,3.640000000000000000e+02,3.770000000000000000e+02,4.040000000000000000e+02,4.000000000000000000e+02,nan,4.180000000000000000e+02,nan,nan,nan,4.450000000000000000e+02,5.110000000000000000e+02,5.160000000000000000e+02,5.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,1.020000000000000000e+02,1.920000000000000000e+02,2.490000000000000000e+02,2.490000000000000000e+02,3.070000000000000000e+02,2.920000000000000000e+02,3.620000000000000000e+02,3.770000000000000000e+02,4.030000000000000000e+02,4.020000000000000000e+02,nan,4.290000000000000000e+02,nan,nan,nan,4.520000000000000000e+02,5.100000000000000000e+02,5.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,1.030000000000000000e+02,1.960000000000000000e+02,2.490000000000000000e+02,2.500000000000000000e+02,3.060000000000000000e+02,2.840000000000000000e+02,3.680000000000000000e+02,3.820000000000000000e+02,4.050000000000000000e+02,3.980000000000000000e+02,nan,4.320000000000000000e+02,nan,nan,nan,4.560000000000000000e+02,5.140000000000000000e+02,5.170000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,1.060000000000000000e+02,1.960000000000000000e+02,2.560000000000000000e+02,2.460000000000000000e+02,3.090000000000000000e+02,2.740000000000000000e+02,3.640000000000000000e+02,3.830000000000000000e+02,4.080000000000000000e+02,4.080000000000000000e+02,nan,4.310000000000000000e+02,nan,nan,nan,4.590000000000000000e+02,5.130000000000000000e+02,5.220000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,1.050000000000000000e+02,1.990000000000000000e+02,2.580000000000000000e+02,2.440000000000000000e+02,3.130000000000000000e+02,2.670000000000000000e+02,3.610000000000000000e+02,3.850000000000000000e+02,4.140000000000000000e+02,4.060000000000000000e+02,nan,4.350000000000000000e+02,nan,nan,nan,4.590000000000000000e+02,5.140000000000000000e+02,5.220000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,1.060000000000000000e+02,1.990000000000000000e+02,2.590000000000000000e+02,2.420000000000000000e+02,3.130000000000000000e+02,2.560000000000000000e+02,3.620000000000000000e+02,3.890000000000000000e+02,4.210000000000000000e+02,4.060000000000000000e+02,nan,4.460000000000000000e+02,nan,nan,nan,4.650000000000000000e+02,5.160000000000000000e+02,5.220000000000000000e+02,nan,4.120000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,1.060000000000000000e+02,2.000000000000000000e+02,2.600000000000000000e+02,2.390000000000000000e+02,3.160000000000000000e+02,2.440000000000000000e+02,3.580000000000000000e+02,3.930000000000000000e+02,4.220000000000000000e+02,4.090000000000000000e+02,nan,4.470000000000000000e+02,nan,nan,nan,4.630000000000000000e+02,5.150000000000000000e+02,5.250000000000000000e+02,nan,4.100000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.090000000000000000e+02,2.080000000000000000e+02,2.650000000000000000e+02,2.370000000000000000e+02,3.160000000000000000e+02,2.370000000000000000e+02,3.590000000000000000e+02,3.950000000000000000e+02,4.230000000000000000e+02,4.080000000000000000e+02,nan,4.530000000000000000e+02,nan,nan,nan,4.690000000000000000e+02,5.200000000000000000e+02,5.260000000000000000e+02,nan,4.020000000000000000e+02,5.230000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
