0.000000000000000000e+00,nan
1.000000000000000000e+00,nan
2.000000000000000000e+00,nan
3.000000000000000000e+00,nan
4.000000000000000000e+00,nan
5.000000000000000000e+00,nan
6.000000000000000000e+00,nan
7.000000000000000000e+00,nan
8.000000000000000000e+00,nan
9.000000000000000000e+00,nan
1.000000000000000000e+01,nan
1.100000000000000000e+01,nan
1.200000000000000000e+01,nan
1.300000000000000000e+01,nan
1.400000000000000000e+01,nan
1.500000000000000000e+01,nan
1.600000000000000000e+01,nan
1.700000000000000000e+01,nan
1.800000000000000000e+01,nan
1.900000000000000000e+01,nan
2.000000000000000000e+01,nan
2.100000000000000000e+01,nan
2.200000000000000000e+01,nan
2.300000000000000000e+01,nan
2.400000000000000000e+01,nan
2.500000000000000000e+01,nan
2.600000000000000000e+01,nan
2.700000000000000000e+01,nan
2.800000000000000000e+01,3.590000000000000000e+02
2.900000000000000000e+01,3.600000000000000000e+02
3.000000000000000000e+01,3.610000000000000000e+02
3.100000000000000000e+01,3.660000000000000000e+02
3.200000000000000000e+01,3.620000000000000000e+02
3.300000000000000000e+01,3.630000000000000000e+02
3.400000000000000000e+01,3.620000000000000000e+02
3.500000000000000000e+01,3.670000000000000000e+02
3.600000000000000000e+01,3.680000000000000000e+02
3.700000000000000000e+01,3.700000000000000000e+02
3.800000000000000000e+01,3.700000000000000000e+02
3.900000000000000000e+01,3.720000000000000000e+02
4.000000000000000000e+01,3.730000000000000000e+02
4.100000000000000000e+01,3.730000000000000000e+02
4.200000000000000000e+01,3.730000000000000000e+02
4.300000000000000000e+01,3.750000000000000000e+02
4.400000000000000000e+01,3.780000000000000000e+02
4.500000000000000000e+01,3.830000000000000000e+02
4.600000000000000000e+01,3.810000000000000000e+02
4.700000000000000000e+01,3.800000000000000000e+02
4.800000000000000000e+01,3.870000000000000000e+02
4.900000000000000000e+01,3.910000000000000000e+02
5.000000000000000000e+01,3.930000000000000000e+02
5.100000000000000000e+01,3.940000000000000000e+02
5.200000000000000000e+01,3.950000000000000000e+02
5.300000000000000000e+01,3.970000000000000000e+02
5.400000000000000000e+01,3.880000000000000000e+02
5.500000000000000000e+01,nan
5.600000000000000000e+01,nan
5.700000000000000000e+01,nan
5.800000000000000000e+01,nan
