1.000000000000000000e+01,4.410000000000000000e+02,1.400000000000000000e+02,2.480000000000000000e+02,3.900000000000000000e+02,2.260000000000000000e+02,1.020000000000000000e+02,nan,nan,4.830000000000000000e+02,2.290000000000000000e+02,nan,nan,nan,4.100000000000000000e+02,nan,4.780000000000000000e+02,nan,nan,5.210000000000000000e+02,nan,nan,nan,5.620000000000000000e+02,nan,1.500000000000000000e+02,5.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,4.400000000000000000e+02,1.270000000000000000e+02,2.470000000000000000e+02,3.870000000000000000e+02,nan,1.020000000000000000e+02,nan,nan,4.890000000000000000e+02,2.280000000000000000e+02,nan,nan,nan,4.160000000000000000e+02,nan,4.720000000000000000e+02,nan,nan,nan,nan,nan,nan,5.590000000000000000e+02,nan,1.460000000000000000e+02,5.360000000000000000e+02,2.800000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,4.340000000000000000e+02,1.360000000000000000e+02,nan,3.870000000000000000e+02,nan,1.020000000000000000e+02,nan,nan,4.910000000000000000e+02,2.300000000000000000e+02,nan,nan,nan,4.160000000000000000e+02,nan,4.680000000000000000e+02,nan,nan,nan,nan,nan,nan,5.540000000000000000e+02,nan,1.410000000000000000e+02,5.310000000000000000e+02,2.810000000000000000e+02,4.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,4.320000000000000000e+02,1.190000000000000000e+02,nan,3.830000000000000000e+02,nan,1.030000000000000000e+02,nan,nan,4.880000000000000000e+02,2.300000000000000000e+02,nan,nan,nan,4.220000000000000000e+02,nan,4.670000000000000000e+02,nan,nan,nan,nan,nan,nan,5.500000000000000000e+02,nan,1.390000000000000000e+02,5.250000000000000000e+02,nan,nan,2.270000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,4.400000000000000000e+02,1.300000000000000000e+02,nan,3.790000000000000000e+02,nan,1.030000000000000000e+02,nan,nan,4.910000000000000000e+02,2.300000000000000000e+02,nan,nan,nan,4.160000000000000000e+02,nan,4.620000000000000000e+02,nan,nan,nan,nan,nan,nan,5.480000000000000000e+02,nan,1.370000000000000000e+02,5.230000000000000000e+02,nan,nan,2.240000000000000000e+02,4.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,4.230000000000000000e+02,1.290000000000000000e+02,nan,3.780000000000000000e+02,nan,1.030000000000000000e+02,nan,nan,4.910000000000000000e+02,2.300000000000000000e+02,nan,nan,nan,4.090000000000000000e+02,nan,4.560000000000000000e+02,nan,nan,nan,nan,nan,nan,5.460000000000000000e+02,nan,1.310000000000000000e+02,5.180000000000000000e+02,nan,nan,2.230000000000000000e+02,4.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,4.190000000000000000e+02,1.130000000000000000e+02,nan,3.740000000000000000e+02,nan,1.030000000000000000e+02,nan,nan,4.930000000000000000e+02,2.300000000000000000e+02,nan,nan,nan,nan,nan,4.560000000000000000e+02,nan,nan,nan,nan,nan,nan,5.410000000000000000e+02,nan,1.270000000000000000e+02,5.120000000000000000e+02,nan,nan,2.210000000000000000e+02,4.470000000000000000e+02,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,4.160000000000000000e+02,1.150000000000000000e+02,nan,3.720000000000000000e+02,nan,1.010000000000000000e+02,nan,nan,4.930000000000000000e+02,2.340000000000000000e+02,nan,nan,nan,nan,nan,4.650000000000000000e+02,nan,nan,nan,nan,nan,nan,5.370000000000000000e+02,nan,1.290000000000000000e+02,5.130000000000000000e+02,nan,nan,2.210000000000000000e+02,4.460000000000000000e+02,5.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,4.110000000000000000e+02,1.230000000000000000e+02,nan,3.740000000000000000e+02,nan,1.020000000000000000e+02,nan,nan,4.940000000000000000e+02,2.340000000000000000e+02,nan,nan,nan,nan,nan,4.620000000000000000e+02,nan,nan,nan,nan,nan,nan,5.340000000000000000e+02,nan,1.260000000000000000e+02,5.040000000000000000e+02,nan,nan,2.220000000000000000e+02,4.520000000000000000e+02,5.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,nan,1.120000000000000000e+02,nan,3.710000000000000000e+02,nan,1.010000000000000000e+02,nan,nan,4.960000000000000000e+02,2.340000000000000000e+02,nan,nan,nan,nan,nan,4.620000000000000000e+02,nan,nan,nan,nan,nan,nan,5.330000000000000000e+02,nan,1.220000000000000000e+02,5.000000000000000000e+02,nan,nan,2.240000000000000000e+02,4.660000000000000000e+02,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,nan,1.230000000000000000e+02,nan,3.740000000000000000e+02,nan,9.900000000000000000e+01,nan,nan,4.980000000000000000e+02,2.360000000000000000e+02,nan,nan,nan,nan,nan,4.550000000000000000e+02,nan,nan,nan,nan,nan,nan,5.300000000000000000e+02,nan,1.210000000000000000e+02,4.960000000000000000e+02,nan,nan,2.180000000000000000e+02,4.420000000000000000e+02,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,nan,1.090000000000000000e+02,nan,3.670000000000000000e+02,nan,9.900000000000000000e+01,nan,nan,4.970000000000000000e+02,2.350000000000000000e+02,nan,nan,nan,nan,nan,4.550000000000000000e+02,nan,nan,nan,nan,nan,nan,5.250000000000000000e+02,nan,1.160000000000000000e+02,4.930000000000000000e+02,nan,nan,2.240000000000000000e+02,nan,5.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,nan,1.180000000000000000e+02,nan,3.670000000000000000e+02,nan,9.900000000000000000e+01,nan,nan,5.000000000000000000e+02,2.370000000000000000e+02,nan,nan,nan,nan,nan,4.490000000000000000e+02,nan,nan,nan,nan,nan,nan,5.230000000000000000e+02,nan,1.140000000000000000e+02,4.850000000000000000e+02,nan,nan,2.340000000000000000e+02,nan,5.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,nan,1.030000000000000000e+02,nan,3.640000000000000000e+02,nan,9.800000000000000000e+01,nan,nan,nan,2.380000000000000000e+02,nan,nan,nan,nan,nan,4.430000000000000000e+02,nan,nan,nan,nan,nan,nan,5.230000000000000000e+02,nan,1.140000000000000000e+02,4.890000000000000000e+02,nan,nan,nan,nan,5.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,nan,1.020000000000000000e+02,nan,3.680000000000000000e+02,nan,9.800000000000000000e+01,nan,nan,nan,2.390000000000000000e+02,nan,nan,nan,nan,nan,4.360000000000000000e+02,nan,nan,nan,nan,nan,nan,5.180000000000000000e+02,nan,1.120000000000000000e+02,4.860000000000000000e+02,nan,nan,nan,nan,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,nan,1.030000000000000000e+02,nan,3.650000000000000000e+02,nan,9.800000000000000000e+01,nan,nan,nan,2.380000000000000000e+02,nan,nan,nan,nan,nan,4.330000000000000000e+02,nan,nan,nan,nan,nan,nan,5.210000000000000000e+02,nan,1.050000000000000000e+02,4.840000000000000000e+02,nan,nan,nan,nan,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,nan,1.000000000000000000e+02,nan,3.650000000000000000e+02,nan,9.600000000000000000e+01,nan,nan,nan,2.420000000000000000e+02,nan,nan,nan,nan,nan,4.310000000000000000e+02,nan,nan,nan,nan,nan,nan,5.110000000000000000e+02,nan,1.020000000000000000e+02,4.770000000000000000e+02,nan,nan,nan,nan,5.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,nan,nan,nan,3.650000000000000000e+02,nan,9.700000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.220000000000000000e+02,nan,nan,nan,nan,nan,nan,5.110000000000000000e+02,nan,1.000000000000000000e+02,4.770000000000000000e+02,nan,nan,nan,nan,5.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,nan,nan,nan,3.600000000000000000e+02,nan,9.600000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.220000000000000000e+02,nan,nan,nan,nan,nan,nan,5.080000000000000000e+02,nan,9.500000000000000000e+01,4.740000000000000000e+02,nan,nan,nan,nan,5.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.900000000000000000e+01,nan,nan,nan,3.610000000000000000e+02,nan,9.700000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.140000000000000000e+02,nan,nan,nan,nan,nan,nan,5.070000000000000000e+02,nan,9.400000000000000000e+01,4.690000000000000000e+02,nan,nan,nan,nan,5.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+01,nan,nan,nan,3.610000000000000000e+02,nan,9.800000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.120000000000000000e+02,nan,nan,nan,nan,nan,nan,5.010000000000000000e+02,nan,9.100000000000000000e+01,4.660000000000000000e+02,nan,nan,nan,nan,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.100000000000000000e+01,nan,nan,nan,3.590000000000000000e+02,nan,9.700000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.070000000000000000e+02,nan,nan,nan,nan,nan,nan,5.020000000000000000e+02,nan,9.100000000000000000e+01,4.600000000000000000e+02,nan,nan,nan,nan,5.420000000000000000e+02,3.750000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
3.200000000000000000e+01,nan,nan,nan,3.600000000000000000e+02,nan,9.700000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.030000000000000000e+02,nan,nan,nan,nan,nan,nan,5.000000000000000000e+02,nan,9.000000000000000000e+01,4.580000000000000000e+02,nan,nan,nan,nan,5.460000000000000000e+02,3.700000000000000000e+02,2.320000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.300000000000000000e+01,nan,nan,nan,3.580000000000000000e+02,nan,9.600000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.980000000000000000e+02,nan,nan,nan,nan,nan,nan,4.930000000000000000e+02,nan,8.700000000000000000e+01,4.520000000000000000e+02,nan,nan,nan,nan,5.400000000000000000e+02,3.660000000000000000e+02,2.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.400000000000000000e+01,nan,nan,nan,3.580000000000000000e+02,nan,9.100000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.930000000000000000e+02,nan,nan,nan,nan,nan,nan,4.950000000000000000e+02,nan,nan,4.530000000000000000e+02,nan,nan,nan,nan,5.380000000000000000e+02,3.610000000000000000e+02,2.330000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.500000000000000000e+01,nan,nan,nan,3.550000000000000000e+02,nan,9.400000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.980000000000000000e+02,nan,nan,nan,nan,nan,nan,4.900000000000000000e+02,nan,nan,4.500000000000000000e+02,nan,nan,nan,nan,5.420000000000000000e+02,3.590000000000000000e+02,2.310000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.600000000000000000e+01,nan,nan,nan,3.590000000000000000e+02,nan,9.300000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.840000000000000000e+02,nan,nan,nan,nan,nan,nan,4.880000000000000000e+02,nan,nan,4.450000000000000000e+02,nan,nan,nan,nan,5.360000000000000000e+02,3.500000000000000000e+02,2.260000000000000000e+02,3.040000000000000000e+02,nan,nan,nan,nan,nan,nan
3.700000000000000000e+01,nan,nan,nan,3.600000000000000000e+02,nan,9.200000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.820000000000000000e+02,nan,nan,nan,nan,nan,nan,4.870000000000000000e+02,nan,nan,4.410000000000000000e+02,nan,nan,nan,nan,5.380000000000000000e+02,3.510000000000000000e+02,2.300000000000000000e+02,3.010000000000000000e+02,4.480000000000000000e+02,nan,nan,nan,nan,nan
3.800000000000000000e+01,nan,nan,nan,3.560000000000000000e+02,nan,9.200000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.790000000000000000e+02,nan,nan,nan,nan,nan,nan,4.840000000000000000e+02,nan,nan,4.390000000000000000e+02,nan,nan,nan,nan,5.350000000000000000e+02,3.410000000000000000e+02,2.330000000000000000e+02,2.960000000000000000e+02,4.500000000000000000e+02,nan,nan,nan,nan,nan
3.900000000000000000e+01,nan,nan,nan,3.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.730000000000000000e+02,nan,nan,nan,nan,nan,nan,4.820000000000000000e+02,nan,nan,4.340000000000000000e+02,nan,nan,nan,nan,5.380000000000000000e+02,3.430000000000000000e+02,2.280000000000000000e+02,2.920000000000000000e+02,4.490000000000000000e+02,nan,nan,nan,nan,nan
4.000000000000000000e+01,nan,nan,nan,3.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.690000000000000000e+02,nan,nan,nan,nan,nan,nan,4.770000000000000000e+02,nan,nan,4.310000000000000000e+02,nan,nan,nan,nan,5.400000000000000000e+02,3.400000000000000000e+02,2.300000000000000000e+02,2.900000000000000000e+02,4.510000000000000000e+02,nan,nan,nan,nan,nan
4.100000000000000000e+01,nan,nan,nan,3.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.650000000000000000e+02,nan,nan,nan,nan,nan,nan,4.740000000000000000e+02,nan,nan,4.270000000000000000e+02,nan,nan,nan,nan,5.350000000000000000e+02,3.350000000000000000e+02,2.280000000000000000e+02,2.840000000000000000e+02,4.530000000000000000e+02,nan,nan,nan,nan,nan
4.200000000000000000e+01,nan,nan,nan,3.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.700000000000000000e+02,nan,nan,nan,nan,nan,nan,4.730000000000000000e+02,nan,nan,4.230000000000000000e+02,nan,nan,nan,nan,5.340000000000000000e+02,3.320000000000000000e+02,2.290000000000000000e+02,2.790000000000000000e+02,nan,nan,nan,nan,nan,nan
4.300000000000000000e+01,nan,nan,nan,3.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.640000000000000000e+02,nan,nan,nan,nan,nan,nan,4.730000000000000000e+02,nan,nan,4.170000000000000000e+02,nan,nan,nan,nan,5.340000000000000000e+02,3.240000000000000000e+02,2.280000000000000000e+02,2.770000000000000000e+02,nan,nan,nan,nan,nan,nan
4.400000000000000000e+01,nan,nan,nan,3.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.550000000000000000e+02,nan,nan,nan,nan,nan,nan,4.690000000000000000e+02,nan,nan,4.160000000000000000e+02,nan,nan,nan,nan,5.330000000000000000e+02,3.250000000000000000e+02,2.200000000000000000e+02,2.730000000000000000e+02,nan,nan,nan,nan,nan,nan
4.500000000000000000e+01,nan,nan,nan,3.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.560000000000000000e+02,nan,nan,nan,nan,nan,nan,4.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,5.350000000000000000e+02,3.190000000000000000e+02,2.220000000000000000e+02,2.710000000000000000e+02,nan,2.420000000000000000e+02,nan,nan,nan,nan
4.600000000000000000e+01,nan,nan,nan,3.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,5.370000000000000000e+02,3.180000000000000000e+02,2.220000000000000000e+02,2.670000000000000000e+02,nan,2.440000000000000000e+02,nan,nan,nan,nan
4.700000000000000000e+01,nan,nan,nan,3.590000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,5.390000000000000000e+02,3.130000000000000000e+02,2.260000000000000000e+02,2.630000000000000000e+02,nan,2.400000000000000000e+02,2.120000000000000000e+02,nan,nan,nan
4.800000000000000000e+01,nan,nan,nan,3.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,5.380000000000000000e+02,3.140000000000000000e+02,2.270000000000000000e+02,2.650000000000000000e+02,nan,nan,nan,nan,nan,nan
4.900000000000000000e+01,nan,nan,nan,3.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,5.400000000000000000e+02,3.110000000000000000e+02,2.250000000000000000e+02,2.620000000000000000e+02,nan,nan,nan,nan,nan,nan
5.000000000000000000e+01,nan,nan,nan,3.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,5.400000000000000000e+02,3.070000000000000000e+02,2.290000000000000000e+02,2.540000000000000000e+02,nan,nan,nan,nan,nan,nan
5.100000000000000000e+01,nan,nan,nan,3.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,5.390000000000000000e+02,3.030000000000000000e+02,2.290000000000000000e+02,2.540000000000000000e+02,nan,nan,nan,3.160000000000000000e+02,nan,nan
5.200000000000000000e+01,nan,nan,nan,3.610000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,3.000000000000000000e+02,2.280000000000000000e+02,2.530000000000000000e+02,nan,nan,nan,3.130000000000000000e+02,1.120000000000000000e+02,nan
5.300000000000000000e+01,nan,nan,nan,3.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,2.980000000000000000e+02,2.290000000000000000e+02,2.470000000000000000e+02,nan,nan,nan,3.100000000000000000e+02,1.110000000000000000e+02,nan
5.400000000000000000e+01,nan,nan,nan,3.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,2.920000000000000000e+02,2.250000000000000000e+02,2.500000000000000000e+02,nan,nan,nan,3.130000000000000000e+02,1.080000000000000000e+02,nan
5.500000000000000000e+01,nan,nan,nan,3.610000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,2.870000000000000000e+02,2.270000000000000000e+02,2.470000000000000000e+02,nan,nan,nan,3.110000000000000000e+02,1.060000000000000000e+02,nan
5.600000000000000000e+01,nan,nan,nan,3.580000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,2.860000000000000000e+02,2.290000000000000000e+02,2.440000000000000000e+02,nan,nan,nan,3.080000000000000000e+02,1.010000000000000000e+02,nan
5.700000000000000000e+01,nan,nan,nan,3.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,2.840000000000000000e+02,2.290000000000000000e+02,2.400000000000000000e+02,nan,nan,nan,3.050000000000000000e+02,1.010000000000000000e+02,nan
5.800000000000000000e+01,nan,nan,nan,3.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,2.810000000000000000e+02,2.310000000000000000e+02,2.370000000000000000e+02,nan,nan,nan,3.050000000000000000e+02,1.030000000000000000e+02,2.160000000000000000e+02
