0.000000000000000000e+00,3.600000000000000000e+02,4.230000000000000000e+02,4.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,3.550000000000000000e+02,4.300000000000000000e+02,4.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,3.710000000000000000e+02,nan,nan,4.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.850000000000000000e+02,nan,nan,nan,4.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,3.910000000000000000e+02,nan,nan,nan,4.520000000000000000e+02,4.110000000000000000e+02,4.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.030000000000000000e+02,nan,nan,nan,4.600000000000000000e+02,4.160000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.070000000000000000e+02,nan,nan,nan,4.640000000000000000e+02,4.160000000000000000e+02,nan,4.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,4.150000000000000000e+02,nan,nan,nan,4.700000000000000000e+02,4.190000000000000000e+02,nan,4.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,4.270000000000000000e+02,nan,nan,nan,4.770000000000000000e+02,4.180000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.460000000000000000e+02,nan,nan,nan,4.860000000000000000e+02,4.230000000000000000e+02,nan,nan,4.650000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,4.390000000000000000e+02,nan,nan,nan,4.880000000000000000e+02,4.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,4.410000000000000000e+02,nan,nan,nan,4.870000000000000000e+02,4.290000000000000000e+02,nan,nan,nan,3.650000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,4.400000000000000000e+02,nan,nan,nan,4.800000000000000000e+02,4.310000000000000000e+02,nan,nan,nan,3.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,4.310000000000000000e+02,nan,nan,nan,4.800000000000000000e+02,4.330000000000000000e+02,nan,nan,nan,3.670000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,4.280000000000000000e+02,nan,nan,nan,4.780000000000000000e+02,4.360000000000000000e+02,nan,nan,nan,3.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,4.240000000000000000e+02,nan,nan,nan,4.720000000000000000e+02,4.420000000000000000e+02,nan,nan,nan,3.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,4.240000000000000000e+02,nan,nan,nan,4.730000000000000000e+02,4.440000000000000000e+02,nan,nan,nan,3.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,4.190000000000000000e+02,nan,nan,nan,4.670000000000000000e+02,4.430000000000000000e+02,nan,nan,nan,3.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,4.110000000000000000e+02,nan,nan,nan,4.680000000000000000e+02,4.430000000000000000e+02,nan,nan,nan,3.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,4.120000000000000000e+02,nan,nan,nan,4.670000000000000000e+02,4.490000000000000000e+02,nan,nan,nan,3.520000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,4.050000000000000000e+02,nan,nan,nan,4.620000000000000000e+02,4.490000000000000000e+02,nan,nan,nan,3.530000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,4.040000000000000000e+02,nan,nan,nan,4.620000000000000000e+02,4.470000000000000000e+02,nan,nan,nan,3.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,4.020000000000000000e+02,nan,nan,nan,4.570000000000000000e+02,4.540000000000000000e+02,nan,nan,nan,3.760000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,3.990000000000000000e+02,nan,nan,nan,4.540000000000000000e+02,4.540000000000000000e+02,nan,nan,nan,3.750000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,3.920000000000000000e+02,nan,nan,nan,4.540000000000000000e+02,4.530000000000000000e+02,nan,nan,nan,3.760000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,3.880000000000000000e+02,nan,nan,nan,nan,4.560000000000000000e+02,nan,nan,nan,3.730000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,3.860000000000000000e+02,nan,nan,nan,nan,4.590000000000000000e+02,nan,nan,nan,3.760000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.700000000000000000e+01,3.830000000000000000e+02,nan,nan,nan,nan,4.610000000000000000e+02,nan,nan,nan,3.780000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.800000000000000000e+01,3.790000000000000000e+02,nan,nan,nan,nan,4.650000000000000000e+02,nan,nan,nan,3.770000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.900000000000000000e+01,3.770000000000000000e+02,nan,nan,nan,nan,4.690000000000000000e+02,nan,nan,nan,3.820000000000000000e+02,3.600000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+01,3.730000000000000000e+02,nan,nan,nan,nan,4.700000000000000000e+02,nan,nan,nan,3.770000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.100000000000000000e+01,3.690000000000000000e+02,nan,nan,nan,nan,4.740000000000000000e+02,nan,nan,nan,3.770000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
