0.000000000000000000e+00,5.490000000000000000e+02,3.190000000000000000e+02,5.500000000000000000e+02,3.740000000000000000e+02,4.400000000000000000e+02,5.220000000000000000e+02,4.300000000000000000e+02,2.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,5.520000000000000000e+02,3.180000000000000000e+02,5.470000000000000000e+02,3.710000000000000000e+02,4.450000000000000000e+02,5.190000000000000000e+02,4.260000000000000000e+02,2.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,5.560000000000000000e+02,3.170000000000000000e+02,5.480000000000000000e+02,3.700000000000000000e+02,4.440000000000000000e+02,5.170000000000000000e+02,4.320000000000000000e+02,2.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,5.550000000000000000e+02,3.180000000000000000e+02,5.490000000000000000e+02,3.700000000000000000e+02,4.430000000000000000e+02,5.210000000000000000e+02,4.310000000000000000e+02,2.440000000000000000e+02,3.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,5.500000000000000000e+02,3.180000000000000000e+02,5.470000000000000000e+02,3.690000000000000000e+02,4.440000000000000000e+02,5.230000000000000000e+02,4.310000000000000000e+02,2.440000000000000000e+02,3.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,5.480000000000000000e+02,3.180000000000000000e+02,5.460000000000000000e+02,3.650000000000000000e+02,4.500000000000000000e+02,5.240000000000000000e+02,4.320000000000000000e+02,2.440000000000000000e+02,3.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,5.500000000000000000e+02,3.140000000000000000e+02,5.430000000000000000e+02,3.680000000000000000e+02,4.470000000000000000e+02,5.270000000000000000e+02,4.340000000000000000e+02,2.460000000000000000e+02,3.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,5.450000000000000000e+02,3.100000000000000000e+02,5.460000000000000000e+02,3.670000000000000000e+02,4.490000000000000000e+02,5.280000000000000000e+02,4.340000000000000000e+02,2.450000000000000000e+02,3.370000000000000000e+02,3.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,5.450000000000000000e+02,3.160000000000000000e+02,5.430000000000000000e+02,3.690000000000000000e+02,nan,5.280000000000000000e+02,nan,2.440000000000000000e+02,3.350000000000000000e+02,3.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,5.400000000000000000e+02,3.140000000000000000e+02,5.410000000000000000e+02,3.740000000000000000e+02,nan,5.300000000000000000e+02,nan,2.450000000000000000e+02,3.340000000000000000e+02,3.380000000000000000e+02,4.370000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
