0.000000000000000000e+00,2.390000000000000000e+02,4.050000000000000000e+02,4.080000000000000000e+02,4.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.370000000000000000e+02,4.020000000000000000e+02,4.060000000000000000e+02,4.240000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.290000000000000000e+02,3.950000000000000000e+02,4.040000000000000000e+02,4.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.220000000000000000e+02,3.940000000000000000e+02,3.990000000000000000e+02,4.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.230000000000000000e+02,3.930000000000000000e+02,4.020000000000000000e+02,4.190000000000000000e+02,1.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.180000000000000000e+02,3.880000000000000000e+02,4.040000000000000000e+02,4.190000000000000000e+02,1.370000000000000000e+02,2.920000000000000000e+02,3.260000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.130000000000000000e+02,3.840000000000000000e+02,4.020000000000000000e+02,4.190000000000000000e+02,1.330000000000000000e+02,2.900000000000000000e+02,3.240000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.080000000000000000e+02,3.820000000000000000e+02,4.010000000000000000e+02,4.180000000000000000e+02,1.320000000000000000e+02,2.890000000000000000e+02,3.180000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.000000000000000000e+02,3.820000000000000000e+02,3.990000000000000000e+02,4.150000000000000000e+02,1.300000000000000000e+02,2.830000000000000000e+02,3.100000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,1.970000000000000000e+02,3.770000000000000000e+02,4.000000000000000000e+02,4.100000000000000000e+02,1.250000000000000000e+02,2.850000000000000000e+02,3.090000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,1.980000000000000000e+02,3.700000000000000000e+02,3.930000000000000000e+02,4.100000000000000000e+02,1.240000000000000000e+02,2.820000000000000000e+02,3.030000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,1.910000000000000000e+02,3.680000000000000000e+02,3.940000000000000000e+02,4.120000000000000000e+02,1.190000000000000000e+02,2.760000000000000000e+02,2.990000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,1.900000000000000000e+02,3.650000000000000000e+02,3.900000000000000000e+02,4.090000000000000000e+02,1.160000000000000000e+02,2.740000000000000000e+02,2.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,1.850000000000000000e+02,3.620000000000000000e+02,3.890000000000000000e+02,4.100000000000000000e+02,1.130000000000000000e+02,2.680000000000000000e+02,2.890000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,1.760000000000000000e+02,3.590000000000000000e+02,3.880000000000000000e+02,4.090000000000000000e+02,1.080000000000000000e+02,2.670000000000000000e+02,2.860000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,1.730000000000000000e+02,3.560000000000000000e+02,3.860000000000000000e+02,4.110000000000000000e+02,1.090000000000000000e+02,2.670000000000000000e+02,2.830000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,1.700000000000000000e+02,3.530000000000000000e+02,3.840000000000000000e+02,4.010000000000000000e+02,1.060000000000000000e+02,2.640000000000000000e+02,2.750000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,1.620000000000000000e+02,3.470000000000000000e+02,3.790000000000000000e+02,4.040000000000000000e+02,1.020000000000000000e+02,2.640000000000000000e+02,2.730000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,1.610000000000000000e+02,3.480000000000000000e+02,3.770000000000000000e+02,4.030000000000000000e+02,1.020000000000000000e+02,2.600000000000000000e+02,2.700000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,1.590000000000000000e+02,3.420000000000000000e+02,3.760000000000000000e+02,4.060000000000000000e+02,9.100000000000000000e+01,2.560000000000000000e+02,2.640000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,1.570000000000000000e+02,3.390000000000000000e+02,3.740000000000000000e+02,4.030000000000000000e+02,9.000000000000000000e+01,2.550000000000000000e+02,2.570000000000000000e+02,1.100000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
