0.000000000000000000e+00,3.180000000000000000e+02,4.910000000000000000e+02,5.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,3.110000000000000000e+02,4.910000000000000000e+02,5.500000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,3.080000000000000000e+02,4.910000000000000000e+02,5.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.080000000000000000e+02,4.870000000000000000e+02,5.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,3.010000000000000000e+02,4.870000000000000000e+02,5.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,3.010000000000000000e+02,4.830000000000000000e+02,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.980000000000000000e+02,4.850000000000000000e+02,5.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.970000000000000000e+02,4.790000000000000000e+02,5.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.930000000000000000e+02,4.780000000000000000e+02,5.450000000000000000e+02,5.550000000000000000e+02,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,2.930000000000000000e+02,4.800000000000000000e+02,5.460000000000000000e+02,5.520000000000000000e+02,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,2.860000000000000000e+02,4.750000000000000000e+02,5.410000000000000000e+02,5.470000000000000000e+02,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,2.890000000000000000e+02,4.750000000000000000e+02,5.380000000000000000e+02,5.440000000000000000e+02,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,2.800000000000000000e+02,4.690000000000000000e+02,5.380000000000000000e+02,5.410000000000000000e+02,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,2.810000000000000000e+02,4.690000000000000000e+02,5.350000000000000000e+02,5.370000000000000000e+02,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,2.800000000000000000e+02,4.660000000000000000e+02,5.320000000000000000e+02,5.370000000000000000e+02,nan,nan,nan,nan,nan,nan
1.500000000000000000e+01,2.760000000000000000e+02,4.680000000000000000e+02,5.330000000000000000e+02,5.330000000000000000e+02,nan,nan,nan,nan,nan,nan
1.600000000000000000e+01,2.780000000000000000e+02,4.610000000000000000e+02,5.270000000000000000e+02,5.290000000000000000e+02,nan,nan,nan,nan,nan,nan
1.700000000000000000e+01,2.730000000000000000e+02,4.580000000000000000e+02,5.330000000000000000e+02,5.250000000000000000e+02,nan,nan,nan,nan,nan,nan
1.800000000000000000e+01,2.720000000000000000e+02,4.610000000000000000e+02,5.320000000000000000e+02,5.240000000000000000e+02,nan,nan,nan,nan,nan,nan
1.900000000000000000e+01,2.700000000000000000e+02,4.570000000000000000e+02,5.320000000000000000e+02,5.190000000000000000e+02,nan,nan,nan,nan,nan,nan
2.000000000000000000e+01,2.690000000000000000e+02,4.530000000000000000e+02,5.280000000000000000e+02,5.170000000000000000e+02,nan,nan,nan,nan,nan,nan
2.100000000000000000e+01,2.670000000000000000e+02,4.490000000000000000e+02,5.210000000000000000e+02,5.160000000000000000e+02,nan,nan,nan,nan,nan,nan
2.200000000000000000e+01,2.590000000000000000e+02,4.510000000000000000e+02,5.210000000000000000e+02,5.090000000000000000e+02,nan,nan,nan,nan,nan,nan
2.300000000000000000e+01,2.610000000000000000e+02,4.430000000000000000e+02,5.260000000000000000e+02,5.110000000000000000e+02,nan,nan,nan,nan,nan,nan
2.400000000000000000e+01,2.550000000000000000e+02,4.430000000000000000e+02,5.230000000000000000e+02,5.090000000000000000e+02,nan,nan,nan,nan,nan,nan
2.500000000000000000e+01,2.560000000000000000e+02,4.410000000000000000e+02,5.210000000000000000e+02,5.070000000000000000e+02,nan,nan,nan,nan,nan,nan
2.600000000000000000e+01,2.520000000000000000e+02,4.330000000000000000e+02,5.200000000000000000e+02,5.030000000000000000e+02,4.150000000000000000e+02,5.860000000000000000e+02,nan,nan,nan,nan
2.700000000000000000e+01,2.510000000000000000e+02,4.350000000000000000e+02,5.160000000000000000e+02,5.030000000000000000e+02,4.150000000000000000e+02,5.860000000000000000e+02,5.540000000000000000e+02,nan,nan,nan
2.800000000000000000e+01,2.520000000000000000e+02,4.310000000000000000e+02,5.130000000000000000e+02,nan,4.140000000000000000e+02,5.850000000000000000e+02,5.520000000000000000e+02,nan,nan,nan
2.900000000000000000e+01,2.510000000000000000e+02,4.300000000000000000e+02,5.130000000000000000e+02,nan,4.130000000000000000e+02,5.840000000000000000e+02,5.500000000000000000e+02,nan,nan,nan
3.000000000000000000e+01,2.520000000000000000e+02,4.290000000000000000e+02,5.110000000000000000e+02,nan,4.060000000000000000e+02,5.810000000000000000e+02,5.490000000000000000e+02,nan,nan,nan
3.100000000000000000e+01,2.460000000000000000e+02,4.300000000000000000e+02,5.070000000000000000e+02,nan,4.020000000000000000e+02,5.760000000000000000e+02,5.500000000000000000e+02,nan,nan,nan
3.200000000000000000e+01,2.460000000000000000e+02,4.250000000000000000e+02,5.100000000000000000e+02,nan,4.000000000000000000e+02,5.730000000000000000e+02,5.490000000000000000e+02,nan,nan,nan
3.300000000000000000e+01,2.460000000000000000e+02,4.230000000000000000e+02,5.090000000000000000e+02,nan,3.970000000000000000e+02,5.750000000000000000e+02,5.440000000000000000e+02,4.820000000000000000e+02,nan,nan
3.400000000000000000e+01,2.460000000000000000e+02,4.230000000000000000e+02,5.100000000000000000e+02,nan,3.950000000000000000e+02,5.790000000000000000e+02,5.420000000000000000e+02,4.830000000000000000e+02,nan,nan
3.500000000000000000e+01,2.450000000000000000e+02,4.210000000000000000e+02,5.150000000000000000e+02,nan,3.920000000000000000e+02,5.720000000000000000e+02,5.450000000000000000e+02,4.780000000000000000e+02,nan,nan
3.600000000000000000e+01,2.430000000000000000e+02,4.190000000000000000e+02,5.110000000000000000e+02,nan,3.860000000000000000e+02,5.680000000000000000e+02,nan,4.680000000000000000e+02,nan,nan
3.700000000000000000e+01,2.430000000000000000e+02,4.160000000000000000e+02,5.070000000000000000e+02,nan,3.850000000000000000e+02,5.730000000000000000e+02,nan,4.640000000000000000e+02,5.430000000000000000e+02,nan
3.800000000000000000e+01,2.400000000000000000e+02,4.140000000000000000e+02,5.080000000000000000e+02,nan,3.810000000000000000e+02,5.680000000000000000e+02,nan,4.590000000000000000e+02,nan,nan
3.900000000000000000e+01,2.380000000000000000e+02,4.160000000000000000e+02,5.060000000000000000e+02,nan,3.790000000000000000e+02,5.640000000000000000e+02,nan,4.560000000000000000e+02,nan,5.410000000000000000e+02
