0.000000000000000000e+00,3.200000000000000000e+02,5.610000000000000000e+02,2.080000000000000000e+02,4.720000000000000000e+02,nan,nan,nan,nan
1.000000000000000000e+00,3.190000000000000000e+02,5.600000000000000000e+02,2.110000000000000000e+02,4.750000000000000000e+02,nan,4.520000000000000000e+02,nan,nan
2.000000000000000000e+00,3.220000000000000000e+02,5.590000000000000000e+02,2.110000000000000000e+02,4.780000000000000000e+02,nan,4.540000000000000000e+02,nan,nan
3.000000000000000000e+00,3.130000000000000000e+02,5.580000000000000000e+02,2.140000000000000000e+02,4.750000000000000000e+02,nan,4.540000000000000000e+02,nan,nan
4.000000000000000000e+00,3.200000000000000000e+02,5.580000000000000000e+02,2.100000000000000000e+02,4.790000000000000000e+02,nan,4.540000000000000000e+02,nan,nan
5.000000000000000000e+00,3.090000000000000000e+02,5.560000000000000000e+02,2.150000000000000000e+02,4.780000000000000000e+02,nan,4.550000000000000000e+02,nan,nan
6.000000000000000000e+00,3.100000000000000000e+02,5.570000000000000000e+02,2.150000000000000000e+02,4.800000000000000000e+02,nan,4.610000000000000000e+02,nan,nan
7.000000000000000000e+00,3.100000000000000000e+02,5.520000000000000000e+02,2.150000000000000000e+02,4.780000000000000000e+02,nan,4.550000000000000000e+02,nan,nan
8.000000000000000000e+00,3.090000000000000000e+02,5.510000000000000000e+02,2.150000000000000000e+02,4.810000000000000000e+02,nan,4.560000000000000000e+02,nan,nan
9.000000000000000000e+00,3.050000000000000000e+02,5.480000000000000000e+02,2.150000000000000000e+02,4.820000000000000000e+02,nan,4.600000000000000000e+02,nan,nan
1.000000000000000000e+01,3.040000000000000000e+02,5.450000000000000000e+02,2.130000000000000000e+02,nan,nan,4.600000000000000000e+02,4.360000000000000000e+02,nan
1.100000000000000000e+01,3.000000000000000000e+02,5.470000000000000000e+02,2.160000000000000000e+02,nan,nan,4.610000000000000000e+02,4.360000000000000000e+02,nan
1.200000000000000000e+01,2.940000000000000000e+02,5.420000000000000000e+02,2.150000000000000000e+02,nan,nan,4.600000000000000000e+02,4.380000000000000000e+02,nan
1.300000000000000000e+01,2.960000000000000000e+02,5.390000000000000000e+02,2.130000000000000000e+02,nan,nan,4.620000000000000000e+02,4.400000000000000000e+02,nan
1.400000000000000000e+01,2.930000000000000000e+02,5.380000000000000000e+02,2.130000000000000000e+02,nan,nan,4.600000000000000000e+02,4.360000000000000000e+02,nan
1.500000000000000000e+01,2.910000000000000000e+02,5.330000000000000000e+02,2.110000000000000000e+02,nan,nan,4.620000000000000000e+02,4.440000000000000000e+02,nan
1.600000000000000000e+01,2.790000000000000000e+02,5.320000000000000000e+02,2.110000000000000000e+02,nan,nan,4.600000000000000000e+02,4.440000000000000000e+02,nan
1.700000000000000000e+01,2.820000000000000000e+02,5.300000000000000000e+02,2.120000000000000000e+02,nan,nan,4.630000000000000000e+02,4.500000000000000000e+02,nan
1.800000000000000000e+01,2.840000000000000000e+02,5.280000000000000000e+02,2.090000000000000000e+02,nan,nan,4.610000000000000000e+02,4.460000000000000000e+02,4.320000000000000000e+02
1.900000000000000000e+01,2.810000000000000000e+02,nan,2.120000000000000000e+02,nan,nan,4.630000000000000000e+02,4.490000000000000000e+02,4.260000000000000000e+02
2.000000000000000000e+01,2.780000000000000000e+02,nan,2.090000000000000000e+02,nan,nan,4.660000000000000000e+02,4.480000000000000000e+02,4.270000000000000000e+02
2.100000000000000000e+01,2.770000000000000000e+02,nan,2.090000000000000000e+02,nan,nan,4.640000000000000000e+02,4.500000000000000000e+02,4.230000000000000000e+02
2.200000000000000000e+01,2.750000000000000000e+02,nan,2.080000000000000000e+02,nan,nan,4.660000000000000000e+02,4.490000000000000000e+02,4.210000000000000000e+02
2.300000000000000000e+01,2.610000000000000000e+02,nan,2.060000000000000000e+02,nan,nan,4.680000000000000000e+02,4.540000000000000000e+02,4.190000000000000000e+02
2.400000000000000000e+01,2.530000000000000000e+02,nan,2.050000000000000000e+02,nan,nan,4.710000000000000000e+02,4.610000000000000000e+02,4.160000000000000000e+02
2.500000000000000000e+01,2.550000000000000000e+02,nan,2.070000000000000000e+02,nan,nan,4.730000000000000000e+02,nan,4.140000000000000000e+02
2.600000000000000000e+01,2.480000000000000000e+02,nan,2.060000000000000000e+02,nan,nan,4.700000000000000000e+02,nan,4.140000000000000000e+02
2.700000000000000000e+01,2.490000000000000000e+02,nan,2.100000000000000000e+02,nan,nan,nan,nan,4.110000000000000000e+02
2.800000000000000000e+01,2.590000000000000000e+02,nan,2.060000000000000000e+02,nan,nan,nan,nan,4.120000000000000000e+02
2.900000000000000000e+01,2.460000000000000000e+02,nan,2.080000000000000000e+02,nan,nan,nan,nan,4.110000000000000000e+02
3.000000000000000000e+01,2.510000000000000000e+02,nan,2.070000000000000000e+02,nan,nan,nan,nan,4.080000000000000000e+02
3.100000000000000000e+01,2.440000000000000000e+02,nan,2.060000000000000000e+02,nan,nan,nan,nan,4.060000000000000000e+02
3.200000000000000000e+01,2.310000000000000000e+02,nan,2.050000000000000000e+02,nan,nan,nan,nan,4.070000000000000000e+02
3.300000000000000000e+01,2.510000000000000000e+02,nan,2.080000000000000000e+02,nan,nan,nan,nan,4.000000000000000000e+02
3.400000000000000000e+01,2.290000000000000000e+02,nan,2.070000000000000000e+02,nan,nan,nan,nan,4.040000000000000000e+02
3.500000000000000000e+01,2.340000000000000000e+02,nan,2.070000000000000000e+02,nan,nan,nan,nan,4.020000000000000000e+02
3.600000000000000000e+01,2.340000000000000000e+02,nan,2.080000000000000000e+02,nan,nan,nan,nan,4.000000000000000000e+02
3.700000000000000000e+01,2.450000000000000000e+02,nan,2.110000000000000000e+02,nan,nan,nan,nan,3.930000000000000000e+02
3.800000000000000000e+01,2.460000000000000000e+02,nan,2.130000000000000000e+02,nan,nan,nan,nan,3.930000000000000000e+02
