0.000000000000000000e+00,4.200000000000000000e+02,5.050000000000000000e+02,2.320000000000000000e+02,nan,nan
1.000000000000000000e+00,4.180000000000000000e+02,5.030000000000000000e+02,2.330000000000000000e+02,nan,nan
2.000000000000000000e+00,4.160000000000000000e+02,5.060000000000000000e+02,2.360000000000000000e+02,nan,nan
3.000000000000000000e+00,4.140000000000000000e+02,5.070000000000000000e+02,2.390000000000000000e+02,nan,nan
4.000000000000000000e+00,4.130000000000000000e+02,5.020000000000000000e+02,2.440000000000000000e+02,nan,nan
5.000000000000000000e+00,4.110000000000000000e+02,5.000000000000000000e+02,2.460000000000000000e+02,nan,nan
6.000000000000000000e+00,4.080000000000000000e+02,5.020000000000000000e+02,nan,nan,nan
7.000000000000000000e+00,4.070000000000000000e+02,5.020000000000000000e+02,nan,nan,nan
8.000000000000000000e+00,4.030000000000000000e+02,5.040000000000000000e+02,nan,nan,nan
9.000000000000000000e+00,4.010000000000000000e+02,5.020000000000000000e+02,nan,nan,nan
1.000000000000000000e+01,nan,5.030000000000000000e+02,nan,nan,nan
1.100000000000000000e+01,nan,5.000000000000000000e+02,nan,nan,nan
1.200000000000000000e+01,nan,5.010000000000000000e+02,nan,nan,nan
1.300000000000000000e+01,nan,5.040000000000000000e+02,nan,nan,nan
1.400000000000000000e+01,nan,5.010000000000000000e+02,nan,nan,nan
1.500000000000000000e+01,nan,5.020000000000000000e+02,nan,nan,nan
1.600000000000000000e+01,nan,5.020000000000000000e+02,nan,nan,nan
1.700000000000000000e+01,nan,5.000000000000000000e+02,nan,nan,nan
1.800000000000000000e+01,nan,5.060000000000000000e+02,nan,nan,nan
1.900000000000000000e+01,nan,5.070000000000000000e+02,nan,nan,nan
2.000000000000000000e+01,nan,5.080000000000000000e+02,nan,nan,nan
2.100000000000000000e+01,nan,5.150000000000000000e+02,nan,nan,nan
2.200000000000000000e+01,nan,5.090000000000000000e+02,nan,nan,nan
2.300000000000000000e+01,nan,5.120000000000000000e+02,nan,nan,nan
2.400000000000000000e+01,nan,5.140000000000000000e+02,nan,nan,nan
2.500000000000000000e+01,nan,5.130000000000000000e+02,nan,nan,4.340000000000000000e+02
2.600000000000000000e+01,nan,5.110000000000000000e+02,nan,nan,4.300000000000000000e+02
2.700000000000000000e+01,nan,5.140000000000000000e+02,nan,nan,4.260000000000000000e+02
