Klin uroven,I-a [uA],I-9 [uA],I-13 [uA]
1,10,1.43,0.17
2,8,1.12,0.13
3,6.4,0.88,0.1
4,5.5,0.71,0.08
5,4.2,0.52,0.07
6,4,0.47,0.05
7,3,0.38,0.04
8,2.3,0.31,0.03
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
