U-n [V],Ia [uA],I9 [uA],I13 [uA]
862,3,0.23,0.01
808,2,0.16,0
768,1.5,0.11,0
696,1,0.07,0
646,0.2,0.05,0
592,0.1,0.03,0
560,0.1,0.03,0
474,0.05,0.02,0
422,0,0.01,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
