1,2142792E+0	1,6243000E+1	1,6197557E+1	2,1170481E+1	2,1180557E+1	1,7330000E+1	1,7350000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
3,3177142E+0	1,6246979E+1	1,6199700E+1	2,1172167E+1	2,1182549E+1	1,7330000E+1	1,7340000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
5,4239182E+0	1,6250192E+1	1,6216379E+1	2,1172933E+1	2,1182702E+1	1,7330000E+1	1,7340000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
7,5309978E+0	1,6262740E+1	1,6248360E+1	2,1174006E+1	2,1181783E+1	1,7330000E+1	1,7340000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
9,6370640E+0	1,6287682E+1	1,6278046E+1	2,1175998E+1	2,1182549E+1	1,7330000E+1	1,7320000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
1,1751896E+1	1,6314613E+1	1,6321046E+1	2,1176764E+1	2,1183008E+1	1,7330000E+1	1,7320000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
1,3856853E+1	1,6348125E+1	1,6360067E+1	2,1176151E+1	2,1182395E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
1,5961255E+1	1,6381943E+1	1,6396794E+1	2,1176611E+1	2,1183008E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
1,8064458E+1	1,6418668E+1	1,6433061E+1	2,1175079E+1	2,1181016E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
2,0165221E+1	1,6456313E+1	1,6469177E+1	2,1175998E+1	2,1181323E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
2,2270570E+1	1,6489520E+1	1,6502691E+1	2,1175692E+1	2,1182395E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
2,4373872E+1	1,6523339E+1	1,6537888E+1	2,1175385E+1	2,1181323E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
2,6476750E+1	1,6560525E+1	1,6574464E+1	2,1176151E+1	2,1180250E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
2,8578726E+1	1,6597100E+1	1,6610733E+1	2,1176764E+1	2,1179944E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
3,0680562E+1	1,6633063E+1	1,6659706E+1	2,1177071E+1	2,1181323E+1	1,7330000E+1	1,7290000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
3,2782189E+1	1,6669638E+1	1,6692762E+1	2,1179369E+1	2,1183315E+1	1,7340000E+1	1,7290000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
3,4887051E+1	1,6704072E+1	1,6727044E+1	2,1180595E+1	2,1183928E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
3,6990863E+1	1,6742178E+1	1,6762397E+1	2,1182741E+1	2,1184694E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
3,9096504E+1	1,6779214E+1	1,6793465E+1	2,1185959E+1	2,1187606E+1	1,7330000E+1	1,7290000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
4,1198510E+1	1,6813802E+1	1,6826982E+1	2,1189177E+1	2,1189138E+1	1,7330000E+1	1,7290000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
4,3305763E+1	1,6846859E+1	1,6851623E+1	2,1192548E+1	2,1190977E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
4,5411273E+1	1,6882213E+1	1,6890038E+1	2,1193621E+1	2,1194808E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
4,7514724E+1	1,6922464E+1	1,6924934E+1	2,1197452E+1	2,1197566E+1	1,7330000E+1	1,7290000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
4,9618989E+1	1,6957971E+1	1,6966870E+1	2,1199597E+1	2,1200477E+1	1,7330000E+1	1,7290000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
5,1725516E+1	1,6990571E+1	1,7005899E+1	2,1202969E+1	2,1201550E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
5,3830553E+1	1,7025926E+1	1,7035439E+1	2,1205268E+1	2,1204308E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
5,5933985E+1	1,7061587E+1	1,7077224E+1	2,1206340E+1	2,1204921E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
5,8038099E+1	1,7099698E+1	1,7110591E+1	2,1208332E+1	2,1205841E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
6,0143225E+1	1,7132758E+1	1,7148856E+1	2,1208486E+1	2,1206607E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
6,2247281E+1	1,7169492E+1	1,7187734E+1	2,1207719E+1	2,1205075E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
6,4351573E+1	1,7204696E+1	1,7227837E+1	2,1206034E+1	2,1203236E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
6,6456227E+1	1,7240359E+1	1,7252175E+1	2,1204655E+1	2,1203542E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
6,8559383E+1	1,7276023E+1	1,7284472E+1	2,1203122E+1	2,1201857E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
7,0664217E+1	1,7310462E+1	1,7316004E+1	2,1204195E+1	2,1200937E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
7,2770639E+1	1,7345667E+1	1,7352129E+1	2,1202509E+1	2,1200324E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
7,4874557E+1	1,7383169E+1	1,7391774E+1	2,1200517E+1	2,1198332E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
7,6978639E+1	1,7419293E+1	1,7419634E+1	2,1200057E+1	2,1199252E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
7,9085113E+1	1,7453734E+1	1,7464944E+1	2,1199444E+1	2,1198332E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
8,1189422E+1	1,7487717E+1	1,7503060E+1	2,1198218E+1	2,1197872E+1	1,7330000E+1	1,7300000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
8,3294886E+1	1,7522005E+1	1,7536737E+1	2,1197452E+1	2,1196646E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
8,5402194E+1	1,7555988E+1	1,7580518E+1	2,1197146E+1	2,1195421E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
8,7507926E+1	1,7592727E+1	1,7617258E+1	2,1196533E+1	2,1196187E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
8,9612058E+1	1,7629466E+1	1,7646497E+1	2,1197605E+1	2,1195574E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
9,1717510E+1	1,7664062E+1	1,7678339E+1	2,1196226E+1	2,1195267E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
9,3821471E+1	1,7699730E+1	1,7708497E+1	2,1196533E+1	2,1193888E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
9,5927191E+1	1,7734174E+1	1,7749219E+1	2,1195153E+1	2,1191896E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
9,8031822E+1	1,7769383E+1	1,7781521E+1	2,1192548E+1	2,1191743E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
1,0013773E+2	1,7804440E+1	1,7814741E+1	2,1192242E+1	2,1190057E+1	1,7330000E+1	1,7320000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
1,0224167E+2	1,7839345E+1	1,7843370E+1	2,1191322E+1	2,1189751E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
1,0434589E+2	1,7874708E+1	1,7883021E+1	2,1191322E+1	2,1190211E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
1,0645076E+2	1,7908848E+1	1,7928644E+1	2,1192089E+1	2,1188525E+1	1,7330000E+1	1,7310000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0	0,0000000E+0
