x-axis,1,2
second,Volt,Volt
-0.0000065,-0.86074414,-3.0263328
0.000008,2.89978208,-3.01611325
0.0000225,2.89100774,-2.98712554
0.000037,2.88694446,-2.94993028
0.0000515,2.88382338,-2.909241
0.000066,2.88175248,-2.86485157
0.0000805,2.88075138,-2.81803055
0.000095,2.88042259,-2.77253206
0.0001095,2.88005454,-2.72475657
0.000124,2.88102129,-2.6772019
0.0001385,2.88083971,-2.62803517
0.000153,2.87725735,-2.58316973
0.0001675,2.87679606,-2.53535252
0.000182,2.87918594,-2.49060731
0.0001965,2.87861178,-2.44554803
0.000211,2.87957853,-2.40405148
0.0002255,2.88071703,-2.35423698
0.00024,2.88132554,-2.30888817
0.0002545,2.88233646,-2.26261432
0.000269,2.88400005,-2.22015348
0.0002835,2.88432884,-2.17523896
0.000298,2.88452513,-2.13251804
0.0003125,2.88457911,-2.09195634
0.000327,2.88462819,-2.04944888
0.0003415,2.88542809,-2.00828358
0.000356,2.88478522,-1.96850461
0.0003705,2.88520726,-1.92640692
0.000385,2.88596789,-1.88476315
0.0003995,2.88771491,-1.84615949
0.000414,2.88771982,-1.80563705
0.0004285,2.88709168,-1.76495267
0.000443,2.8892411,-1.72479829
0.0004575,2.88919693,-1.6874141
0.000472,2.88929017,-1.64810133
0.0004865,2.88929017,-1.60858245
0.000501,2.88960424,-1.57241528
0.0005155,2.88960424,-1.53198854
0.00053,2.88960424,-1.49352474
0.0005445,2.88960424,-1.45741155
0.000559,2.88962878,-1.42254729
0.0005735,2.88991831,-1.38786951
0.000588,2.88981526,-1.35211456
0.0006025,2.88961896,-1.31724785
0.000617,2.88960424,-1.27956431
0.0006315,2.88991831,-1.24255554
0.000646,2.89049247,-1.20579459
0.0006605,2.88991831,-1.17111926
0.000675,2.88996738,-1.1402962
0.0006895,2.89063969,-1.10929402
0.000704,2.89242597,-1.07445429
0.0007185,2.89217569,-1.03945998
0.000733,2.89300994,-1.00367069
0.0007475,2.89205792,-0.97024428
0.000762,2.89352521,-0.93845447
0.0007765,2.89417298,-0.91116715
0.000791,2.8943153,-0.87909517
0.0008055,2.8943153,-0.84521238
0.00082,2.89452631,-0.81268402
0.0008345,2.89462937,-0.78571813
0.000849,2.89462937,-0.75402647
0.0008635,2.89462937,-0.72035224
0.000878,2.89457539,-0.68836859
0.0008925,2.89462937,-0.65924348
0.000907,2.89462937,-0.63237574
0.0009215,2.89462937,-0.59935664
0.000936,2.89462937,-0.5712179
0.0009505,2.89462937,-0.54339078
0.000965,2.89462937,-0.51467052
