0.000000000000000000e+00,5.020000000000000000e+02,5.370000000000000000e+02,4.960000000000000000e+02,5.490000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.970000000000000000e+02,5.310000000000000000e+02,4.950000000000000000e+02,5.500000000000000000e+02,nan,3.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,4.930000000000000000e+02,5.280000000000000000e+02,4.940000000000000000e+02,5.520000000000000000e+02,nan,3.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.880000000000000000e+02,5.230000000000000000e+02,4.930000000000000000e+02,5.460000000000000000e+02,nan,3.390000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.860000000000000000e+02,5.210000000000000000e+02,4.950000000000000000e+02,5.470000000000000000e+02,nan,3.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.840000000000000000e+02,5.230000000000000000e+02,4.910000000000000000e+02,5.410000000000000000e+02,nan,3.350000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.790000000000000000e+02,5.170000000000000000e+02,4.900000000000000000e+02,5.450000000000000000e+02,nan,3.330000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,4.780000000000000000e+02,5.210000000000000000e+02,4.850000000000000000e+02,5.460000000000000000e+02,nan,3.290000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,4.750000000000000000e+02,5.140000000000000000e+02,4.850000000000000000e+02,5.410000000000000000e+02,nan,3.300000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.720000000000000000e+02,5.130000000000000000e+02,4.800000000000000000e+02,5.380000000000000000e+02,nan,3.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,4.680000000000000000e+02,5.140000000000000000e+02,4.830000000000000000e+02,5.400000000000000000e+02,nan,3.240000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
