0.000000000000000000e+00,4.640000000000000000e+02,nan,5.340000000000000000e+02,nan,nan,nan
1.000000000000000000e+00,4.680000000000000000e+02,nan,5.380000000000000000e+02,nan,nan,nan
2.000000000000000000e+00,4.680000000000000000e+02,nan,5.390000000000000000e+02,nan,nan,nan
3.000000000000000000e+00,4.730000000000000000e+02,nan,5.450000000000000000e+02,nan,nan,nan
4.000000000000000000e+00,4.740000000000000000e+02,nan,5.500000000000000000e+02,nan,nan,nan
5.000000000000000000e+00,4.760000000000000000e+02,nan,5.520000000000000000e+02,nan,nan,nan
6.000000000000000000e+00,4.780000000000000000e+02,nan,5.540000000000000000e+02,nan,nan,nan
7.000000000000000000e+00,4.850000000000000000e+02,nan,5.540000000000000000e+02,nan,nan,nan
8.000000000000000000e+00,4.820000000000000000e+02,nan,5.560000000000000000e+02,nan,nan,nan
9.000000000000000000e+00,4.830000000000000000e+02,nan,5.600000000000000000e+02,nan,nan,nan
1.000000000000000000e+01,4.860000000000000000e+02,nan,nan,nan,nan,nan
1.100000000000000000e+01,4.920000000000000000e+02,nan,nan,nan,nan,nan
1.200000000000000000e+01,4.990000000000000000e+02,nan,nan,nan,nan,nan
1.300000000000000000e+01,4.970000000000000000e+02,nan,nan,2.740000000000000000e+02,nan,nan
1.400000000000000000e+01,5.010000000000000000e+02,nan,nan,2.740000000000000000e+02,nan,nan
1.500000000000000000e+01,5.050000000000000000e+02,nan,nan,2.760000000000000000e+02,nan,nan
1.600000000000000000e+01,5.050000000000000000e+02,nan,nan,2.770000000000000000e+02,nan,nan
1.700000000000000000e+01,5.070000000000000000e+02,nan,nan,2.810000000000000000e+02,nan,nan
1.800000000000000000e+01,5.090000000000000000e+02,nan,nan,2.800000000000000000e+02,3.520000000000000000e+02,nan
1.900000000000000000e+01,5.100000000000000000e+02,nan,nan,2.840000000000000000e+02,3.560000000000000000e+02,nan
2.000000000000000000e+01,5.120000000000000000e+02,nan,nan,2.850000000000000000e+02,3.560000000000000000e+02,nan
2.100000000000000000e+01,5.160000000000000000e+02,nan,nan,2.840000000000000000e+02,3.520000000000000000e+02,nan
2.200000000000000000e+01,5.190000000000000000e+02,nan,nan,2.870000000000000000e+02,3.550000000000000000e+02,nan
2.300000000000000000e+01,5.200000000000000000e+02,nan,nan,2.890000000000000000e+02,3.600000000000000000e+02,nan
2.400000000000000000e+01,5.240000000000000000e+02,nan,nan,2.950000000000000000e+02,3.560000000000000000e+02,2.360000000000000000e+02
2.500000000000000000e+01,5.240000000000000000e+02,nan,nan,2.910000000000000000e+02,3.620000000000000000e+02,2.370000000000000000e+02
2.600000000000000000e+01,5.280000000000000000e+02,nan,nan,2.910000000000000000e+02,3.630000000000000000e+02,2.370000000000000000e+02
2.700000000000000000e+01,5.300000000000000000e+02,nan,nan,2.980000000000000000e+02,3.650000000000000000e+02,2.390000000000000000e+02
2.800000000000000000e+01,5.310000000000000000e+02,nan,nan,3.010000000000000000e+02,3.640000000000000000e+02,2.410000000000000000e+02
2.900000000000000000e+01,5.340000000000000000e+02,nan,nan,2.980000000000000000e+02,3.680000000000000000e+02,2.410000000000000000e+02
3.000000000000000000e+01,5.370000000000000000e+02,nan,nan,3.020000000000000000e+02,3.700000000000000000e+02,2.420000000000000000e+02
3.100000000000000000e+01,5.410000000000000000e+02,nan,nan,2.810000000000000000e+02,3.740000000000000000e+02,2.450000000000000000e+02
3.200000000000000000e+01,5.440000000000000000e+02,nan,nan,2.810000000000000000e+02,3.710000000000000000e+02,nan
3.300000000000000000e+01,5.440000000000000000e+02,nan,nan,2.870000000000000000e+02,3.760000000000000000e+02,nan
3.400000000000000000e+01,5.460000000000000000e+02,nan,nan,2.750000000000000000e+02,3.800000000000000000e+02,nan
3.500000000000000000e+01,5.500000000000000000e+02,nan,nan,2.860000000000000000e+02,3.770000000000000000e+02,nan
3.600000000000000000e+01,5.520000000000000000e+02,nan,nan,2.910000000000000000e+02,3.820000000000000000e+02,nan
3.700000000000000000e+01,5.550000000000000000e+02,nan,nan,2.870000000000000000e+02,3.810000000000000000e+02,nan
3.800000000000000000e+01,nan,nan,nan,2.870000000000000000e+02,3.850000000000000000e+02,nan
3.900000000000000000e+01,nan,nan,nan,3.000000000000000000e+02,3.920000000000000000e+02,nan
4.000000000000000000e+01,nan,nan,nan,3.070000000000000000e+02,3.880000000000000000e+02,nan
4.100000000000000000e+01,nan,nan,nan,3.040000000000000000e+02,3.910000000000000000e+02,nan
