0.000000000000000000e+00,nan,nan,nan,nan,nan,2.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,2.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,1.860000000000000000e+02,2.510000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,1.850000000000000000e+02,2.530000000000000000e+02,1.800000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,1.860000000000000000e+02,2.530000000000000000e+02,1.750000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,1.890000000000000000e+02,2.480000000000000000e+02,1.630000000000000000e+02,5.340000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,1.900000000000000000e+02,2.430000000000000000e+02,1.560000000000000000e+02,5.380000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,1.950000000000000000e+02,2.520000000000000000e+02,1.430000000000000000e+02,5.360000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,1.970000000000000000e+02,2.510000000000000000e+02,1.370000000000000000e+02,5.300000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,1.980000000000000000e+02,2.530000000000000000e+02,1.280000000000000000e+02,5.300000000000000000e+02,2.680000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,1.970000000000000000e+02,2.550000000000000000e+02,1.180000000000000000e+02,5.320000000000000000e+02,2.480000000000000000e+02,2.690000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,2.040000000000000000e+02,2.500000000000000000e+02,1.090000000000000000e+02,5.330000000000000000e+02,nan,nan,2.710000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,2.040000000000000000e+02,2.470000000000000000e+02,1.020000000000000000e+02,5.340000000000000000e+02,nan,nan,nan,2.730000000000000000e+02,4.820000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,2.070000000000000000e+02,2.530000000000000000e+02,9.100000000000000000e+01,5.330000000000000000e+02,nan,nan,nan,nan,4.810000000000000000e+02,2.760000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,2.050000000000000000e+02,2.490000000000000000e+02,8.300000000000000000e+01,5.310000000000000000e+02,nan,nan,nan,nan,4.850000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
