0.000000000000000000e+00,3.610000000000000000e+02,1.410000000000000000e+02,3.480000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,3.610000000000000000e+02,1.370000000000000000e+02,3.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,3.640000000000000000e+02,1.370000000000000000e+02,3.470000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,3.590000000000000000e+02,1.360000000000000000e+02,nan,3.460000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,3.560000000000000000e+02,1.380000000000000000e+02,nan,3.420000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,3.580000000000000000e+02,1.360000000000000000e+02,nan,nan,3.450000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,3.560000000000000000e+02,1.350000000000000000e+02,nan,nan,nan,3.440000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,3.540000000000000000e+02,1.330000000000000000e+02,nan,nan,nan,nan,3.430000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,3.500000000000000000e+02,1.300000000000000000e+02,nan,nan,nan,nan,nan,3.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,3.480000000000000000e+02,1.320000000000000000e+02,nan,nan,nan,nan,nan,nan,3.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,3.510000000000000000e+02,1.300000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,3.410000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,3.510000000000000000e+02,1.310000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,3.400000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,3.520000000000000000e+02,1.310000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
